pcm_mass_kg,sf_spread_pp,sf_min_pct,sf_max_pct,ranking
50.0,0.8788285446011628,65.14891414564484,66.027742690246,"('savE OM50', 'savE OM42', 'RT45HC', 'RT50', 'RT47')"
100.0,1.5621727208119154,67.14904941271531,68.71122213352723,"('savE OM50', 'savE OM42', 'RT45HC', 'RT50', 'RT47')"
200.0,2.592623128517104,70.6755246841151,73.26814781263221,"('savE OM50', 'savE OM42', 'RT45HC', 'RT50', 'RT47')"
400.0,3.145964844945354,76.29965925114568,79.44562409609104,"('savE OM50', 'savE OM42', 'RT45HC', 'RT50', 'RT47')"
800.0,2.42521418816429,82.30453731990944,84.72975150807373,"('savE OM50', 'savE OM42', 'RT45HC', 'RT50', 'RT47')"
