cluster_id,pcm_id,candidate_pool_status,n_survivors_in_cluster,TOPSIS_rank,PROMETHEE_II_rank,VIKOR_rank,GRA_rank,borda_score,copeland_score,kendalls_w_cluster,entropy_weight_dominant_criterion,entropy_weight_dominant_value,top3_at_lambda05,top3_at_lambda00,mc_top3_inclusion_pct,mc_top1_retention_pct,mc_rank_reversal_freq_cluster,mc_mean_spearman_vs_baseline_cluster,pcm_database_status,upstream_cluster_profile_fingerprint
0,savE® OM42,healthy,9,6,4,6,2,18.0,0,0.3875,supercooling,0.6381115766276889,False,True,25.8,2.7,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,RT47,healthy,9,4,7,7,9,9.0,-4,0.3875,supercooling,0.6381115766276889,False,False,1.7000000000000002,0.0,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,n-Docosane (C22),healthy,9,5,2,4,5,20.0,3,0.3875,supercooling,0.6381115766276889,False,False,54.300000000000004,13.200000000000001,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,Lauric acid (C12),healthy,9,3,5,5,3,20.0,1,0.3875,supercooling,0.6381115766276889,True,False,62.3,9.4,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,RT45HC,healthy,9,2,3,3,6,22.0,4,0.3875,supercooling,0.6381115766276889,True,False,60.8,20.8,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,savE® OM46,healthy,9,7,6,8,4,11.0,-4,0.3875,supercooling,0.6381115766276889,False,True,11.200000000000001,3.3000000000000003,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,n-Tricosane (C23),healthy,9,8,8,9,7,4.0,-7,0.3875,supercooling,0.6381115766276889,False,True,6.800000000000001,1.7000000000000002,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,RT50,healthy,9,1,1,1,8,25.0,8,0.3875,supercooling,0.6381115766276889,True,False,90.8,61.6,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
0,C22H46 (docosane-class paraffin),healthy,9,9,9,2,1,15.0,-1,0.3875,supercooling,0.6381115766276889,False,False,4.9,0.6,0.999,0.7411902519178084,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,savE® OM42,healthy,14,11,9,11,2,23.0,-5,0.6346153846153846,supercooling,0.48602878173912095,False,False,2.1999999999999997,0.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,n-Docosane (C22),healthy,14,10,4,9,8,25.0,-1,0.6346153846153846,supercooling,0.48602878173912095,False,False,7.000000000000001,1.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,Lauric acid (C12),healthy,14,9,11,12,7,17.0,-7,0.6346153846153846,supercooling,0.48602878173912095,False,False,3.6999999999999997,0.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,RT45HC,healthy,14,8,6,10,10,22.0,-3,0.6346153846153846,supercooling,0.48602878173912095,False,False,5.8999999999999995,0.4,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,n-Tricosane (C23),healthy,14,13,13,14,12,4.0,-12,0.6346153846153846,supercooling,0.48602878173912095,False,False,0.0,0.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,savE® OM49,healthy,14,12,12,13,13,6.0,-10,0.6346153846153846,supercooling,0.48602878173912095,False,False,0.1,0.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,Paraffin/HDPE PCM3,healthy,14,2,3,3,4,44.0,11,0.6346153846153846,supercooling,0.48602878173912095,True,False,69.6,27.700000000000003,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,PlusICE A50,healthy,14,7,10,7,14,18.0,-2,0.6346153846153846,supercooling,0.48602878173912095,False,False,2.9000000000000004,0.4,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,savE® OM50,healthy,14,1,1,1,3,50.0,13,0.6346153846153846,supercooling,0.48602878173912095,True,True,83.2,43.6,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,Paraffin/HDPE PCM6,healthy,14,3,7,4,5,37.0,9,0.6346153846153846,supercooling,0.48602878173912095,True,False,37.7,7.8,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,Paraffin/HDPE PCM2,healthy,14,5,8,2,6,35.0,6,0.6346153846153846,supercooling,0.48602878173912095,False,False,36.6,8.4,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,PlusICE A52,healthy,14,6,5,6,11,28.0,2,0.6346153846153846,supercooling,0.48602878173912095,False,True,18.8,2.6,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,n-Tetracosane (C24),healthy,14,4,2,5,9,36.0,6,0.6346153846153846,supercooling,0.48602878173912095,False,True,43.8,16.400000000000002,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
1,C22H46 (docosane-class paraffin),healthy,14,14,14,8,1,19.0,-7,0.6346153846153846,supercooling,0.48602878173912095,False,False,0.0,0.0,1.0,0.7550937965825951,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,RT47,healthy,16,9,12,15,16,12.0,-10,0.6341911764705882,supercooling,0.5697480350346755,False,False,0.0,0.0,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,n-Docosane (C22),healthy,16,10,3,10,10,31.0,1,0.6341911764705882,supercooling,0.5697480350346755,False,False,9.0,0.7000000000000001,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,Lauric acid (C12),healthy,16,8,8,12,5,31.0,0,0.6341911764705882,supercooling,0.5697480350346755,False,False,4.9,0.0,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,RT45HC,healthy,16,7,4,11,11,31.0,0,0.6341911764705882,supercooling,0.5697480350346755,False,False,10.100000000000001,0.8,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,savE® OM46,healthy,16,13,11,13,7,20.0,-7,0.6341911764705882,supercooling,0.5697480350346755,False,False,0.0,0.0,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,n-Tricosane (C23),healthy,16,15,14,14,12,9.0,-12,0.6341911764705882,supercooling,0.5697480350346755,False,False,0.0,0.0,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,RT50,healthy,16,4,5,7,15,33.0,4,0.6341911764705882,supercooling,0.5697480350346755,False,False,5.1,0.1,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,Paraffin/Expanded graphite (85.56% paraffin),healthy,16,12,15,9,9,19.0,-6,0.6341911764705882,supercooling,0.5697480350346755,False,False,0.3,0.0,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
2,savE® OM49,healthy,16,14,13,16,13,8.0,-13,0.6341911764705882,supercooling,0.5697480350346755,False,False,0.3,0.1,1.0,0.8338037457025507,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2554_3_1788253415.653
