cluster_id,medoid_point,weather_year,annual_solar_fraction,in_band_54_84pct,hours_target_met,mean_melt_fraction
0,RJP_0132,2025,0.6424120922908123,True,4286,0.475000366256934
1,RJP_0202,2025,0.6514891414564484,True,4386,0.48734682524205464
2,RJP_0055,2025,0.6368638741875164,True,4326,0.4778463986638409
