regime_id,pcm_id,capsule_diameter_m,n_capsule,flow_rate_kg_s,valid,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,pred_useful_energy_kWh,pred_solar_fraction,pred_unmet_energy_kWh,pred_pump_energy_kWh,pred_pcm_mass_kg,pred_mean_f_melt,predicted_feasible_proba
0,savE® OM48,0.042574798146185866,19,0.04264421169814192,True,0.021287399073092933,0.015354653191170341,0.9846453468088296,9.13344861561185e-06,6.491478604970884e-10,35.331036415266404,684.1337670376894,0.6275325652909557,397.8532904211613,2.7745339997231877e-09,0.7023932888462644,0.07239040961278477,0.9966666666666667
0,savE® OM48,0.04134434597784134,18,0.048453425917053414,True,0.02067217298892067,0.013321388738155481,0.9866786112618445,1.0108560367341573e-05,8.163239681450786e-10,38.983812077297934,684.0871705921716,0.6275973609090076,397.89815280450836,3.20187882249085e-09,0.6327564526813677,0.07327831924692317,0.9966666666666667
0,savE® OM48,0.040183967895818226,23,0.02963215011107409,True,0.020091983947909113,0.015628414045922343,0.9843715859540777,4.599385809790943e-06,2.2714948455744883e-10,23.171794720223602,683.995873076457,0.6272366654157374,397.71925190485405,2.724094239159069e-09,0.7212687364589901,0.07436713974126188,0.9966666666666667
0,savE® OM48,0.04154746663047016,21,0.018399368089380645,True,0.02077373331523508,0.015771810697381938,0.984228189302618,1.8420926709752451e-06,5.6488901846706485e-11,14.87617040960349,683.9742807020749,0.6271895930550002,397.7755042469617,2.724094239159069e-09,0.7315950623533539,0.07361153108466804,0.9966666666666667
0,savE® OM48,0.041345060949068264,22,0.012192440228015636,True,0.020672530474534132,0.01628254204349655,0.9837174579565034,8.760751521388492e-07,1.7802489879504373e-11,9.809750480054397,683.9686478400808,0.6271759158147696,397.7406702295797,2.724094239159069e-09,0.7575914039407363,0.07373233138516824,0.9966666666666667
0,savE® OM50,0.04346054130296535,20,0.04768397902077542,True,0.021730270651482676,0.01719269691376758,0.9828073030862324,1.2832692490329287e-05,1.0198563991482065e-09,40.328429394122296,682.6714540755576,0.626700815436532,399.3504959349595,2.9238527885202163e-09,0.834061819034999,0.08445299717996363,1.0
0,savE® OM50,0.04174921884447813,23,0.04234085672995612,True,0.020874609422239065,0.017526755000173803,0.9824732449998262,1.0423602774057291e-05,7.35573786110555e-10,34.39946470185103,682.6547770054464,0.6266673723341788,399.2976804483119,2.7745339997231877e-09,0.8382208084653846,0.08474712918912998,0.9966666666666667
0,savE® OM50,0.04060452323507548,18,0.04981755759681637,True,0.02030226161753774,0.012618983416568743,0.9873810165834312,1.0095375376155177e-05,8.382115737718205e-10,39.364119021217185,682.6477717257893,0.627376724660553,399.37179546972914,4.182977638170635e-09,0.6217872329650835,0.085282534734016,0.9966666666666667
0,savE® OM50,0.04291067449919675,17,0.04503849169878871,True,0.021455337249598375,0.014066095533851691,0.9859339044661483,9.245029662263502e-06,6.939703194981836e-10,37.60909372212493,682.6053926196251,0.6271730427824869,399.3939958179753,2.879411534396006e-09,0.6658252441817109,0.08507033170150796,0.9966666666666667
0,savE® OM50,0.04345969134238531,13,0.04790986662332297,True,0.021729845671192655,0.01117459734136361,0.9888254026586364,8.164274557488937e-06,6.519155085424737e-10,40.518679990513526,682.5901112758831,0.6267899310877969,399.35541564052664,2.9238527885202163e-09,0.531745222482296,0.08451946394882112,1.0
