draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated
10,0,savE® OM46,True,1.0504669337763795,0.9931285549510891,-0.5055728779656465,1.09276149431002,-0.06141546904548001,-1.4173145597792978,assam,0,savE® OM46,18.4726854402207,718.1430374020966,0.5753483487573376,,522.44559944481,3.2641426685806536e-09,774.5720134107393,56.838521137774336,9.838717530370829,9.848145150077324,6.840152438985514e-13,0.7547113574605886,64.79613500945813,64.13821212402206,0,0.0,81,8760
11,0,savE® OM46,True,0.9499421970118301,1.0517641829731934,-1.0215642003400376,0.8737727876825435,-0.16066270072808975,1.9869227614233376,assam,0,savE® OM46,21.876922761423337,632.858114390191,0.7034066003615416,,254.32860828311956,2.982776150247603e-09,717.3315540972143,84.6337834751562,11.534844743454858,11.542006080721583,3.6006612639779283e-12,0.7547113574605886,69.02693913639112,68.73504234357617,1390,0.0,147,8760
12,0,savE® OM46,True,1.007042604335139,0.9656358711191765,0.03352486496631313,0.8482421398371506,0.1560432574539512,1.365140733559579,assam,0,savE® OM46,21.25514073355958,581.7631704284435,0.6573763193528884,,292.8845129275264,3.001570403782283e-09,661.3412773395717,79.71116896666415,12.62667951063386,12.633593387853068,5.968404161420328e-12,0.7547113574605886,72.3636238640827,72.33779304071008,3775,0.0,185,8760
13,0,savE® OM46,True,0.9685735076016544,0.9802925418040838,-0.9943591610975067,0.9804740364872861,0.09340150361861466,0.25434697071729895,assam,0,savE® OM46,20.1443469707173,623.6112015208223,0.5893016337840942,,424.7895637863897,3.077257387738052e-09,697.337533700668,73.98045558529866,11.283337252968355,11.291351318399268,3.703899210128596e-12,0.7547113574605886,71.32462455610359,71.28806516155183,2333,0.0,151,8760
14,0,savE® OM46,True,0.9673064656858424,0.9747789787899319,0.7481325403758698,0.8448979609394252,-0.4791499801738094,-1.057298223392594,assam,0,savE® OM46,18.832701776607408,656.6030433610734,0.6797881694247343,,300.4623827843182,3.1643751585874093e-09,721.5374451687037,65.21893773146802,10.676465710159354,10.68475758634534,6.168051530837175e-12,0.7547113574605886,66.96806232753129,66.5003051259344,29,0.0,121,8760
15,0,savE® OM46,True,0.9537110802626011,0.9866884811167955,0.7892234392693069,0.9395956437538497,-0.25354298063943115,1.227400007477991,assam,0,savE® OM46,21.11740000747799,656.0580110079434,0.6661604981897817,,317.9434706321169,3.149561157290508e-09,723.688642678602,67.84957222054216,10.865380946683384,10.873075896037577,3.2029774563717843e-12,0.7547113574605886,67.06673668661038,66.4691719234685,150,0.0,130,8760
16,0,savE® OM46,True,0.9705404701020258,0.9375767252776597,0.420448490132018,1.0718199775405317,0.1978243920189835,-0.6672173167152264,assam,0,savE® OM46,19.222782683284773,659.4772274581769,0.5536779049887466,,523.3543702931095,3.218593657036872e-09,718.2757455007832,59.11629235445101,10.652628628150403,10.661222061667972,2.839861169971541e-12,0.7547113574605886,68.26132146805111,68.24330197288758,988,0.0,131,8760
17,0,savE® OM46,True,1.033168376857763,0.9826727455685854,0.8433526760381738,1.1461677495883438,-0.13970341749421233,0.014707559969290962,assam,0,savE® OM46,19.904707559969292,723.5042204825093,0.5820130525718847,,510.26144327750234,3.2842926955330304e-09,777.4042321863227,54.238933712169974,10.513316977565019,10.522102686012246,2.38533140105294e-12,0.7547113574605886,66.17089953806752,65.57638335236447,4,0.0,95,8760
18,0,savE® OM46,True,0.9910373249048141,0.9525355857212565,-1.2535330818038837,0.8493025296896815,-0.11078041604105437,-1.1200365425234309,assam,0,savE® OM46,18.76996345747657,617.0441482592491,0.6396971194505883,,340.6580336189623,3.097158648926148e-09,685.6836664359291,68.95982617088238,9.390497039374452,9.399112698430473,2.3180619166155053e-13,0.7547113574605886,64.97670713379199,64.37387776470968,0,0.0,104,8760
19,0,savE® OM46,True,1.064424337557776,1.0588312849892423,1.1632732609992584,0.9004210811238286,0.4182977998035805,-0.029095234632943612,assam,0,savE® OM46,19.860904765367057,682.4103671573425,0.6814306375637383,,306.04753903209723,3.1010145182799822e-09,759.6860206480361,77.43851100092039,15.240820773068878,15.2480065343989,5.527041400510606e-12,0.7547113574605886,75.01313454174355,74.96223073348833,6750,0.0,221,8760
20,0,savE® OM46,True,1.0761969607833288,0.951698155504512,0.5543385846328,1.1479987522023514,-0.42026393841363585,1.0286750384827865,assam,0,savE® OM46,20.91867503848279,681.2053337657483,0.5711096620747952,,503.2197115812804,3.244303598833813e-09,736.8451035540368,55.94963723931189,9.944502770541117,9.95302431130302,3.433402789266664e-12,0.7547113574605886,64.31610540005272,63.782899570491864,0,0.0,87,8760
21,0,savE® OM46,True,1.079325299427168,1.063627449026929,0.32853510178218226,1.0431305589781397,0.0931435759762067,-0.07889987492687922,assam,0,savE® OM46,19.81110012507312,710.846004161742,0.6181653382810445,,425.80700906484793,3.1580440698718926e-09,783.5225940428655,72.9149199327161,14.491236247702316,14.4991074381044,3.9219680433602e-12,0.7547113574605886,73.61508501055192,73.56585329335397,4600,0.0,194,8760
22,0,savE® OM46,True,1.0842849413727416,1.013380079006259,-0.07841665953991539,0.9464612758131692,-0.20927956899075528,0.45293681770257077,assam,0,savE® OM46,20.342936817702572,669.4546018968175,0.6558069094675466,,340.9070112552216,3.1420608694805378e-09,738.9122750064014,69.70692565910575,11.471448905198518,11.479419056867396,5.5210976132785545e-12,0.7547113574605886,67.35856886030192,67.06745036139435,27,0.0,123,8760
23,0,savE® OM46,True,0.9829146557652382,1.0425532610399517,0.7508497807173615,0.9079516780443482,-0.07434316469915625,1.246094367583356,assam,0,savE® OM46,21.136094367583357,675.686344453407,0.7021558672268386,,273.89423780379536,3.104111652052193e-09,749.7504007596776,74.23960358245454,12.171448886699132,12.178749309371113,5.158622347081274e-12,0.7547113574605886,70.05780491332608,69.49345361012372,1201,0.0,148,8760
24,0,savE® OM46,True,0.9937322703885446,1.0629864135001048,1.0602191621770674,0.9739251594624857,-0.07497248940825463,-1.4456953079246802,assam,0,savE® OM46,18.44430469207532,755.0771629105042,0.6666682510613196,,365.8891497105407,3.246057397475028e-09,817.7851990802665,63.03089651729417,12.279839977077387,12.288480121464119,5.555491203137465e-12,0.7547113574605886,69.09479414370614,68.48550717396975,429,0.0,138,8760
25,0,savE® OM46,True,1.0577487537810382,0.9328057224515692,0.9396910833749992,1.1847771327984966,0.059467371922039325,1.7648782755801937,assam,0,savE® OM46,21.654878275580195,645.8189707299365,0.5397718012280697,,540.2510488511334,3.206802159782784e-09,706.2030707870648,60.62277399791569,11.534508638372639,11.54238344714641,3.694912981038581e-12,0.7547113574605886,68.0118742973413,67.96585223723291,1218,0.0,145,8760
