regime_id,pcm_id,capsule_diameter_m,n_capsule,flow_rate_kg_s,valid,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,pred_useful_energy_kWh,pred_solar_fraction,pred_unmet_energy_kWh,pred_pump_energy_kWh,pred_pcm_mass_kg,pred_mean_f_melt,predicted_feasible_proba,sim_useful_energy_kWh,sim_solar_fraction,sim_unmet_energy_kWh,sim_pump_energy_kWh,sim_residual_pct_of_collector,sim_pcm_mass_kg,sim_max_water_temp_C,sim_max_pcm_temp_C,sim_n_safety_violations,sim_mean_f_melt,surrogate_vs_sim_error_pct,large_surrogate_error,meets_temperature_safety,constraint_margin_C
0,savE® OM48,0.042574798146185866,19,0.04264421169814192,True,0.021287399073092933,0.015354653191170341,0.9846453468088296,9.13344861561185e-06,6.491478604970884e-10,35.331036415266404,684.1337670376894,0.6275325652909557,397.8532904211613,2.7745339997231877e-09,0.7023932888462644,0.07239040961278477,0.9966666666666667,685.1891762121885,0.6273970096015423,397.08422714242994,2.306196949780376e-09,6.6103214512232645e-12,0.7370233531761764,66.5354073946985,66.21994133770481,12,0.07375332983241148,0.15403179313683155,False,False,-1.2199413377048103
0,savE® OM48,0.04134434597784134,18,0.048453425917053414,True,0.02067217298892067,0.013321388738155481,0.9866786112618445,1.0108560367341573e-05,8.163239681450786e-10,38.983812077297934,684.0871705921716,0.6275973609090076,397.89815280450836,3.20187882249085e-09,0.6327564526813677,0.07327831924692317,0.9966666666666667,685.3132086567305,0.627473889334202,397.00229615955345,2.900376383152459e-09,2.509398582089109e-12,0.6394266594314632,66.57807017326301,66.29581373241074,13,0.07465216156950179,0.17890185816818574,False,False,-1.2958137324107355
0,savE® OM48,0.040183967895818226,23,0.02963215011107409,True,0.020091983947909113,0.015628414045922343,0.9843715859540777,4.599385809790943e-06,2.2714948455744883e-10,23.171794720223602,683.995873076457,0.6272366654157374,397.71925190485405,2.724094239159069e-09,0.7212687364589901,0.07436713974126188,0.9966666666666667,685.2067646810116,0.6274238219271613,397.05565315920745,8.069864021378866e-10,7.423223195998572e-13,0.7501638742042726,66.53254635015631,66.24688995415902,12,0.07469460105752075,0.1767191550010919,False,False,-1.2468899541590162
0,savE® OM48,0.04154746663047016,21,0.018399368089380645,True,0.02077373331523508,0.015771810697381938,0.984228189302618,1.8420926709752451e-06,5.6488901846706485e-11,14.87617040960349,683.9742807020749,0.6271895930550002,397.7755042469617,2.724094239159069e-09,0.7315950623533539,0.07361153108466804,0.9966666666666667,685.1546150176987,0.627372947288277,397.109870428481,2.0068545405957715e-10,1.0428495880404677e-12,0.757046913474333,66.5267735354263,66.17830837601657,12,0.0734697591231796,0.17227269433094186,False,False,-1.1783083760165738
0,savE® OM48,0.041345060949068264,22,0.012192440228015636,True,0.020672530474534132,0.01628254204349655,0.9837174579565034,8.760751521388492e-07,1.7802489879504373e-11,9.809750480054397,683.9686478400808,0.6271759158147696,397.7406702295797,2.724094239159069e-09,0.7575914039407363,0.07373233138516824,0.9966666666666667,685.1108805399514,0.6273381184729935,397.1469876109929,6.324285078339753e-11,1.1860850508732303e-11,0.7815620180878344,66.51517679034505,66.13689667855604,11,0.0730607715229769,0.16672231201032944,False,False,-1.1368966785560417
0,savE® OM50,0.04346054130296535,20,0.04768397902077542,True,0.021730270651482676,0.01719269691376758,0.9828073030862324,1.2832692490329287e-05,1.0198563991482065e-09,40.328429394122296,682.6714540755576,0.626700815436532,399.3504959349595,2.9238527885202163e-09,0.834061819034999,0.08445299717996363,1.0,684.9355741367576,0.6274930054850936,396.98192401494276,3.6226149178035862e-09,4.597138331899607e-12,0.8261090867065322,66.34372022074454,66.07317689797121,7,0.08588014229194228,0.330559565993282,False,False,-1.0731768979712086
0,savE® OM50,0.04174921884447813,23,0.04234085672995612,True,0.020874609422239065,0.017526755000173803,0.9824732449998262,1.0423602774057291e-05,7.35573786110555e-10,34.39946470185103,682.6547770054464,0.6266673723341788,399.2976804483119,2.7745339997231877e-09,0.8382208084653846,0.08474712918912998,0.9966666666666667,684.9966325133041,0.6275062474393247,396.9678120209514,2.612850034988383e-09,1.4674513095765607e-12,0.8421605777583513,66.34132520402471,66.01758982167385,10,0.08670343879428813,0.3418783971631093,False,False,-1.0175898216738517
0,savE® OM50,0.04060452323507548,18,0.04981755759681637,True,0.02030226161753774,0.012618983416568743,0.9873810165834312,1.0095375376155177e-05,8.382115737718205e-10,39.364119021217185,682.6477717257893,0.627376724660553,399.37179546972914,4.182977638170635e-09,0.6217872329650835,0.085282534734016,0.9966666666666667,685.331313996388,0.6276442933133004,396.82069608095526,2.9782006470968154e-09,4.541769492499031e-12,0.6063421531661282,66.48231199954071,66.19461014638338,12,0.08816142913420168,0.3915686056937993,False,False,-1.1946101463833827
0,savE® OM50,0.04291067449919675,17,0.04503849169878871,True,0.021455337249598375,0.014066095533851691,0.9859339044661483,9.245029662263502e-06,6.939703194981836e-10,37.60909372212493,682.6053926196251,0.6271730427824869,399.3939958179753,2.879411534396006e-09,0.6658252441817109,0.08507033170150796,0.9966666666666667,685.1497935762936,0.6275853803099065,396.8834798616121,2.4654741371646073e-09,8.484606761745989e-13,0.6758758904015738,66.43334565944959,66.17227861504,7,0.08650603567724996,0.3713641864193535,False,False,-1.1722786150399997
0,savE® OM50,0.04345969134238531,13,0.04790986662332297,True,0.021729845671192655,0.01117459734136361,0.9888254026586364,8.164274557488937e-06,6.519155085424737e-10,40.518679990513526,682.5901112758831,0.6267899310877969,399.35541564052664,2.9238527885202163e-09,0.531745222482296,0.08451946394882112,1.0,685.3231561619698,0.627645213196236,396.81971575869807,2.316418780731058e-09,1.0779984484865553e-12,0.5369394022525216,66.51615030629353,66.24751787012487,7,0.08655959036994998,0.3987965183305021,False,False,-1.2475178701248666
0,savE® OM46,0.04205091065988055,22,0.047055179487583844,True,0.021025455329940275,0.017130794877439477,0.9828692051225605,1.2495239914067916e-05,9.799429281614793e-10,38.50583352440524,684.8560388400566,0.6273664259800539,396.83200000645996,2.8936275824952938e-09,0.7894512474464156,0.13563901686256627,0.9966666666666667,685.0719926608037,0.6276731880031872,396.7899029153127,3.479682065666396e-09,2.10380647664584e-12,0.7854469451306001,66.50065639867955,66.15582647028495,11,0.13691601383182667,0.03152279221171658,False,False,-1.15582647028495
0,savE® OM46,0.04301338485545826,19,0.04166286901804538,True,0.02150669242772913,0.015834088884808223,0.9841659111151918,9.01169311031941e-06,6.257549828100994e-10,34.87357594898432,684.8053724518264,0.6277158287001384,396.9464193778023,2.774533999723187e-09,0.727945315329901,0.13567759435109963,0.9966666666666667,685.0720556177532,0.627762826633109,396.6943747338385,2.2221776185350818e-09,5.056122499181765e-12,0.725992975368457,66.51319372566138,66.22225118144057,8,0.1362740878246505,0.03892775420336118,False,False,-1.2222511814405692
0,savE® OM46,0.04051864205437972,19,0.04870932658661867,True,0.02025932102718986,0.013235698472255615,0.9867643015277444,1.0163704164884142e-05,8.2511197582853e-10,38.40702751463106,684.762902791301,0.6276753075553646,396.9634036350549,3.2018788224908487e-09,0.6383432362529563,0.13542387668588676,0.9966666666666667,685.4200944162817,0.6278683093733404,396.58196143211796,2.931015476022108e-09,1.996822078045263e-12,0.60685677495292,66.5714506336062,66.26423367197276,14,0.13827706359547728,0.09588158128634199,False,False,-1.264233671972761
0,savE® OM46,0.04268809403706301,18,0.04530289098018614,True,0.021344047018531504,0.014662952135077352,0.9853370478649226,9.78453309088923e-06,7.387793931809642e-10,37.63365254513499,684.7612950439226,0.6277466642270707,396.9742891127298,2.879411534396005e-09,0.678822314046007,0.13555448448740587,0.9966666666666667,685.2460003576712,0.6277383375107921,396.7204728716935,2.6239289272587715e-09,2.7572890376451655e-12,0.6722963553932966,66.54059187084492,66.17935610413475,12,0.13660009663631256,0.07073449731856594,False,False,-1.1793561041347544
0,savE® OM46,0.04244567061870325,23,0.043377142228348514,True,0.021222835309351627,0.018418601544783763,0.9815813984552162,1.1519759469165055e-05,8.32823741550562e-10,35.82927539862353,684.7399619702552,0.6269195362344213,396.9367987018295,2.8050507966943226e-09,0.8402725783067264,0.1355939029910061,0.9966666666666667,684.9499803447941,0.6276020901335424,396.86567214783867,2.9569291273832957e-09,1.9626858490059494e-12,0.8444928808283356,66.47658708497318,66.1173834686464,11,0.13647453839861073,0.03066185569246533,False,False,-1.1173834686463948
0,NONE_plain_tank,0.04286618935206649,18,0.039659270889509914,True,0.021433094676033247,0.01484724097011431,0.9851527590298856,7.632263316170078e-06,5.044833305934307e-10,33.08287872609443,684.1328002436717,0.6275588236123714,397.54499352626766,2.7514250091464362e-09,0.6102188390456018,0.0,0.9966666666666667,680.9192438591011,0.6251220495571477,399.5086595122355,1.7894864541694768e-09,3.0721126796237727e-12,0.0,66.83513286602312,66.83513286602312,0,0.0,0.47194383380292826,False,True,8.164867133976884
0,NONE_plain_tank,0.042323777485631736,16,0.04778918742082022,True,0.021161888742815868,0.012702870420936433,0.9872971295790636,9.329706837849538e-06,7.430985144254992e-10,39.36024179664773,684.092993995969,0.6274946823672962,397.5491029383192,2.9051873581646696e-09,0.5655365958224123,0.0,0.9966666666666667,680.9192438591011,0.6251220495571477,399.5086595122355,2.6358942804196975e-09,3.0721126796237727e-12,0.0,66.83513286602312,66.83513286602312,0,0.0,0.46609787658234825,False,True,8.164867133976884
0,NONE_plain_tank,0.04200022249033872,20,0.01899490524595321,True,0.02100011124516936,0.015517201033949032,0.984482798966051,1.9194760747411935e-06,6.076711026930528e-11,15.525028698343407,684.087400060311,0.6275160161764287,397.49599477510105,2.724094239159068e-09,0.6406976962700172,0.0,0.9966666666666667,680.9192438591011,0.6251220495571477,399.5086595122355,2.155510679771571e-10,3.0721126796237727e-12,0.0,66.83513286602312,66.83513286602312,0,0.0,0.4652763495498187,False,True,8.164867133976884
0,NONE_plain_tank,0.041748677311101656,18,0.03434361408991511,True,0.020874338655550828,0.013716057118726427,0.9862839428812735,5.297064423761848e-06,3.0320056063182584e-10,27.901811814287445,684.0398197120776,0.6276104000501109,397.5959828682781,2.724094239159068e-09,0.5907075770913344,0.0,0.9966666666666667,680.9192438591011,0.6251220495571477,399.5086595122355,1.0755029219887157e-09,3.0721126796237727e-12,0.0,66.83513286602312,66.83513286602312,0,0.0,0.4582886856436358,False,True,8.164867133976884
0,NONE_plain_tank,0.04354144389183063,14,0.045130783220178786,True,0.021770721945915315,0.012102222517407531,0.9878977774825924,7.8939444018735e-06,5.937664892551614e-10,38.24013232457553,684.001817654232,0.6272132953301411,397.5860270640491,2.8794115343960055e-09,0.5400275504556646,0.0,1.0,680.9192438591011,0.6251220495571477,399.5086595122355,2.1061886984685083e-09,3.0721126796237727e-12,0.0,66.83513286602312,66.83513286602312,0,0.0,0.45270769227499524,False,True,8.164867133976884
1,savE® OM48,0.040927446593488015,19,0.04605404414510949,True,0.020463723296744007,0.013640370610420033,0.98635962938958,9.389932290208728e-06,7.20740593688103e-10,36.67972851261408,709.4301557332635,0.6275745995896421,409.50034134470076,2.8936275824952954e-09,0.6384587980625465,0.0738248617676683,1.0,709.525161081521,0.6275643304111471,409.3931956080586,2.541511518493456e-09,3.414803396130543e-12,0.6547377893001616,68.61689849644833,68.11831382712114,328,0.07470266406664494,0.013389990019896904,False,False,-3.118313827121142
