k,BIC,silhouette,davies_bouldin,calinski_harabasz,in_accept_band
2,308.5189616284341,0.26235775647013543,1.0638316429585526,12.33088355784767,True
3,31.574391823256747,0.30073968824909164,1.2837838502018777,16.03004943724136,True
4,-899.8290151500901,0.36231843665347846,0.9353138757629459,28.892129685446825,True
5,-1047.6826760878025,0.27924402543689,1.351397443313962,24.83049558715716,True
6,-2904.865048149587,0.3028230327413886,1.1977487877727047,23.850362398246254,True
7,-1341.7152190367067,0.3308782549932554,1.0214589757713233,23.39227331411828,True
8,-3746.5545472679587,0.31714276950656883,0.9992923417265264,20.631676993614484,True
9,-3689.3027752710477,0.36611796889626774,0.948597150258967,23.285196526158774,True
10,-4228.050746774148,0.363282188765038,0.9689506389634316,21.73210045067555,True
