point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2023-04-15,24,6416.86,7493.315,0.8563446218395997,23.82,41.22,32.72666666666667,21.4025,3.5733333333333337,2,6.41686,7.493315,32.72666666666667,41.22,23.82,17.4,21.4025,3.5733333333333337
RJP_0083,2023-04-16,24,7124.91,7602.2,0.9372168582778668,24.3,40.75,32.07333333333333,20.755,4.284583333333333,2,7.12491,7.6022,32.07333333333333,40.75,24.3,16.45,20.755,4.284583333333333
RJP_0083,2023-04-17,24,6701.2300000000005,7602.869999999999,0.8814079420008498,23.96,40.32,32.322916666666664,22.11791666666667,4.02375,2,6.701230000000001,7.602869999999999,32.322916666666664,40.32,23.96,16.36,22.11791666666667,4.02375
RJP_0083,2023-04-18,24,7335.71,7480.83,0.980601083034904,25.6,41.05,33.12041666666667,22.01333333333333,5.160833333333334,2,7.33571,7.48083,33.12041666666667,41.05,25.6,15.449999999999996,22.01333333333333,5.160833333333334
RJP_0083,2023-04-19,24,6576.295,7308.735,0.8997856674239797,25.21,39.7,32.087916666666665,24.295416666666664,5.551666666666667,2,6.576295,7.3087349999999995,32.087916666666665,39.7,25.21,14.490000000000002,24.295416666666664,5.551666666666667
RJP_0083,2023-04-20,24,6707.075000000001,7324.790000000001,0.9156678894548512,24.83,37.97,31.02125,20.77958333333333,4.609583333333333,2,6.707075000000001,7.324790000000001,31.02125,37.97,24.83,13.14,20.77958333333333,4.609583333333333
RJP_0083,2023-04-21,24,7390.63,7740.495000000001,0.9548006942708444,20.58,38.32,29.224166666666665,13.272916666666667,3.5820833333333333,2,7.39063,7.740495000000001,29.224166666666665,38.32,20.58,17.740000000000002,13.272916666666667,3.5820833333333333
RJP_0083,2023-04-22,24,6890.58,7827.065,0.880352980331708,20.29,38.64,29.46083333333333,16.59125,3.0004166666666667,2,6.89058,7.827064999999999,29.46083333333333,38.64,20.29,18.35,16.59125,3.0004166666666667
RJP_0083,2023-04-23,24,6056.655,7490.76,0.8085501337647982,19.62,36.28,28.370000000000005,24.12333333333333,3.7879166666666655,2,6.056655,7.49076,28.370000000000005,36.28,19.62,16.66,24.12333333333333,3.7879166666666655
RJP_0083,2023-04-24,24,6826.81,7532.19,0.9063512736667556,19.18,35.18,27.7925,28.19,4.06375,2,6.82681,7.53219,27.7925,35.18,19.18,16.0,28.19,4.06375
RJP_0083,2023-04-25,24,7074.56,7408.12,0.954973731527027,21.31,35.8,28.60166666666667,27.026250000000005,3.6475,2,7.07456,7.40812,28.60166666666667,35.8,21.31,14.489999999999998,27.026250000000005,3.6475
RJP_0083,2023-04-26,24,6007.76,6928.75,0.8670770340970594,22.89,37.08,29.797083333333333,26.870833333333337,3.222083333333334,2,6.00776,6.92875,29.797083333333333,37.08,22.89,14.189999999999998,26.870833333333337,3.222083333333334
RJP_0083,2023-04-27,24,6575.514999999999,7060.25,0.9313430827520272,22.78,38.35,31.261666666666667,26.699583333333333,3.418333333333333,2,6.575514999999999,7.06025,31.261666666666667,38.35,22.78,15.57,26.699583333333333,3.418333333333333
RJP_0083,2023-04-28,24,5510.175,6977.495000000001,0.7897067643903721,22.49,36.78,29.171666666666667,38.22166666666666,3.835,2,5.510175,6.977495000000001,29.171666666666667,36.78,22.49,14.290000000000003,38.22166666666666,3.835
RJP_0083,2023-04-29,24,5102.985,7157.675,0.7129389082348667,21.48,30.36,25.96708333333333,47.51416666666666,3.46125,2,5.102984999999999,7.157675,25.96708333333333,30.36,21.48,8.879999999999999,47.51416666666666,3.46125
RJP_0083,2023-04-30,24,4154.975,7282.764999999999,0.5705216356699688,21.05,28.47,24.72791666666667,55.50583333333333,2.3395833333333336,2,4.154975,7.2827649999999995,24.72791666666667,28.47,21.05,7.419999999999998,55.50583333333333,2.3395833333333336
RJP_0083,2023-05-01,24,6034.4,7304.285,0.8261452010703306,20.99,30.3,25.6075,59.361250000000005,2.1216666666666666,2,6.0344,7.304285,25.6075,30.3,20.99,9.310000000000002,59.361250000000005,2.1216666666666666
RJP_0083,2023-05-02,24,6645.719999999999,7117.59,0.9337036834096932,21.42,33.36,27.49,56.1225,2.1808333333333336,2,6.645719999999999,7.11759,27.49,33.36,21.42,11.939999999999998,56.1225,2.1808333333333336
RJP_0083,2023-05-03,24,6934.11,7111.6,0.9750421845998086,21.67,32.66,27.418750000000003,56.31041666666667,2.1299999999999994,2,6.9341099999999996,7.1116,27.418750000000003,32.66,21.67,10.989999999999995,56.31041666666667,2.1299999999999994
