timestamp_utc,GHI_Wm2,T_amb_C,RH_pct,WS_ms,local_hour,local_date,point_id,cluster_id,year,wind_ms,GHI_clearsky_Wm2
2016-01-01 00:00:00+00:00,0.0,10.98,44.06,2.07,5,2016-01-01,RJP_0083,2,2016,2.07,0.0
2016-01-01 01:00:00+00:00,0.0,10.62,44.93,2.07,6,2016-01-01,RJP_0083,2,2016,2.07,0.0
2016-01-01 02:00:00+00:00,96.3,11.63,41.59,1.9,7,2016-01-01,RJP_0083,2,2016,1.9,96.9
2016-01-01 03:00:00+00:00,292.38,14.78,33.6,2.55,8,2016-01-01,RJP_0083,2,2016,2.55,293.17
2016-01-01 04:00:00+00:00,472.5,17.73,27.93,2.39,9,2016-01-01,RJP_0083,2,2016,2.39,472.98
2016-01-01 05:00:00+00:00,604.65,21.74,23.1,3.01,10,2016-01-01,RJP_0083,2,2016,3.01,604.72
2016-01-01 06:00:00+00:00,624.47,24.71,20.9,3.1,11,2016-01-01,RJP_0083,2,2016,3.1,625.25
2016-01-01 07:00:00+00:00,624.78,26.07,19.96,2.81,12,2016-01-01,RJP_0083,2,2016,2.81,625.67
2016-01-01 08:00:00+00:00,554.8,26.57,19.76,2.4,13,2016-01-01,RJP_0083,2,2016,2.4,555.03
2016-01-01 09:00:00+00:00,423.65,26.51,19.96,1.96,14,2016-01-01,RJP_0083,2,2016,1.96,425.58
2016-01-01 10:00:00+00:00,250.73,25.77,20.8,1.63,15,2016-01-01,RJP_0083,2,2016,1.63,252.82
2016-01-01 11:00:00+00:00,81.85,22.73,25.13,1.56,16,2016-01-01,RJP_0083,2,2016,1.56,82.55
2016-01-01 12:00:00+00:00,0.0,20.0,29.05,2.17,17,2016-01-01,RJP_0083,2,2016,2.17,0.0
2016-01-01 13:00:00+00:00,0.0,18.36,31.76,2.59,18,2016-01-01,RJP_0083,2,2016,2.59,0.0
2016-01-01 14:00:00+00:00,0.0,17.18,33.51,2.85,19,2016-01-01,RJP_0083,2,2016,2.85,0.0
2016-01-01 15:00:00+00:00,0.0,16.15,34.86,3.01,20,2016-01-01,RJP_0083,2,2016,3.01,0.0
2016-01-01 16:00:00+00:00,0.0,15.23,35.8,3.08,21,2016-01-01,RJP_0083,2,2016,3.08,0.0
2016-01-01 17:00:00+00:00,0.0,14.45,36.51,3.06,22,2016-01-01,RJP_0083,2,2016,3.06,0.0
2016-01-01 18:00:00+00:00,0.0,13.7,37.12,2.97,23,2016-01-01,RJP_0083,2,2016,2.97,0.0
2016-01-01 19:00:00+00:00,0.0,12.99,37.82,2.86,0,2016-01-02,RJP_0083,2,2016,2.86,0.0
2016-01-01 20:00:00+00:00,0.0,12.45,38.41,2.68,1,2016-01-02,RJP_0083,2,2016,2.68,0.0
2016-01-01 21:00:00+00:00,0.0,12.1,38.74,2.42,2,2016-01-02,RJP_0083,2,2016,2.42,0.0
2016-01-01 22:00:00+00:00,0.0,11.89,38.82,2.12,3,2016-01-02,RJP_0083,2,2016,2.12,0.0
2016-01-01 23:00:00+00:00,0.0,11.7,38.97,1.88,4,2016-01-02,RJP_0083,2,2016,1.88,0.0
2016-01-02 00:00:00+00:00,0.0,11.45,39.53,1.71,5,2016-01-02,RJP_0083,2,2016,1.71,0.0
2016-01-02 01:00:00+00:00,0.0,11.23,40.01,1.57,6,2016-01-02,RJP_0083,2,2016,1.57,0.0
2016-01-02 02:00:00+00:00,74.05,12.04,37.84,1.3,7,2016-01-02,RJP_0083,2,2016,1.3,74.25
2016-01-02 03:00:00+00:00,246.32,14.61,32.01,1.33,8,2016-01-02,RJP_0083,2,2016,1.33,247.43
2016-01-02 04:00:00+00:00,419.62,17.7,26.44,1.21,9,2016-01-02,RJP_0083,2,2016,1.21,421.58
2016-01-02 05:00:00+00:00,550.95,22.43,21.52,1.63,10,2016-01-02,RJP_0083,2,2016,1.63,553.67
2016-01-02 06:00:00+00:00,516.75,24.66,19.96,1.26,11,2016-01-02,RJP_0083,2,2016,1.26,553.72
2016-01-02 07:00:00+00:00,514.97,25.36,18.88,0.88,12,2016-01-02,RJP_0083,2,2016,0.88,558.08
2016-01-02 08:00:00+00:00,488.33,25.48,18.24,0.53,13,2016-01-02,RJP_0083,2,2016,0.53,495.45
2016-01-02 09:00:00+00:00,364.15,24.6,20.13,0.27,14,2016-01-02,RJP_0083,2,2016,0.27,374.58
2016-01-02 10:00:00+00:00,209.05,23.64,21.64,0.18,15,2016-01-02,RJP_0083,2,2016,0.18,216.6
2016-01-02 11:00:00+00:00,69.35,22.17,22.19,0.48,16,2016-01-02,RJP_0083,2,2016,0.48,69.72
2016-01-02 12:00:00+00:00,0.0,20.86,23.48,0.78,17,2016-01-02,RJP_0083,2,2016,0.78,0.0
2016-01-02 13:00:00+00:00,0.0,19.92,24.83,1.0,18,2016-01-02,RJP_0083,2,2016,1.0,0.0
2016-01-02 14:00:00+00:00,0.0,18.79,26.51,1.22,19,2016-01-02,RJP_0083,2,2016,1.22,0.0
2016-01-02 15:00:00+00:00,0.0,17.64,28.27,1.47,20,2016-01-02,RJP_0083,2,2016,1.47,0.0
2016-01-02 16:00:00+00:00,0.0,16.61,29.68,1.73,21,2016-01-02,RJP_0083,2,2016,1.73,0.0
2016-01-02 17:00:00+00:00,0.0,15.48,31.27,2.0,22,2016-01-02,RJP_0083,2,2016,2.0,0.0
2016-01-02 18:00:00+00:00,0.0,14.29,32.98,2.17,23,2016-01-02,RJP_0083,2,2016,2.17,0.0
2016-01-02 19:00:00+00:00,0.0,13.46,33.88,2.17,0,2016-01-03,RJP_0083,2,2016,2.17,0.0
2016-01-02 20:00:00+00:00,0.0,12.93,34.1,2.07,1,2016-01-03,RJP_0083,2,2016,2.07,0.0
2016-01-02 21:00:00+00:00,0.0,12.54,34.21,1.96,2,2016-01-03,RJP_0083,2,2016,1.96,0.0
2016-01-02 22:00:00+00:00,0.0,12.25,34.2,1.83,3,2016-01-03,RJP_0083,2,2016,1.83,0.0
2016-01-02 23:00:00+00:00,0.0,11.91,34.64,1.78,4,2016-01-03,RJP_0083,2,2016,1.78,0.0
2016-01-03 00:00:00+00:00,0.0,11.61,35.23,1.74,5,2016-01-03,RJP_0083,2,2016,1.74,0.0
2016-01-03 01:00:00+00:00,0.0,11.27,35.82,1.75,6,2016-01-03,RJP_0083,2,2016,1.75,0.0
2016-01-03 02:00:00+00:00,64.8,11.93,34.2,1.67,7,2016-01-03,RJP_0083,2,2016,1.67,70.35
2016-01-03 03:00:00+00:00,222.07,14.95,27.91,1.65,8,2016-01-03,RJP_0083,2,2016,1.65,239.35
2016-01-03 04:00:00+00:00,398.02,17.86,23.28,0.87,9,2016-01-03,RJP_0083,2,2016,0.87,414.2
2016-01-03 05:00:00+00:00,544.47,22.96,16.65,1.29,10,2016-01-03,RJP_0083,2,2016,1.29,545.25
2016-01-03 06:00:00+00:00,603.6,26.0,12.79,1.33,11,2016-01-03,RJP_0083,2,2016,1.33,604.15
2016-01-03 07:00:00+00:00,607.25,27.4,11.63,1.0,12,2016-01-03,RJP_0083,2,2016,1.0,609.12
2016-01-03 08:00:00+00:00,537.05,28.06,11.39,0.98,13,2016-01-03,RJP_0083,2,2016,0.98,540.12
2016-01-03 09:00:00+00:00,414.25,28.04,11.52,1.14,14,2016-01-03,RJP_0083,2,2016,1.14,419.9
2016-01-03 10:00:00+00:00,247.23,27.34,12.08,1.1,15,2016-01-03,RJP_0083,2,2016,1.1,251.38
2016-01-03 11:00:00+00:00,83.18,25.03,15.38,0.71,16,2016-01-03,RJP_0083,2,2016,0.71,84.07
2016-01-03 12:00:00+00:00,0.0,23.36,15.91,0.45,17,2016-01-03,RJP_0083,2,2016,0.45,0.0
2016-01-03 13:00:00+00:00,0.0,22.31,16.67,0.28,18,2016-01-03,RJP_0083,2,2016,0.28,0.0
2016-01-03 14:00:00+00:00,0.0,21.27,17.59,0.41,19,2016-01-03,RJP_0083,2,2016,0.41,0.0
2016-01-03 15:00:00+00:00,0.0,20.34,18.5,0.52,20,2016-01-03,RJP_0083,2,2016,0.52,0.0
