cluster_id,n_points,pct_points,total_population,mean_membership_prob,GHI_mean_mean,GHI_daily_kWh_est_mean,Ta_mean_mean,DTR_mean,RH_mean_mean,wind_mean_mean,monsoon_index_mean,elev_proxy_mean,Tm_target_C,Tm_target_mean,L_required_kWh_mean,L_required_kJ_per_kg,HSI,HSI_mean
0,33,25.581395348837212,4757890.5,0.9810850919924147,348.38547753414014,3.9509758000678947,25.889316524950583,6.339496119446357,75.83645867315907,1.6578687779103154,0.6571821353508098,0.9860065407667811,44.0,44.0,3.501203361848802,252.0866420531137,28.029423367218865,28.029423367218865
1,61,47.286821705426355,4271199.2,0.9809784339242008,373.04075272651454,4.078552794763517,25.100332455099036,6.27259179619414,78.98808239078828,1.2526216824847392,0.6077662687654307,0.967557171346155,44.0,44.0,3.5929446761932065,258.69201668591086,35.19113239477096,35.19113239477096
2,35,27.131782945736433,2466324.4000000004,0.9713475035993911,330.3177635800363,3.6777030065532026,22.591292422920397,6.242465960722433,77.85758687014784,1.168767552588351,0.6472107958644356,0.932661145050754,44.0,44.0,3.884690275490424,279.6976998353105,35.480362946371265,35.480362946371265
