cluster_id,medoid_point,weather_year,annual_solar_fraction,in_band_54_84pct,hours_target_met,mean_melt_fraction
0,RJP_0132,2025,0.6427805402819613,True,4244,0.5041925547357201
1,RJP_0192,2025,0.6581958678089153,True,4356,0.5158033930748069
2,RJP_0083,2025,0.640466187077862,True,4257,0.5074311247434408
