point_id,lat,lon,population,cluster_id,max_membership_prob,chosen_k,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k,prob_cluster0,prob_cluster1,prob_cluster2
RJP_0129,27.875,76.875,183961.2129585147,2,1.0,3,0.8076827077818228,50,1.3985405459454895e-42,4.4136304565459424e-39,1.0
RJP_0130,27.125,76.125,183945.3443194032,2,1.0,3,0.8076827077818228,50,7.400880068711635e-31,3.868288473458932e-36,1.0
RJP_0131,24.625,72.875,183860.47188133,0,0.9999999990277857,3,0.8076827077818228,50,0.9999999990277857,3.9620626689279364e-34,9.72215644491219e-10
RJP_0132,24.375,74.125,183768.93134105208,0,1.0,3,0.8076827077818228,50,1.0,1.8608568482243543e-64,3.9111927710842e-27
RJP_0133,24.125,73.625,182408.7084117532,0,1.0,3,0.8076827077818228,50,1.0,5.472400318674092e-75,1.6798643096240398e-33
RJP_0134,28.125,75.125,182219.9357922077,1,1.0,3,0.8076827077818228,50,6.776173714073287e-61,1.0,8.081997560745003e-20
RJP_0135,27.875,74.875,180944.66272342205,1,1.0,3,0.8076827077818228,50,3.4339192798843155e-65,1.0,4.410836095439241e-28
RJP_0136,24.125,74.375,178975.02300938964,0,1.0,3,0.8076827077818228,50,1.0,3.649877256794625e-69,1.3585502073939826e-31
RJP_0137,25.625,76.125,178632.26099410653,0,1.0,3,0.8076827077818228,50,1.0,4.883421601517824e-48,4.0744110983591455e-18
RJP_0138,24.875,72.875,177376.41205763817,0,0.9999949655208239,3,0.8076827077818228,50,0.9999949655208239,1.3381599211505582e-22,5.034479175036274e-06
RJP_0139,25.625,74.125,176844.40739649534,0,0.9999994467071364,3,0.8076827077818228,50,0.9999994467071364,4.531385284712947e-31,5.532928652585422e-07
RJP_0140,25.875,75.125,176729.14035964012,0,0.9999999999176019,3,0.8076827077818228,50,0.9999999999176019,3.627180173978026e-36,8.239683112099177e-11
RJP_0141,26.625,77.375,176223.818587631,2,1.0,3,0.8076827077818228,50,7.955207248559072e-17,1.7557868929245105e-37,1.0
RJP_0142,27.625,74.875,176120.4236819744,1,1.0,3,0.8076827077818228,50,3.108736038052063e-56,1.0,1.654405623010506e-21
RJP_0143,29.625,73.625,175994.9861960709,2,1.0,3,0.8076827077818228,50,1.5695196986615002e-77,6.86323479858222e-16,1.0
RJP_0144,24.625,75.875,175744.46833446622,0,1.0,3,0.8076827077818228,50,1.0,3.6919867856492276e-91,2.6859794867942264e-46
RJP_0145,27.125,73.625,175640.26943281293,1,1.0,3,0.8076827077818228,50,1.066640008540948e-92,1.0,6.8485256084756205e-46
RJP_0146,24.375,75.875,174819.19602274895,0,1.0,3,0.8076827077818228,50,1.0,6.49923359231025e-95,3.206802114137915e-50
RJP_0147,25.625,75.375,174636.23337239027,0,0.9999999999999432,3,0.8076827077818228,50,0.9999999999999432,1.0258937216718187e-38,5.82029603863879e-14
RJP_0148,24.375,73.625,174561.526496768,0,1.0,3,0.8076827077818228,50,1.0,2.3172350343333115e-80,2.1104688546290888e-35
RJP_0149,26.125,74.125,173267.87823933363,2,0.999987060735354,3,0.8076827077818228,50,1.1284790598177958e-14,1.293926463344746e-05,0.999987060735354
RJP_0150,23.625,73.625,172635.30561310053,0,1.0,3,0.8076827077818228,50,1.0,3.7997772671959476e-83,2.931997089284692e-48
RJP_0151,25.125,74.375,172585.31641834974,0,0.9999999989786446,3,0.8076827077818228,50,0.9999999989786446,1.3756210596150776e-37,1.021355040909219e-09
RJP_0152,25.125,73.125,172009.07541239262,2,0.9999976296473561,3,0.8076827077818228,50,2.370324424924281e-06,2.8222002502901307e-11,0.9999976296473561
RJP_0153,26.875,74.875,171736.5136014223,2,0.9734812540231254,3,0.8076827077818228,50,7.838427340279417e-20,0.026518745976873842,0.9734812540231254
RJP_0154,24.625,72.625,170288.25447186828,0,0.9999999991749888,3,0.8076827077818228,50,0.9999999991749888,7.402228580814237e-28,8.250126041548013e-10
RJP_0155,28.125,74.625,168668.50561365485,1,1.0,3,0.8076827077818228,50,5.797832757688618e-76,1.0,7.027755232670642e-33
RJP_0156,27.125,75.125,168051.76268869638,2,0.9999999999893276,3,0.8076827077818228,50,5.357178780449093e-23,1.067072862857843e-11,0.9999999999893276
RJP_0157,25.125,73.375,167262.70728470013,2,0.999978224612914,3,0.8076827077818228,50,2.1775387085114e-05,6.044122661843395e-16,0.999978224612914
RJP_0158,27.125,72.375,166947.40029221773,1,1.0,3,0.8076827077818228,50,2.339062742301292e-129,1.0,2.8908792747357494e-67
RJP_0159,28.375,74.875,166911.48915231228,1,1.0,3,0.8076827077818228,50,4.6929003238275984e-79,1.0,2.536620108149972e-32
RJP_0160,26.625,73.625,166903.75944805145,1,0.9999999999995026,3,0.8076827077818228,50,2.4524855769394394e-42,0.9999999999995026,4.956495031554746e-13
RJP_0161,25.625,73.875,166565.73541077971,2,0.9999995701656914,3,0.8076827077818228,50,4.2983142917845187e-07,2.881100356234538e-12,0.9999995701656914
RJP_0162,26.625,75.625,166509.86539453268,2,0.999999999999833,3,0.8076827077818228,50,1.666040924845365e-13,6.533381272346375e-27,0.999999999999833
RJP_0163,25.125,72.375,165486.68257898092,1,1.0,3,0.8076827077818228,50,8.240447038992126e-41,1.0,1.206103918438986e-18
RJP_0164,24.875,73.625,165248.98565983772,0,1.0,3,0.8076827077818228,50,1.0,2.7099692310313702e-76,1.080734191867775e-32
RJP_0165,25.875,74.375,164897.5169093609,0,0.999875367466227,3,0.8076827077818228,50,0.999875367466227,3.0813724562390424e-26,0.00012463253377296315
RJP_0166,24.875,72.375,164484.4794948697,0,0.9999998852325257,3,0.8076827077818228,50,0.9999998852325257,4.780226710386349e-18,1.1476747458154178e-07
RJP_0167,24.375,76.125,164298.8150048256,0,1.0,3,0.8076827077818228,50,1.0,1.1359959948037757e-95,2.8492602875760016e-55
RJP_0168,25.625,71.375,164223.63896855712,1,1.0,3,0.8076827077818228,50,4.3177783972413146e-110,1.0,3.195337044283203e-65
RJP_0169,26.625,75.125,163525.46529254317,2,0.9999999999995666,3,0.8076827077818228,50,4.3395045265777467e-13,5.045440105423935e-22,0.9999999999995666
RJP_0170,24.875,75.875,162847.8391391039,0,1.0,3,0.8076827077818228,50,1.0,8.548969738013444e-86,1.919777253711159e-43
RJP_0171,29.375,74.375,162469.69998911023,2,1.0,3,0.8076827077818228,50,1.028957437954253e-75,2.3137398164236697e-26,1.0
RJP_0172,24.875,76.375,161690.06592437625,0,1.0,3,0.8076827077818228,50,1.0,6.481418521312408e-88,2.1877071984340393e-51
RJP_0173,25.375,73.625,161198.9485692382,2,0.9999964002684922,3,0.8076827077818228,50,3.599726622384625e-06,4.8838374025372526e-12,0.9999964002684922
RJP_0174,29.875,73.625,159992.51377093792,2,1.0,3,0.8076827077818228,50,5.181857318077163e-81,2.843292664932137e-18,1.0
