,PC1,PC2,PC3,PC4
Ta_mean,0.4783852708282348,0.03500401038243512,0.0859001167551251,0.22115776364748121
Ta_p95,0.2300432061720158,0.3988817522062226,0.6586793697801478,0.20948323507768973
Ta_p05,0.2921150620652187,-0.48491557383958195,-0.04977930008177159,0.0659786185676762
T_sunrise_mean,0.4446327581589058,-0.15298554630616995,0.24229754313919774,-0.12190882056573048
T_noon_mean,0.46328446210118246,0.08144972511920763,0.05512841190894849,-0.357549571682839
HDD18,-0.2699897657088642,0.4744785609565129,0.23782236154543704,-0.41929335490340336
CDD24,0.1701952760516754,0.5055766430809874,-0.42478902030461363,0.5907304609833544
elevation_m,-0.344535569184254,-0.3061840481228123,0.5074763545403427,0.48515975508039116
