timestamp_utc,GHI_Wm2,GHI_clearsky_Wm2,T_amb_C,RH_pct,wind_ms,point_id,cluster_id,year
2016-01-01 00:00:00+00:00,0.0,0.0,0.4,9.33,0.76,UKP_0023,2,2016
2016-01-01 01:00:00+00:00,0.0,0.0,0.44,8.59,0.66,UKP_0023,2,2016
2016-01-01 02:00:00+00:00,102.03,156.0,0.88,11.8,0.64,UKP_0023,2,2016
2016-01-01 03:00:00+00:00,224.15,357.75,2.67,21.53,0.61,UKP_0023,2,2016
2016-01-01 04:00:00+00:00,357.48,530.75,5.47,14.31,0.82,UKP_0023,2,2016
2016-01-01 05:00:00+00:00,461.02,654.7,7.04,9.46,2.46,UKP_0023,2,2016
2016-01-01 06:00:00+00:00,523.08,701.03,7.85,9.9,3.48,UKP_0023,2,2016
2016-01-01 07:00:00+00:00,477.08,684.67,8.0,10.63,4.03,UKP_0023,2,2016
2016-01-01 08:00:00+00:00,473.38,599.08,7.16,12.15,4.11,UKP_0023,2,2016
2016-01-01 09:00:00+00:00,345.1,447.95,5.88,14.48,3.51,UKP_0023,2,2016
2016-01-01 10:00:00+00:00,178.05,247.98,4.22,21.85,2.3,UKP_0023,2,2016
2016-01-01 11:00:00+00:00,27.48,43.25,2.12,30.73,1.3,UKP_0023,2,2016
2016-01-01 12:00:00+00:00,0.0,0.0,0.99,31.96,0.49,UKP_0023,2,2016
2016-01-01 13:00:00+00:00,0.0,0.0,0.03,33.9,0.68,UKP_0023,2,2016
2016-01-01 14:00:00+00:00,0.0,0.0,-0.41,33.05,0.91,UKP_0023,2,2016
2016-01-01 15:00:00+00:00,0.0,0.0,-0.59,30.46,0.67,UKP_0023,2,2016
2016-01-01 16:00:00+00:00,0.0,0.0,-0.8,28.83,0.59,UKP_0023,2,2016
2016-01-01 17:00:00+00:00,0.0,0.0,-1.83,29.26,0.82,UKP_0023,2,2016
2016-01-01 18:00:00+00:00,0.0,0.0,-2.45,28.09,1.05,UKP_0023,2,2016
2016-01-01 19:00:00+00:00,0.0,0.0,-2.76,26.72,1.27,UKP_0023,2,2016
2016-01-01 20:00:00+00:00,0.0,0.0,-2.79,25.61,1.4,UKP_0023,2,2016
2016-01-01 21:00:00+00:00,0.0,0.0,-3.2,26.02,1.33,UKP_0023,2,2016
2016-01-01 22:00:00+00:00,0.0,0.0,-3.11,26.3,1.13,UKP_0023,2,2016
2016-01-01 23:00:00+00:00,0.0,0.0,-2.99,27.45,1.02,UKP_0023,2,2016
2016-01-02 00:00:00+00:00,0.0,0.0,-3.14,28.29,0.99,UKP_0023,2,2016
2016-01-02 01:00:00+00:00,0.0,0.0,-3.44,28.78,1.0,UKP_0023,2,2016
2016-01-02 02:00:00+00:00,133.18,144.95,-2.17,29.42,0.99,UKP_0023,2,2016
2016-01-02 03:00:00+00:00,305.83,342.58,1.06,26.01,0.74,UKP_0023,2,2016
2016-01-02 04:00:00+00:00,460.33,516.42,3.63,21.67,1.85,UKP_0023,2,2016
2016-01-02 05:00:00+00:00,557.5,634.95,5.34,19.34,3.22,UKP_0023,2,2016
2016-01-02 06:00:00+00:00,667.03,685.47,6.51,18.05,3.89,UKP_0023,2,2016
2016-01-02 07:00:00+00:00,566.22,664.55,7.11,17.52,4.23,UKP_0023,2,2016
2016-01-02 08:00:00+00:00,509.75,577.33,7.14,17.8,4.42,UKP_0023,2,2016
2016-01-02 09:00:00+00:00,370.3,429.33,6.46,19.11,4.27,UKP_0023,2,2016
2016-01-02 10:00:00+00:00,220.3,238.25,4.95,22.12,3.57,UKP_0023,2,2016
2016-01-02 11:00:00+00:00,31.55,40.7,1.23,35.17,1.79,UKP_0023,2,2016
2016-01-02 12:00:00+00:00,0.0,0.0,-0.12,37.36,0.95,UKP_0023,2,2016
2016-01-02 13:00:00+00:00,0.0,0.0,-0.28,37.12,0.62,UKP_0023,2,2016
2016-01-02 14:00:00+00:00,0.0,0.0,-1.09,38.3,1.07,UKP_0023,2,2016
2016-01-02 15:00:00+00:00,0.0,0.0,-1.34,36.86,1.19,UKP_0023,2,2016
2016-01-02 16:00:00+00:00,0.0,0.0,-1.13,34.41,1.09,UKP_0023,2,2016
2016-01-02 17:00:00+00:00,0.0,0.0,-0.69,31.61,0.97,UKP_0023,2,2016
2016-01-02 18:00:00+00:00,0.0,0.0,-0.5,29.95,0.94,UKP_0023,2,2016
2016-01-02 19:00:00+00:00,0.0,0.0,-0.83,29.79,1.03,UKP_0023,2,2016
2016-01-02 20:00:00+00:00,0.0,0.0,-1.65,31.03,1.11,UKP_0023,2,2016
2016-01-02 21:00:00+00:00,0.0,0.0,-2.1,31.1,1.24,UKP_0023,2,2016
2016-01-02 22:00:00+00:00,0.0,0.0,-2.8,31.57,1.43,UKP_0023,2,2016
2016-01-02 23:00:00+00:00,0.0,0.0,-3.4,31.49,1.6,UKP_0023,2,2016
2016-01-03 00:00:00+00:00,0.0,0.0,-3.47,29.71,1.83,UKP_0023,2,2016
2016-01-03 01:00:00+00:00,0.0,0.0,-3.57,27.74,2.05,UKP_0023,2,2016
2016-01-03 02:00:00+00:00,127.05,145.93,-2.33,27.9,2.07,UKP_0023,2,2016
2016-01-03 03:00:00+00:00,285.62,347.1,1.83,23.22,1.79,UKP_0023,2,2016
2016-01-03 04:00:00+00:00,436.48,523.4,5.41,14.42,1.55,UKP_0023,2,2016
2016-01-03 05:00:00+00:00,532.0,645.85,7.53,12.35,1.73,UKP_0023,2,2016
2016-01-03 06:00:00+00:00,561.9,696.7,8.83,11.39,2.01,UKP_0023,2,2016
2016-01-03 07:00:00+00:00,552.8,680.5,9.4,11.62,2.61,UKP_0023,2,2016
2016-01-03 08:00:00+00:00,499.27,594.42,9.17,12.95,3.22,UKP_0023,2,2016
2016-01-03 09:00:00+00:00,363.55,446.05,8.24,15.13,3.08,UKP_0023,2,2016
2016-01-03 10:00:00+00:00,220.55,251.18,6.48,19.15,2.39,UKP_0023,2,2016
2016-01-03 11:00:00+00:00,34.4,46.8,2.63,31.77,1.09,UKP_0023,2,2016
2016-01-03 12:00:00+00:00,0.0,0.0,1.44,31.97,0.26,UKP_0023,2,2016
2016-01-03 13:00:00+00:00,0.0,0.0,0.8,33.15,0.49,UKP_0023,2,2016
2016-01-03 14:00:00+00:00,0.0,0.0,-0.04,33.62,0.94,UKP_0023,2,2016
2016-01-03 15:00:00+00:00,0.0,0.0,0.11,31.06,1.13,UKP_0023,2,2016
2016-01-03 16:00:00+00:00,0.0,0.0,0.68,28.24,0.9,UKP_0023,2,2016
