point_id,date,GHI_daily_kWh,GHIcs_daily_kWh,kt_daily,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms,cluster_id
UKP_0002,2016-01-01,3.27112,4.268230000000001,0.7663879406686142,10.849166666666669,17.83,7.31,10.52,34.72,1.606666666666667,1
UKP_0002,2016-01-02,3.92076,4.13125,0.9490493192133131,10.554583333333332,18.5,6.09,12.41,34.04541666666667,2.2104166666666667,1
UKP_0002,2016-01-03,3.94002,4.20664,0.9366192495673508,10.834166666666668,18.82,5.54,13.28,37.47416666666667,2.09875,1
UKP_0002,2016-01-04,2.8754500000000003,3.92657,0.7323058037931325,10.899166666666666,15.61,6.67,8.94,43.35791666666666,1.5,1
UKP_0002,2016-01-05,3.49967,3.75241,0.9326459528676238,11.602083333333333,18.12,6.2,11.920000000000002,50.14458333333334,2.272083333333333,1
UKP_0002,2016-01-06,3.3023,4.15394,0.7949801874846533,11.302916666666668,17.45,5.74,11.71,54.282916666666665,1.9158333333333333,1
UKP_0002,2016-01-07,3.24182,4.00639,0.8091623631249081,10.757083333333334,15.79,6.38,9.41,58.41666666666666,1.6116666666666666,1
UKP_0002,2016-01-08,2.45159,3.84093,0.6382803123201933,9.190833333333334,15.15,5.64,9.510000000000002,60.69958333333333,2.3520833333333333,1
UKP_0002,2016-01-09,4.01891,4.351520000000001,0.9235646394822956,9.745,17.37,4.04,13.330000000000002,48.95916666666667,2.33625,1
UKP_0002,2016-01-10,4.06016,4.36151,0.9309069565356952,10.202916666666669,18.09,4.27,13.82,44.35458333333333,1.9254166666666668,1
UKP_0002,2016-01-11,3.98637,4.3579,0.914745634365176,10.500833333333334,16.98,5.8,11.18,43.05833333333334,1.9241666666666664,1
UKP_0002,2016-01-12,4.06527,4.2815,0.9494966717271984,10.6475,17.36,5.73,11.63,44.72833333333333,1.8691666666666664,1
UKP_0002,2016-01-13,3.44067,3.99146,0.8620078868383999,9.215833333333334,15.52,5.08,10.44,51.90708333333333,2.1216666666666666,1
