timestamp_utc,GHI_Wm2,T_amb_C,RH_pct,WS_ms,local_hour,local_date,point_id,cluster_id,year,wind_ms,GHI_clearsky_Wm2,Tmains_C,sp_Pa
2025-01-01 00:00:00+00:00,6.862222222222222,13.627343750000023,95.20615210886619,0.8439176890070825,5,2025-01-01,ASP_0092,1,2025,0.8439176890070825,9.102222222222222,11.924457804362003,100065.953125
2025-01-01 01:00:00+00:00,120.31111111111112,13.858605957031273,92.51310287424818,1.4419122188450815,6,2025-01-01,ASP_0092,1,2025,1.4419122188450815,151.29777777777778,11.924457804362003,100116.0
2025-01-01 02:00:00+00:00,120.31111111111112,15.150170898437523,89.91427208600805,1.1505738135926857,7,2025-01-01,ASP_0092,1,2025,1.1505738135926857,151.29777777777778,11.924457804362003,100158.41666666667
2025-01-01 03:00:00+00:00,177.01333333333332,16.441735839843773,87.31544129776793,0.8592354083402898,8,2025-01-01,ASP_0092,1,2025,0.8592354083402898,159.4488888888889,11.924457804362003,100200.83333333333
2025-01-01 04:00:00+00:00,99.68,17.733300781250023,84.71661050952781,0.5678970030878939,9,2025-01-01,ASP_0092,1,2025,0.5678970030878939,112.76444444444445,11.924457804362003,100243.25
2025-01-01 05:00:00+00:00,92.96,21.430078125000023,71.76841155887772,1.0036796619557198,10,2025-01-01,ASP_0092,1,2025,1.0036796619557198,51.004444444444445,11.924457804362003,100176.15625
2025-01-01 06:00:00+00:00,577.3688888888889,23.135644531250023,65.24662665964482,1.069553463945845,11,2025-01-01,ASP_0092,1,2025,1.069553463945845,619.4133333333333,11.924457804362003,100055.40625
2025-01-01 07:00:00+00:00,513.6533333333333,23.785546875000023,62.15437538066576,0.9955752837285746,12,2025-01-01,ASP_0092,1,2025,0.9955752837285746,538.3288888888889,11.924457804362003,99913.765625
2025-01-01 08:00:00+00:00,400.4266666666667,24.613916015625023,57.40945707104636,0.9422076395069561,13,2025-01-01,ASP_0092,1,2025,0.9422076395069561,399.85777777777776,11.924457804362003,99826.33203125
2025-01-01 09:00:00+00:00,213.42222222222222,25.442285156250023,52.66453876142696,0.8888399952853375,14,2025-01-01,ASP_0092,1,2025,0.8888399952853375,222.77333333333334,11.924457804362003,99738.8984375
2025-01-01 10:00:00+00:00,51.87555555555556,22.534082031250023,66.2248877247024,0.9984772179217023,15,2025-01-01,ASP_0092,1,2025,0.9984772179217023,52.14222222222222,11.924457804362003,99715.8125
2025-01-01 11:00:00+00:00,0.0,21.126611328125023,73.39721447392648,1.925759619618919,16,2025-01-01,ASP_0092,1,2025,1.925759619618919,0.0,11.924457804362003,99774.546875
2025-01-01 12:00:00+00:00,0.0,21.808007812500023,70.76267873110368,0.5455780018627885,17,2025-01-01,ASP_0092,1,2025,0.5455780018627885,0.0,11.924457804362003,99820.359375
2025-01-01 13:00:00+00:00,0.0,20.447900390625023,78.03674544107473,0.6504657706603769,18,2025-01-01,ASP_0092,1,2025,0.6504657706603769,0.0,11.924457804362003,99878.9453125
2025-01-01 14:00:00+00:00,0.0,19.34528503417971,80.36307768702149,0.7771669295307664,19,2025-01-01,ASP_0092,1,2025,0.7771669295307664,0.0,11.924457804362003,99888.771484375
2025-01-01 15:00:00+00:00,0.0,18.242669677734398,82.68940993296825,0.9038680884011558,20,2025-01-01,ASP_0092,1,2025,0.9038680884011558,0.0,11.924457804362003,99898.59765625
2025-01-01 16:00:00+00:00,0.0,17.140054321289085,85.015742178915,1.0305692472715453,21,2025-01-01,ASP_0092,1,2025,1.0305692472715453,0.0,11.924457804362003,99908.423828125
2025-01-01 17:00:00+00:00,0.0,16.037438964843773,87.34207442486175,1.1572704061419348,22,2025-01-01,ASP_0092,1,2025,1.1572704061419348,0.0,11.924457804362003,99918.25
2025-01-01 18:00:00+00:00,0.0,14.93482360839846,89.66840667080851,1.2839715650123245,23,2025-01-01,ASP_0092,1,2025,1.2839715650123245,0.0,11.924457804362003,99928.076171875
2025-01-01 19:00:00+00:00,0.0,13.832208251953148,91.99473891675527,1.410672723882714,0,2025-01-02,ASP_0092,1,2025,1.410672723882714,0.0,11.924457804362003,99937.90234375
2025-01-01 20:00:00+00:00,0.0,12.729592895507835,94.32107116270203,1.5373738827531034,1,2025-01-02,ASP_0092,1,2025,1.5373738827531034,0.0,11.924457804362003,99947.728515625
2025-01-01 21:00:00+00:00,0.0,11.626977539062523,96.64740340864878,1.6640750416234928,2,2025-01-02,ASP_0092,1,2025,1.6640750416234928,0.0,11.924457804362003,99957.5546875
2025-01-01 22:00:00+00:00,0.0,12.482690429687523,93.30306857879962,1.032152658891767,3,2025-01-02,ASP_0092,1,2025,1.032152658891767,0.0,11.924457804362003,100039.4609375
2025-01-01 23:00:00+00:00,0.0,12.680017089843773,92.47869253892365,0.29229396078089315,4,2025-01-02,ASP_0092,1,2025,0.29229396078089315,0.0,11.924457804362003,100062.015625
2025-01-02 00:00:00+00:00,8.053333333333333,13.470513916015648,91.85464744585403,0.5528435489753257,5,2025-01-02,ASP_0092,1,2025,0.5528435489753257,9.102222222222222,12.400968170166038,100109.109375
2025-01-02 01:00:00+00:00,123.26222222222222,13.582849121093773,93.00931159867426,0.6567548480301916,6,2025-01-02,ASP_0092,1,2025,0.6567548480301916,153.89333333333335,12.400968170166038,100122.609375
2025-01-02 02:00:00+00:00,123.26222222222222,14.818872070312523,90.15330407655442,0.624136340380396,7,2025-01-02,ASP_0092,1,2025,0.624136340380396,153.89333333333335,12.400968170166038,100173.61197916667
2025-01-02 03:00:00+00:00,108.99555555555555,16.054895019531273,87.29729655443457,0.5915178327306003,8,2025-01-02,ASP_0092,1,2025,0.5915178327306003,161.6,12.400968170166038,100224.61458333333
2025-01-02 04:00:00+00:00,193.12,17.290917968750023,84.44128903231473,0.5588993250808048,9,2025-01-02,ASP_0092,1,2025,0.5588993250808048,114.50666666666666,12.400968170166038,100275.6171875
2025-01-02 05:00:00+00:00,89.54666666666667,21.331689453125023,68.37071340065916,0.21431951123481596,10,2025-01-02,ASP_0092,1,2025,0.21431951123481596,52.23111111111111,12.400968170166038,100195.359375
2025-01-02 06:00:00+00:00,633.3511111111111,23.342431640625023,61.788989256031336,0.5247601356378254,11,2025-01-02,ASP_0092,1,2025,0.5247601356378254,632.16,12.400968170166038,100027.140625
2025-01-02 07:00:00+00:00,549.1555555555556,23.970605468750023,57.49838098815232,0.8842286644716983,12,2025-01-02,ASP_0092,1,2025,0.8842286644716983,548.8888888888889,12.400968170166038,99926.921875
2025-01-02 08:00:00+00:00,408.8,24.855004882812523,53.56227596698532,0.8490429581322405,13,2025-01-02,ASP_0092,1,2025,0.8490429581322405,408.28444444444443,12.400968170166038,99886.65625
2025-01-02 09:00:00+00:00,228.8711111111111,25.739404296875023,49.626170945818316,0.8138572517927826,14,2025-01-02,ASP_0092,1,2025,0.8138572517927826,228.83555555555554,12.400968170166038,99846.390625
2025-01-02 10:00:00+00:00,54.791111111111114,22.887109375000023,62.61026128717031,0.28451401258968395,15,2025-01-02,ASP_0092,1,2025,0.28451401258968395,54.95111111111111,12.400968170166038,99793.09375
2025-01-02 11:00:00+00:00,0.0,22.368066406250023,64.67613855123045,1.5341160024662175,16,2025-01-02,ASP_0092,1,2025,1.5341160024662175,0.0,12.400968170166038,99858.0625
2025-01-02 12:00:00+00:00,0.0,21.541894531250023,68.33117553942961,0.7206911603585756,17,2025-01-02,ASP_0092,1,2025,0.7206911603585756,0.0,12.400968170166038,99934.078125
2025-01-02 13:00:00+00:00,0.0,21.135644531250023,70.92179080977975,0.9909133070836746,18,2025-01-02,ASP_0092,1,2025,0.9909133070836746,0.0,12.400968170166038,100006.28125
2025-01-02 14:00:00+00:00,0.0,20.13232574462893,73.01826600572663,0.9579348558187942,19,2025-01-02,ASP_0092,1,2025,0.9579348558187942,0.0,12.400968170166038,100008.96875
2025-01-02 15:00:00+00:00,0.0,19.129006958007835,75.1147412016735,0.9249564045539138,20,2025-01-02,ASP_0092,1,2025,0.9249564045539138,0.0,12.400968170166038,100011.65625
2025-01-02 16:00:00+00:00,0.0,18.12568817138674,77.21121639762038,0.8919779532890334,21,2025-01-02,ASP_0092,1,2025,0.8919779532890334,0.0,12.400968170166038,100014.34375
2025-01-02 17:00:00+00:00,0.0,17.122369384765648,79.30769159356726,0.858999502024153,22,2025-01-02,ASP_0092,1,2025,0.858999502024153,0.0,12.400968170166038,100017.03125
2025-01-02 18:00:00+00:00,0.0,16.119050598144554,81.40416678951414,0.8260210507592726,23,2025-01-02,ASP_0092,1,2025,0.8260210507592726,0.0,12.400968170166038,100019.71875
2025-01-02 19:00:00+00:00,0.0,15.11573181152346,83.50064198546102,0.7930425994943922,0,2025-01-03,ASP_0092,1,2025,0.7930425994943922,0.0,12.400968170166038,100022.40625
2025-01-02 20:00:00+00:00,0.0,14.112413024902366,85.59711718140788,0.7600641482295117,1,2025-01-03,ASP_0092,1,2025,0.7600641482295117,0.0,12.400968170166038,100025.09375
2025-01-02 21:00:00+00:00,0.0,13.109094238281273,87.69359237735476,0.7270856969646313,2,2025-01-03,ASP_0092,1,2025,0.7270856969646313,0.0,12.400968170166038,100027.78125
2025-01-02 22:00:00+00:00,0.0,13.313836669921898,87.4005168315131,0.8326818081496711,3,2025-01-03,ASP_0092,1,2025,0.8326818081496711,0.0,12.400968170166038,100138.359375
2025-01-02 23:00:00+00:00,0.0,12.953820800781273,88.41879445302597,1.2154234446220118,4,2025-01-03,ASP_0092,1,2025,1.2154234446220118,0.0,12.400968170166038,100131.640625
2025-01-03 00:00:00+00:00,8.266666666666667,12.914208984375023,90.16892538082284,1.2223257294669847,5,2025-01-03,ASP_0092,1,2025,1.2223257294669847,9.066666666666666,12.29041951497398,100122.828125
2025-01-03 01:00:00+00:00,127.97333333333333,13.331262207031273,88.93478843088411,0.5223728500066745,6,2025-01-03,ASP_0092,1,2025,0.5223728500066745,155.51111111111112,12.29041951497398,100191.8203125
2025-01-03 02:00:00+00:00,127.97333333333333,14.766788736979189,86.74874845279615,0.38516287699385277,7,2025-01-03,ASP_0092,1,2025,0.38516287699385277,155.51111111111112,12.29041951497398,100255.02604166667
2025-01-03 03:00:00+00:00,124.37333333333333,16.202315266927105,84.56270847470819,0.24795290398103104,8,2025-01-03,ASP_0092,1,2025,0.24795290398103104,163.41333333333333,12.29041951497398,100318.23177083333
2025-01-03 04:00:00+00:00,187.5911111111111,17.637841796875023,82.37666849662023,0.11074293096820932,9,2025-01-03,ASP_0092,1,2025,0.11074293096820932,114.96888888888888,12.29041951497398,100381.4375
2025-01-03 05:00:00+00:00,74.77333333333333,21.459619140625023,68.06054444034669,0.41942256362320474,10,2025-01-03,ASP_0092,1,2025,0.41942256362320474,52.284444444444446,12.29041951497398,100314.890625
2025-01-03 06:00:00+00:00,637.3333333333334,24.096093750000023,56.64223612363538,0.8470386831094731,11,2025-01-03,ASP_0092,1,2025,0.8470386831094731,637.1555555555556,12.29041951497398,100178.109375
2025-01-03 07:00:00+00:00,554.0977777777778,24.609521484375023,53.027847948070985,1.335028760368962,12,2025-01-03,ASP_0092,1,2025,1.335028760368962,554.0977777777778,12.29041951497398,100044.375
2025-01-03 08:00:00+00:00,413.12,25.295312500000023,49.94713152250739,1.504390080200233,13,2025-01-03,ASP_0092,1,2025,1.504390080200233,412.99555555555554,12.29041951497398,99997.6484375
2025-01-03 09:00:00+00:00,232.8711111111111,25.981103515625023,46.86641509694379,1.6737514000315041,14,2025-01-03,ASP_0092,1,2025,1.6737514000315041,232.8177777777778,12.29041951497398,99950.921875
2025-01-03 10:00:00+00:00,56.977777777777774,22.645410156250023,63.00546764032276,1.1969549918997395,15,2025-01-03,ASP_0092,1,2025,1.1969549918997395,56.977777777777774,12.29041951497398,99901.4375
2025-01-03 11:00:00+00:00,0.0,20.661523437500023,72.65395341709065,2.1940420347160736,16,2025-01-03,ASP_0092,1,2025,2.1940420347160736,0.0,12.29041951497398,99937.109375
2025-01-03 12:00:00+00:00,0.0,21.583886718750023,66.30176060168165,1.335553236158507,17,2025-01-03,ASP_0092,1,2025,1.335553236158507,0.0,12.29041951497398,99986.21875
2025-01-03 13:00:00+00:00,0.0,21.249169921875023,70.29863252200724,1.1167057210843854,18,2025-01-03,ASP_0092,1,2025,1.1167057210843854,0.0,12.29041951497398,100005.578125
2025-01-03 14:00:00+00:00,0.0,20.222955322265648,72.55597409095411,1.095629432288981,19,2025-01-03,ASP_0092,1,2025,1.095629432288981,0.0,12.29041951497398,100001.0458984375
2025-01-03 15:00:00+00:00,0.0,19.196740722656273,74.81331565990098,1.0745531434935767,20,2025-01-03,ASP_0092,1,2025,1.0745531434935767,0.0,12.29041951497398,99996.513671875
2025-01-03 16:00:00+00:00,0.0,18.170526123046898,77.07065722884785,1.053476854698172,21,2025-01-03,ASP_0092,1,2025,1.053476854698172,0.0,12.29041951497398,99991.9814453125
2025-01-03 17:00:00+00:00,0.0,17.144311523437523,79.32799879779472,1.0324005659027677,22,2025-01-03,ASP_0092,1,2025,1.0324005659027677,0.0,12.29041951497398,99987.44921875
2025-01-03 18:00:00+00:00,0.0,16.118096923828148,81.58534036674158,1.0113242771073634,23,2025-01-03,ASP_0092,1,2025,1.0113242771073634,0.0,12.29041951497398,99982.9169921875
2025-01-03 19:00:00+00:00,0.0,15.091882324218773,83.84268193568845,0.990247988311959,0,2025-01-04,ASP_0092,1,2025,0.990247988311959,0.0,12.29041951497398,99978.384765625
2025-01-03 20:00:00+00:00,0.0,14.065667724609398,86.10002350463532,0.9691716995165546,1,2025-01-04,ASP_0092,1,2025,0.9691716995165546,0.0,12.29041951497398,99973.8525390625
