cluster_id,pcm_id,family,pcm_type,Tm_C,latent_heat_kJ_kg,cycles_tested,supercooling_K,flammable_raw,encapsulated_raw,source,breakeven_kappa,rescuable_by_kappa,calibrated_kappa,calibration_status,c1_melting_window,c2_absolute_band,c3_latent_heat,c4_cycling,c5_supercooling,c6_charging_feasibility,c7_corrosion_veto,c8_safety,survives_all,upstream_cluster_profile_fingerprint
0,RT42,Rubitherm Technologies,Organic (RT-line),40.5,165.0,1564.0,0.5,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5283115296685656,False,0.5,in_band,fail,fail,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,RT44HC,Rubitherm Technologies,Organic (RT-line),42.5,250.0,1216.0,0.0,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.8004720146493418,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,False,2542_3_1788975613.315
0,savE® OM42,Pluss Advanced Technologies,Organic,44.0,199.0,2000.0,1.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.637175723660876,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,2542_3_1788975613.315
0,RT47,Rubitherm Technologies,Organic (RT-line),44.5,160.0,1665.0,0.0,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5123020893755788,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,2542_3_1788975613.315
0,n-Docosane (C22),Literature,Organic n-alkane,44.5,249.0,1440.0,0.20000000000000284,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7972701265907445,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,2542_3_1788975613.315
0,Lauric acid (C12),Literature,Organic fatty acid,44.8,184.0,2000.0,0.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5891474027819156,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,2542_3_1788975613.315
0,RT45HC,Rubitherm Technologies,Organic (RT-line),45.0,240.0,1216.0,0.0,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7684531340633681,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,2542_3_1788975613.315
0,savE® OM46,Pluss Advanced Technologies,Organic,47.0,177.0,2000.0,2.0,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.566734186371734,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,2542_3_1788975613.315
0,n-Tricosane (C23),Literature,Organic n-alkane,47.5,232.0,1216.0,2.6000000000000014,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7428380295945892,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,2542_3_1788975613.315
0,RT50,Rubitherm Technologies,Organic (RT-line),48.0,160.0,1675.0,-0.5,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5123020893755788,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,2542_3_1788975613.315
0,Paraffin/Expanded graphite (85.56% paraffin),Literature,Organic/composite blend,48.8,161.0,2000.0,2.1999999999999957,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5155039774341761,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,savE® OM49,Pluss Advanced Technologies,Organic,49.0,224.0,1200.0,3.5,No,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7172229251258103,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=No,False,2542_3_1788975613.315
0,Paraffin/HDPE PCM3,Literature,Organic blend,49.9,187.0,2000.0,-0.10000000000000142,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5987530669577077,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,PlusICE A50,PCM Products Ltd.,Organic PCM,50.0,190.0,1526.0,1.1000000000000014,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.6083587311334998,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,savE® OM50,Pluss Advanced Technologies,Organic,50.0,189.0,2000.0,0.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.6051568430749025,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,Paraffin/HDPE PCM6,Literature,Organic blend,50.3,187.0,2000.0,1.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5987530669577077,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,Paraffin/HDPE PCM2,Literature,Organic blend,50.6,187.0,2000.0,1.3999999999999986,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5987530669577077,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,savE® OM48,Pluss Advanced Technologies,Organic,51.0,165.0,2000.0,3.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5283115296685656,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,PlusICE A52,PCM Products Ltd.,Organic PCM,52.0,220.0,1447.0,2.799999999999997,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7044153728914209,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,n-Tetracosane (C24),Literature,Organic n-alkane,52.0,255.0,1368.0,2.700000000000003,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.8164814549423287,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,Paraffin/Expanded graphite (92% paraffin),Literature,Organic/composite blend,52.2,170.0,2000.0,3.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5443209699615524,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,Myristic acid (C14),Literature,Organic fatty acid,53.0,199.0,1686.0,1.7999999999999972,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.637175723660876,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,PureTemp 53,PureTemp,Organic bio-based PCM,53.0,225.0,1686.0,1.8999999999999986,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7204248131844077,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,RT54HC,Rubitherm Technologies,Organic (RT-line),53.5,200.0,1474.0,0.0,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.6403776117194735,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,RT55,Rubitherm Technologies,Organic (RT-line),54.0,170.0,2000.0,-2.5,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.5443209699615524,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
0,n-Pentacosane (C25),Literature,Organic n-alkane,54.0,238.0,1404.0,3.3999999999999986,Yes,,manufacturer_datasheet_MICE_RF_PMM_completed,0.7620493579461735,False,0.5,in_band,pass,pass,pass,pass,pass,fail,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,2542_3_1788975613.315
