point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean
RJP_0055,2016-02-07,24,4718.610000000001,4724.48,0.9987575352208076,9.79,27.36,17.28708333333333,23.067083333333333,4.013333333333333
RJP_0055,2016-02-08,24,4354.48,4425.71,0.9839054072679864,9.11,26.35,17.269166666666667,28.35333333333333,1.8375000000000004
RJP_0055,2016-02-09,24,4837.71,4871.620000000001,0.9930392764624496,9.35,27.11,18.54375,27.80625,1.4624999999999997
RJP_0055,2016-02-10,24,4900.88,4922.719999999999,0.9955634283485554,10.83,28.03,18.986666666666668,22.65875,1.6949999999999996
RJP_0055,2016-02-11,24,5065.69,5128.09,0.987831726822267,8.48,28.4,17.58791666666667,16.266666666666666,3.4454166666666666
RJP_0055,2016-02-12,24,5236.19,5313.67,0.9854187407196908,7.78,28.38,18.633333333333333,15.61125,2.3295833333333333
RJP_0055,2016-02-13,24,5158.360000000001,5188.84,0.994125854718974,9.63,27.69,17.40125,23.345,2.79625
RJP_0055,2016-02-14,24,5142.77,5164.54,0.9957847165478436,9.26,27.0,17.424166666666668,22.828333333333333,2.5375
RJP_0055,2016-02-15,24,4707.68,4762.48,0.9884933899984883,9.24,26.94,18.002916666666668,21.61958333333333,3.490833333333333
RJP_0055,2016-02-16,24,4177.31,4239.049999999999,0.9854354159540464,12.43,27.17,19.074583333333333,22.4975,3.875833333333334
RJP_0055,2016-02-17,24,3645.78,4336.67,0.8406865175353438,13.92,28.59,21.21,27.925833333333333,3.76625
RJP_0055,2016-02-18,24,4300.23,4707.06,0.9135702540439256,16.24,32.5,23.68208333333333,33.33583333333333,3.299583333333333
RJP_0055,2016-02-19,24,4289.95,4830.37,0.888120371731358,17.52,34.91,25.855,28.587083333333336,2.35375
RJP_0055,2016-02-20,24,2837.02,4888.040000000001,0.5804003240562678,14.41,29.06,22.14375,48.19458333333333,3.1908333333333334
RJP_0055,2016-02-21,24,5761.18,5782.530000000001,0.9963078444902144,11.33,31.42,20.27541666666667,26.95083333333333,3.559166666666666
RJP_0055,2016-02-22,24,6129.73,6163.65,0.9944967673375352,10.96,32.35,20.85083333333333,15.726666666666668,3.4562500000000003
RJP_0055,2016-02-23,24,6121.609999999999,6180.01,0.9905501771032732,12.95,32.9,21.637916666666666,13.06541666666667,3.1725
RJP_0055,2016-02-24,24,6032.780000000001,6130.599999999999,0.9840439761197928,13.33,33.09,22.81416666666667,11.72375,1.96875
RJP_0055,2016-02-25,24,6046.67,6082.25,0.9941501911299272,13.0,32.56,22.32166666666667,12.775416666666668,2.223333333333333
RJP_0055,2016-02-26,24,5766.68,5813.450000000001,0.9919548632911608,14.54,32.47,21.90083333333333,14.695833333333336,2.87875
RJP_0055,2016-02-27,24,5570.719999999999,5577.700000000001,0.9987485881277226,14.18,32.42,22.70375,15.145,1.86625
RJP_0055,2016-02-28,24,5607.29,5613.55,0.998884841143305,13.54,32.79,22.175416666666667,16.474999999999998,2.35375
RJP_0055,2016-02-29,24,5587.7,5609.49,0.9961155113923011,14.12,33.56,23.16875,17.824166666666667,2.3545833333333333
RJP_0055,2016-03-01,24,5564.23,5627.74,0.9887148304648048,14.42,34.97,24.94,18.48375,2.1775
RJP_0055,2016-03-02,24,5769.78,5804.02,0.9941006405904872,16.81,35.85,26.300416666666667,18.276666666666667,2.32
RJP_0055,2016-03-03,24,5412.11,5464.52,0.9904090386712828,20.39,36.05,27.842916666666667,27.75791666666667,2.5620833333333333
RJP_0055,2016-03-04,24,5303.38,5451.4400000000005,0.9728402036893004,19.44,36.51,27.684583333333336,21.896666666666665,2.1525
RJP_0055,2016-03-05,24,5355.55,5510.49,0.9718827182337688,17.15,34.38,25.712083333333336,30.161666666666665,3.199583333333333
RJP_0055,2016-03-06,24,5877.02,5919.040000000001,0.9929008758177,16.51,33.51,24.402500000000003,32.302083333333336,3.5675000000000003
RJP_0055,2016-03-07,24,5325.57,5699.3,0.9344252802975804,16.59,31.71,24.20125,36.15833333333333,2.64875
RJP_0055,2016-03-08,24,5579.25,5703.320000000001,0.9782460040818328,16.11,32.8,24.038333333333338,30.18041666666667,2.57875
RJP_0055,2016-03-09,24,5599.65,5699.55,0.982472300444772,16.27,33.43,24.64875,28.444583333333338,2.522083333333333
RJP_0055,2016-03-10,24,5779.460000000001,5962.51,0.9692998418451292,16.61,34.91,26.85166666666667,27.25333333333333,2.2875
RJP_0055,2016-03-11,24,6017.59,6250.030000000001,0.962809778513063,20.42,36.53,27.621250000000003,32.913333333333334,3.0066666666666664
RJP_0055,2016-03-12,24,5599.59,5899.41,0.949177968644322,18.35,35.74,26.8975,30.8375,4.550416666666667
RJP_0055,2016-03-13,24,4940.61,6408.31,0.7709692571052273,18.27,32.28,25.49875,28.0225,2.5066666666666664
RJP_0055,2016-03-14,24,5663.780000000001,6444.12,0.8789066621974763,17.42,32.43,24.570416666666663,30.907916666666665,2.408333333333333
RJP_0055,2016-03-15,24,4818.379999999999,6014.64,0.8011086282803291,15.53,30.4,23.66875,28.0325,1.7708333333333333
RJP_0055,2016-03-16,24,6514.81,6637.26,0.981551121999138,14.77,32.53,24.71,19.4125,1.5750000000000002
RJP_0055,2016-03-17,24,5720.89,6374.68,0.8974395577503498,17.88,35.02,26.65416666666667,27.387083333333333,3.27
RJP_0055,2016-03-18,24,5726.07,6270.780000000001,0.9131352080602412,20.63,35.11,28.457916666666662,36.875416666666666,1.7358333333333331
RJP_0055,2016-03-19,24,6294.5,6627.459999999999,0.9497605417460084,19.52,37.13,28.133750000000003,26.745,3.067916666666666
RJP_0055,2016-03-20,24,6620.13,6690.429999999999,0.9894924541471924,17.49,37.05,26.876666666666665,22.769166666666667,3.41
RJP_0055,2016-03-21,24,6738.75,6752.97,0.9978942598589954,16.9,35.7,26.101250000000004,22.61208333333333,3.8958333333333335
