,PC1,PC2,PC3,PC4
Ta_mean,0.47842324401256153,0.02764469761877575,0.08338121529827318,0.2118983204038164
Ta_p95,0.2387896697687757,0.3905288670625437,0.6594657730589379,0.2224841923943709
Ta_p05,0.2835652779944153,-0.4934192029404369,-0.043571208823484836,0.06976602604172662
T_sunrise_mean,0.4427164518977482,-0.16080842433498624,0.2437885760019589,-0.12535743431235224
T_noon_mean,0.4634335149469162,0.07747804500614822,0.050966885160298625,-0.36553476305055566
HDD18,-0.25872093990368483,0.48425889553319146,0.23883276522831656,-0.42443909833022825
CDD24,0.18116086373699924,0.500040241046248,-0.4248296232317873,0.5895079340855843
elevation_m,-0.3509375492371821,-0.2947055267387161,0.5066578975669356,0.47300558736443943
