k_value,cluster_id,spearman_rho,pct_medoids_in_band,n_candidates
0.0,0,0.21849510977216466,100.0,9
0.0,1,-0.023235040555905025,100.0,15
0.0,2,0.2575107780150905,100.0,17
0.1,0,0.21849510977216466,100.0,9
0.1,1,0.025022351367897724,100.0,15
0.1,2,0.2722256796159528,100.0,17
0.2,0,0.21849510977216466,100.0,9
0.2,1,0.025022351367897724,100.0,15
0.2,2,0.25873701981516234,100.0,17
0.3,0,0.21849510977216466,100.0,9
0.3,1,0.04647008111181005,100.0,15
0.3,2,0.2280809748133659,100.0,17
