k,BIC,AIC,silhouette,davies_bouldin,calinski_harabasz,bootstrap_ari_mean,bootstrap_effective_n_resamples,bootstrap_n_failed_resamples,kmeans_silhouette,in_silhouette_band
2,43721.56493918069,43324.65955669834,0.46578534538836125,0.7062885071065537,1076.924590230044,0.3093111055793819,50,0,0.4652293585472543,False
3,22433.03548890537,21835.100107503386,0.567404102535608,0.7011701890046922,1870.3606043379443,0.8184300626304801,50,0,0.567404102535608,False
4,4603.66034476389,3804.694964442272,0.6210455762348314,0.5348338617819,2937.1286777939054,1.0,50,0,0.6204317298220137,False
5,1332.2752899194393,332.2799106781888,0.5469303096221276,0.9256232007093745,2518.4404600287307,0.8964654436144851,50,0,0.5944876373084614,False
6,-2769.314984754338,-3970.3403629152217,0.4660705520518353,1.050168322562586,2248.7346228901147,0.8261260867553925,50,0,0.5349289102730198,False
7,-5819.150659179821,-7221.206036260337,0.408643138976373,1.0948188925046556,2155.1325604438075,0.7881887528547558,50,0,0.462720630701727,False
8,-8614.847372901255,-10217.932748901403,0.40440593659363006,1.024342915162326,2117.8878415254067,0.8128013668447922,50,0,0.43441018451974,False
