timestamp_utc,GHI_Wm2,T_amb_C,RH_pct,WS_ms,local_hour,local_date,point_id,cluster_id,year
2025-01-01 00:00:00+00:00,0.0,7.96,63.36,3.08,5,2025-01-01,RJP_0192,1,2025
2025-01-01 01:00:00+00:00,0.0,7.67,65.39,3.08,6,2025-01-01,RJP_0192,1,2025
2025-01-01 02:00:00+00:00,50.62,8.98,60.81,2.87,7,2025-01-01,RJP_0192,1,2025
2025-01-01 03:00:00+00:00,215.1,12.16,49.89,3.72,8,2025-01-01,RJP_0192,1,2025
2025-01-01 04:00:00+00:00,392.02,15.33,40.98,2.86,9,2025-01-01,RJP_0192,1,2025
2025-01-01 05:00:00+00:00,553.22,19.96,26.01,2.85,10,2025-01-01,RJP_0192,1,2025
2025-01-01 06:00:00+00:00,634.17,22.19,20.78,2.51,11,2025-01-01,RJP_0192,1,2025
2025-01-01 07:00:00+00:00,683.78,23.75,17.76,2.2,12,2025-01-01,RJP_0192,1,2025
2025-01-01 08:00:00+00:00,625.8,24.8,15.95,2.07,13,2025-01-01,RJP_0192,1,2025
2025-01-01 09:00:00+00:00,490.02,25.14,15.28,1.97,14,2025-01-01,RJP_0192,1,2025
2025-01-01 10:00:00+00:00,306.8,24.67,15.41,2.06,15,2025-01-01,RJP_0192,1,2025
2025-01-01 11:00:00+00:00,112.47,22.02,20.58,1.93,16,2025-01-01,RJP_0192,1,2025
2025-01-01 12:00:00+00:00,4.68,18.18,24.67,2.8,17,2025-01-01,RJP_0192,1,2025
2025-01-01 13:00:00+00:00,0.0,16.53,26.57,3.21,18,2025-01-01,RJP_0192,1,2025
2025-01-01 14:00:00+00:00,0.0,15.47,27.91,3.32,19,2025-01-01,RJP_0192,1,2025
2025-01-01 15:00:00+00:00,0.0,14.56,29.23,3.37,20,2025-01-01,RJP_0192,1,2025
2025-01-01 16:00:00+00:00,0.0,13.76,30.48,3.4,21,2025-01-01,RJP_0192,1,2025
2025-01-01 17:00:00+00:00,0.0,13.04,32.05,3.42,22,2025-01-01,RJP_0192,1,2025
2025-01-01 18:00:00+00:00,0.0,12.38,34.22,3.42,23,2025-01-01,RJP_0192,1,2025
2025-01-01 19:00:00+00:00,0.0,11.76,37.23,3.37,0,2025-01-02,RJP_0192,1,2025
2025-01-01 20:00:00+00:00,0.0,11.32,41.13,3.3,1,2025-01-02,RJP_0192,1,2025
2025-01-01 21:00:00+00:00,0.0,10.98,45.89,3.25,2,2025-01-02,RJP_0192,1,2025
2025-01-01 22:00:00+00:00,0.0,10.78,50.63,3.18,3,2025-01-02,RJP_0192,1,2025
2025-01-01 23:00:00+00:00,0.0,10.68,54.39,3.08,4,2025-01-02,RJP_0192,1,2025
2025-01-02 00:00:00+00:00,0.0,10.65,57.1,2.96,5,2025-01-02,RJP_0192,1,2025
2025-01-02 01:00:00+00:00,0.0,10.54,59.04,2.9,6,2025-01-02,RJP_0192,1,2025
2025-01-02 02:00:00+00:00,53.92,11.57,55.98,2.77,7,2025-01-02,RJP_0192,1,2025
2025-01-02 03:00:00+00:00,221.25,13.95,48.03,3.57,8,2025-01-02,RJP_0192,1,2025
2025-01-02 04:00:00+00:00,392.27,16.31,41.37,2.59,9,2025-01-02,RJP_0192,1,2025
2025-01-02 05:00:00+00:00,539.92,20.12,31.69,1.94,10,2025-01-02,RJP_0192,1,2025
2025-01-02 06:00:00+00:00,661.83,24.33,20.42,1.14,11,2025-01-02,RJP_0192,1,2025
2025-01-02 07:00:00+00:00,676.65,26.13,17.77,0.74,12,2025-01-02,RJP_0192,1,2025
2025-01-02 08:00:00+00:00,558.58,26.7,17.43,0.69,13,2025-01-02,RJP_0192,1,2025
2025-01-02 09:00:00+00:00,471.42,26.96,17.51,0.87,14,2025-01-02,RJP_0192,1,2025
2025-01-02 10:00:00+00:00,291.73,26.63,18.07,0.77,15,2025-01-02,RJP_0192,1,2025
2025-01-02 11:00:00+00:00,110.3,25.09,21.22,0.16,16,2025-01-02,RJP_0192,1,2025
2025-01-02 12:00:00+00:00,5.03,23.24,22.51,0.72,17,2025-01-02,RJP_0192,1,2025
2025-01-02 13:00:00+00:00,0.0,21.54,25.21,1.4,18,2025-01-02,RJP_0192,1,2025
2025-01-02 14:00:00+00:00,0.0,20.23,27.94,1.88,19,2025-01-02,RJP_0192,1,2025
2025-01-02 15:00:00+00:00,0.0,19.08,30.45,2.09,20,2025-01-02,RJP_0192,1,2025
2025-01-02 16:00:00+00:00,0.0,18.18,32.74,2.17,21,2025-01-02,RJP_0192,1,2025
2025-01-02 17:00:00+00:00,0.0,16.98,36.13,2.4,22,2025-01-02,RJP_0192,1,2025
2025-01-02 18:00:00+00:00,0.0,15.5,41.04,2.82,23,2025-01-02,RJP_0192,1,2025
2025-01-02 19:00:00+00:00,0.0,14.36,45.59,3.19,0,2025-01-03,RJP_0192,1,2025
2025-01-02 20:00:00+00:00,0.0,13.59,49.11,3.37,1,2025-01-03,RJP_0192,1,2025
2025-01-02 21:00:00+00:00,0.0,12.95,51.51,3.3,2,2025-01-03,RJP_0192,1,2025
2025-01-02 22:00:00+00:00,0.0,12.33,53.09,3.1,3,2025-01-03,RJP_0192,1,2025
2025-01-02 23:00:00+00:00,0.0,12.0,53.02,2.88,4,2025-01-03,RJP_0192,1,2025
2025-01-03 00:00:00+00:00,0.0,12.02,51.52,2.69,5,2025-01-03,RJP_0192,1,2025
2025-01-03 01:00:00+00:00,0.0,12.19,49.65,2.55,6,2025-01-03,RJP_0192,1,2025
2025-01-03 02:00:00+00:00,59.55,13.26,45.61,2.3,7,2025-01-03,RJP_0192,1,2025
2025-01-03 03:00:00+00:00,236.77,16.64,36.46,2.6,8,2025-01-03,RJP_0192,1,2025
2025-01-03 04:00:00+00:00,420.12,19.09,30.55,2.37,9,2025-01-03,RJP_0192,1,2025
2025-01-03 05:00:00+00:00,561.33,22.55,24.69,1.68,10,2025-01-03,RJP_0192,1,2025
2025-01-03 06:00:00+00:00,653.12,26.99,19.05,2.07,11,2025-01-03,RJP_0192,1,2025
2025-01-03 07:00:00+00:00,702.75,28.46,18.56,3.03,12,2025-01-03,RJP_0192,1,2025
2025-01-03 08:00:00+00:00,641.58,28.89,18.55,3.22,13,2025-01-03,RJP_0192,1,2025
2025-01-03 09:00:00+00:00,515.92,28.82,18.78,2.99,14,2025-01-03,RJP_0192,1,2025
2025-01-03 10:00:00+00:00,338.23,28.2,19.46,2.48,15,2025-01-03,RJP_0192,1,2025
2025-01-03 11:00:00+00:00,134.9,25.87,24.15,1.46,16,2025-01-03,RJP_0192,1,2025
2025-01-03 12:00:00+00:00,6.0,23.93,25.48,1.34,17,2025-01-03,RJP_0192,1,2025
2025-01-03 13:00:00+00:00,0.0,22.83,26.97,1.45,18,2025-01-03,RJP_0192,1,2025
2025-01-03 14:00:00+00:00,0.0,21.73,28.66,1.61,19,2025-01-03,RJP_0192,1,2025
2025-01-03 15:00:00+00:00,0.0,20.83,29.98,1.65,20,2025-01-03,RJP_0192,1,2025
2025-01-03 16:00:00+00:00,0.0,20.1,30.96,1.55,21,2025-01-03,RJP_0192,1,2025
2025-01-03 17:00:00+00:00,0.0,19.34,32.17,1.5,22,2025-01-03,RJP_0192,1,2025
2025-01-03 18:00:00+00:00,0.0,18.3,34.23,1.65,23,2025-01-03,RJP_0192,1,2025
2025-01-03 19:00:00+00:00,0.0,17.05,37.26,1.95,0,2025-01-04,RJP_0192,1,2025
2025-01-03 20:00:00+00:00,0.0,15.41,41.8,2.42,1,2025-01-04,RJP_0192,1,2025
2025-01-03 21:00:00+00:00,0.0,14.1,46.14,2.77,2,2025-01-04,RJP_0192,1,2025
2025-01-03 22:00:00+00:00,0.0,13.41,48.63,2.91,3,2025-01-04,RJP_0192,1,2025
2025-01-03 23:00:00+00:00,0.0,13.17,49.18,2.89,4,2025-01-04,RJP_0192,1,2025
2025-01-04 00:00:00+00:00,0.0,13.05,49.07,2.88,5,2025-01-04,RJP_0192,1,2025
2025-01-04 01:00:00+00:00,0.0,12.7,49.93,3.02,6,2025-01-04,RJP_0192,1,2025
2025-01-04 02:00:00+00:00,52.83,13.64,47.61,3.06,7,2025-01-04,RJP_0192,1,2025
2025-01-04 03:00:00+00:00,214.9,17.84,37.56,4.17,8,2025-01-04,RJP_0192,1,2025
2025-01-04 04:00:00+00:00,385.1,20.68,32.32,3.68,9,2025-01-04,RJP_0192,1,2025
2025-01-04 05:00:00+00:00,527.83,24.98,27.57,4.98,10,2025-01-04,RJP_0192,1,2025
2025-01-04 06:00:00+00:00,621.42,27.17,25.24,5.66,11,2025-01-04,RJP_0192,1,2025
2025-01-04 07:00:00+00:00,668.92,28.26,23.86,5.78,12,2025-01-04,RJP_0192,1,2025
2025-01-04 08:00:00+00:00,632.38,28.82,23.22,5.97,13,2025-01-04,RJP_0192,1,2025
2025-01-04 09:00:00+00:00,507.25,28.66,23.42,5.79,14,2025-01-04,RJP_0192,1,2025
2025-01-04 10:00:00+00:00,330.62,27.81,24.55,5.27,15,2025-01-04,RJP_0192,1,2025
2025-01-04 11:00:00+00:00,130.65,25.09,29.76,3.15,16,2025-01-04,RJP_0192,1,2025
2025-01-04 12:00:00+00:00,6.05,20.9,38.06,3.05,17,2025-01-04,RJP_0192,1,2025
2025-01-04 13:00:00+00:00,0.0,19.5,41.05,3.04,18,2025-01-04,RJP_0192,1,2025
2025-01-04 14:00:00+00:00,0.0,18.45,42.83,2.95,19,2025-01-04,RJP_0192,1,2025
2025-01-04 15:00:00+00:00,0.0,17.51,43.5,2.9,20,2025-01-04,RJP_0192,1,2025
2025-01-04 16:00:00+00:00,0.0,16.61,43.5,2.92,21,2025-01-04,RJP_0192,1,2025
2025-01-04 17:00:00+00:00,0.0,15.77,43.28,2.93,22,2025-01-04,RJP_0192,1,2025
2025-01-04 18:00:00+00:00,0.0,14.94,43.61,2.88,23,2025-01-04,RJP_0192,1,2025
2025-01-04 19:00:00+00:00,0.0,14.19,44.5,2.8,0,2025-01-05,RJP_0192,1,2025
2025-01-04 20:00:00+00:00,0.0,13.54,46.0,2.71,1,2025-01-05,RJP_0192,1,2025
2025-01-04 21:00:00+00:00,0.0,13.07,47.31,2.51,2,2025-01-05,RJP_0192,1,2025
2025-01-04 22:00:00+00:00,0.0,12.77,48.13,2.28,3,2025-01-05,RJP_0192,1,2025
2025-01-04 23:00:00+00:00,0.0,12.63,48.36,2.04,4,2025-01-05,RJP_0192,1,2025
2025-01-05 00:00:00+00:00,0.0,12.67,48.04,1.77,5,2025-01-05,RJP_0192,1,2025
2025-01-05 01:00:00+00:00,0.0,12.78,47.53,1.46,6,2025-01-05,RJP_0192,1,2025
2025-01-05 02:00:00+00:00,49.95,13.42,45.92,1.09,7,2025-01-05,RJP_0192,1,2025
2025-01-05 03:00:00+00:00,215.6,15.42,40.56,0.74,8,2025-01-05,RJP_0192,1,2025
2025-01-05 04:00:00+00:00,389.95,18.09,34.55,0.77,9,2025-01-05,RJP_0192,1,2025
2025-01-05 05:00:00+00:00,531.2,22.31,29.69,1.71,10,2025-01-05,RJP_0192,1,2025
2025-01-05 06:00:00+00:00,616.2,23.7,28.83,2.48,11,2025-01-05,RJP_0192,1,2025
2025-01-05 07:00:00+00:00,642.97,24.45,27.68,2.93,12,2025-01-05,RJP_0192,1,2025
2025-01-05 08:00:00+00:00,592.65,24.79,26.59,3.19,13,2025-01-05,RJP_0192,1,2025
2025-01-05 09:00:00+00:00,465.73,24.54,26.37,3.29,14,2025-01-05,RJP_0192,1,2025
2025-01-05 10:00:00+00:00,290.5,23.73,26.77,3.41,15,2025-01-05,RJP_0192,1,2025
2025-01-05 11:00:00+00:00,108.12,21.55,30.45,2.63,16,2025-01-05,RJP_0192,1,2025
2025-01-05 12:00:00+00:00,5.3,17.88,37.59,3.12,17,2025-01-05,RJP_0192,1,2025
2025-01-05 13:00:00+00:00,0.0,16.65,39.19,3.51,18,2025-01-05,RJP_0192,1,2025
2025-01-05 14:00:00+00:00,0.0,15.75,40.14,3.8,19,2025-01-05,RJP_0192,1,2025
2025-01-05 15:00:00+00:00,0.0,14.9,41.12,4.05,20,2025-01-05,RJP_0192,1,2025
2025-01-05 16:00:00+00:00,0.0,14.1,42.25,4.28,21,2025-01-05,RJP_0192,1,2025
2025-01-05 17:00:00+00:00,0.0,13.38,43.36,4.44,22,2025-01-05,RJP_0192,1,2025
2025-01-05 18:00:00+00:00,0.0,12.6,44.66,4.35,23,2025-01-05,RJP_0192,1,2025
2025-01-05 19:00:00+00:00,0.0,11.75,46.2,4.04,0,2025-01-06,RJP_0192,1,2025
2025-01-05 20:00:00+00:00,0.0,10.93,47.68,3.75,1,2025-01-06,RJP_0192,1,2025
2025-01-05 21:00:00+00:00,0.0,10.19,48.69,3.59,2,2025-01-06,RJP_0192,1,2025
2025-01-05 22:00:00+00:00,0.0,9.5,49.53,3.48,3,2025-01-06,RJP_0192,1,2025
2025-01-05 23:00:00+00:00,0.0,8.86,50.34,3.39,4,2025-01-06,RJP_0192,1,2025
2025-01-06 00:00:00+00:00,0.0,8.29,51.35,3.32,5,2025-01-06,RJP_0192,1,2025
2025-01-06 01:00:00+00:00,0.0,7.81,52.51,3.29,6,2025-01-06,RJP_0192,1,2025
