point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id
RJP_0192,2016-01-01,24,4077.88,4113.03,0.9914539889084204,10.05,26.74,17.023333333333333,33.08958333333333,3.1641666666666666,1
RJP_0192,2016-01-02,24,3921.22,3924.5,0.9991642247420054,10.41,26.56,16.75208333333333,30.01625,2.8754166666666663,1
RJP_0192,2016-01-03,24,3792.81,3995.24,0.9493322053243358,10.22,27.88,18.749166666666667,23.03791666666667,1.788333333333333,1
RJP_0192,2016-01-04,24,3923.37,4168.53,0.9411879007707754,12.98,28.21,20.699583333333333,26.496666666666663,2.643333333333333,1
RJP_0192,2016-01-05,24,4111.85,4162.98,0.9877179328269656,12.17,27.4,19.004166666666663,34.45041666666666,2.273333333333333,1
RJP_0192,2016-01-06,24,3887.51,4212.56,0.9228378942970548,11.47,24.72,17.49625,40.969166666666666,2.4575,1
RJP_0192,2016-01-07,24,3401.41,4111.81,0.8272293710069287,12.54,25.49,18.087083333333336,45.00916666666666,2.528333333333333,1
RJP_0192,2016-01-08,24,4071.18,4073.89,0.999334788126336,11.21,25.62,17.164583333333336,44.14708333333332,2.700833333333333,1
RJP_0192,2016-01-09,24,4296.01,4299.66,0.9991510956680296,11.25,25.26,17.935000000000002,33.923750000000005,1.9854166666666664,1
RJP_0192,2016-01-10,24,4496.21,4498.2,0.9995576008181052,10.65,26.85,18.317916666666665,26.995833333333337,2.512916666666667,1
RJP_0192,2016-01-11,24,4357.59,4384.79,0.9937967382702478,10.23,26.34,17.739166666666666,29.867916666666662,2.4458333333333333,1
RJP_0192,2016-01-12,24,4176.28,4262.700000000001,0.9797264644474156,10.87,24.67,17.09875,46.211666666666666,3.29625,1
RJP_0192,2016-01-13,24,4324.59,4332.320000000001,0.9982157366030208,8.56,23.66,14.888333333333334,40.56708333333333,3.4475,1
RJP_0192,2016-01-14,24,3691.58,4139.9800000000005,0.8916902980207633,8.39,21.36,13.835416666666667,43.678333333333335,2.5308333333333333,1
RJP_0192,2016-01-15,24,4283.85,4286.16,0.9994610560501708,7.53,22.25,13.632916666666668,44.900416666666665,3.4129166666666664,1
RJP_0192,2016-01-16,24,4354.59,4366.120000000001,0.9973592113821882,6.86,23.15,14.002916666666666,36.56375,2.703333333333333,1
RJP_0192,2016-01-17,24,4220.1900000000005,4229.360000000001,0.9978318232545822,6.95,24.54,14.936666666666667,31.25375,3.3029166666666665,1
RJP_0192,2016-01-18,24,3369.96,3403.73,0.9900785314933912,7.31,24.35,15.002916666666666,32.218333333333334,2.9916666666666667,1
RJP_0192,2016-01-19,24,3721.38,3729.25,0.9978896560970704,8.47,22.82,14.232916666666668,31.61125,3.370416666666667,1
RJP_0192,2016-01-20,24,4405.099999999999,4421.47,0.9962976114278732,6.94,23.16,14.34125,26.68875,2.233333333333333,1
RJP_0192,2016-01-21,24,4819.24,4851.18,0.9934160348616212,6.02,23.48,15.79375,20.98583333333333,2.077083333333333,1
RJP_0192,2016-01-22,24,4882.27,4913.05,0.9937350525640896,8.92,24.28,15.949999999999998,19.7775,2.23625,1
RJP_0192,2016-01-23,24,4881.66,4903.59,0.995527766391562,7.09,24.43,14.6675,24.53916666666667,2.635,1
RJP_0192,2016-01-24,24,4888.43,4892.629999999999,0.9991415659880272,6.11,23.44,13.505416666666669,25.60333333333333,2.931666666666666,1
RJP_0192,2016-01-25,24,4732.18,4844.28,0.976859306233331,5.19,24.58,14.210833333333332,20.887083333333337,2.8383333333333334,1
RJP_0192,2016-01-26,24,4609.77,4693.83,0.9820913837953228,8.19,26.32,16.552083333333332,19.58375,2.4679166666666665,1
RJP_0192,2016-01-27,24,4217.18,4241.11,0.9943576092107964,10.76,24.49,16.355,23.197916666666668,2.90125,1
RJP_0192,2016-01-28,24,4149.639999999999,4183.54,0.9918968146593552,10.42,27.8,18.95458333333333,27.58083333333333,1.944583333333333,1
RJP_0192,2016-01-29,24,4536.27,4540.55,0.9990573829161666,12.69,28.8,20.455416666666668,44.37458333333333,3.6125,1
RJP_0192,2016-01-30,24,4593.44,4708.41,0.97558199052334,14.56,28.17,20.95125,50.555,2.2691666666666666,1
RJP_0192,2016-01-31,24,4206.83,4540.43,0.9265267827056028,11.95,25.93,18.655,38.85458333333333,3.7708333333333335,1
RJP_0192,2016-02-01,24,4667.549999999999,4669.41,0.9996016627368338,9.27,25.61,16.792083333333334,22.52125,3.202083333333333,1
RJP_0192,2016-02-02,24,5135.66,5137.860000000001,0.9995718061605414,8.16,24.59,15.307916666666666,19.539166666666667,2.905,1
RJP_0192,2016-02-03,24,5427.6,5432.41,0.999114573458189,7.3,25.05,15.773333333333332,18.644583333333333,3.059166666666666,1
RJP_0192,2016-02-04,24,5419.71,5421.12,0.9997399061448558,8.34,26.16,16.130416666666665,18.447916666666668,2.607083333333333,1
RJP_0192,2016-02-05,24,5326.93,5328.34,0.9997353772469476,7.55,27.01,16.474999999999998,18.530416666666667,2.96625,1
RJP_0192,2016-02-06,24,5121.57,5129.02,0.9985474808053,7.86,26.55,16.275833333333335,21.735000000000003,3.148333333333333,1
RJP_0192,2016-02-07,24,5352.85,5356.49,0.9993204505189034,9.67,25.83,16.563333333333333,21.6175,3.436666666666667,1
RJP_0192,2016-02-08,24,4997.57,5012.98,0.9969259801555164,8.74,26.3,16.6325,24.861666666666665,2.7937500000000006,1
RJP_0192,2016-02-09,24,5124.92,5131.150000000001,0.9987858472272296,8.68,26.37,17.20125,24.19416666666667,2.26375,1
RJP_0192,2016-02-10,24,5262.3,5265.599999999999,0.999373290793072,9.48,28.1,18.15,22.925833333333333,3.78375,1
RJP_0192,2016-02-11,24,5391.5,5396.11,0.9991456808701084,8.82,25.24,15.7825,14.2525,3.51375,1
RJP_0192,2016-02-12,24,5329.540000000001,5330.23,0.999870549676093,8.21,26.22,15.994583333333331,18.21333333333333,3.7458333333333336,1
RJP_0192,2016-02-13,24,5188.95,5214.57,0.995086843210466,7.6,24.78,15.238333333333337,25.64583333333333,3.9129166666666655,1
RJP_0192,2016-02-14,24,5335.11,5336.76,0.9996908236458074,7.94,24.61,15.678333333333336,24.760416666666668,3.484583333333333,1
RJP_0192,2016-02-15,24,5029.12,5250.619999999999,0.9578145057155156,8.18,24.31,15.82875,20.98333333333333,4.199166666666667,1
RJP_0192,2016-02-16,24,4766.29,4777.360000000001,0.9976828206373394,8.94,25.75,17.53833333333333,19.610833333333336,5.1875,1
RJP_0192,2016-02-17,24,3870.730000000001,4450.49,0.8697311981377333,12.78,25.55,19.219583333333333,29.782083333333333,5.1066666666666665,1
RJP_0192,2016-02-18,24,2682.74,4536.19,0.5914082082099736,15.7,27.99,20.442083333333333,42.53291666666667,4.256666666666667,1
RJP_0192,2016-02-19,24,2985.26,5003.77,0.5966021619698747,14.71,29.83,22.179166666666664,49.465,3.750833333333333,1
RJP_0192,2016-02-20,24,5127.5,5374.07,0.9541185730740388,12.84,27.85,19.429166666666667,52.53916666666667,3.690833333333333,1
RJP_0192,2016-02-21,24,6002.33,6024.870000000001,0.9962588404397106,12.34,28.7,20.320416666666667,26.8825,2.5083333333333333,1
RJP_0192,2016-02-22,24,6187.35,6194.82,0.9987941538252928,15.93,30.61,22.16708333333333,15.782083333333333,1.8091666666666668,1
RJP_0192,2016-02-23,24,6233.91,6237.88,0.9993635658268514,15.2,31.71,22.372083333333336,14.013333333333335,2.4804166666666663,1
RJP_0192,2016-02-24,24,6087.66,6252.4800000000005,0.973639259941655,14.22,32.64,23.5475,11.16375,1.856666666666667,1
RJP_0192,2016-02-25,24,6186.85,6217.63,0.9950495606846982,13.19,32.57,22.639166666666664,12.314166666666669,2.6179166666666664,1
RJP_0192,2016-02-26,24,6123.49,6138.81,0.9975044023190164,13.75,32.52,22.27916666666667,13.808333333333332,3.202083333333333,1
RJP_0192,2016-02-27,24,6204.280000000001,6209.51,0.9991577435256568,13.15,32.8,22.30666666666666,15.365416666666668,2.9450000000000003,1
RJP_0192,2016-02-28,24,6170.17,6174.219999999999,0.9993440466973968,13.77,33.02,22.90416666666667,16.123333333333335,3.06125,1
RJP_0192,2016-02-29,24,6127.4800000000005,6132.360000000001,0.9992042215395052,15.34,34.14,24.1225,16.43875,2.9379166666666663,1
RJP_0192,2016-03-01,24,5901.35,6041.539999999999,0.9767956514398648,16.39,35.04,25.251666666666665,18.76,2.7916666666666665,1
RJP_0192,2016-03-02,24,5543.35,5636.1,0.9835435851031742,17.03,35.61,26.92708333333333,17.752083333333335,2.897083333333333,1
RJP_0192,2016-03-03,24,5736.69,5786.33,0.9914211598716284,19.1,36.27,26.725,24.976250000000004,3.252916666666667,1
RJP_0192,2016-03-04,24,5480.88,6024.74,0.909728884565973,18.26,34.23,25.571250000000003,35.47416666666667,3.3720833333333338,1
RJP_0192,2016-03-05,24,5745.950000000001,6061.21,0.9479872830672424,17.02,31.42,23.55458333333333,45.45333333333334,4.435,1
RJP_0192,2016-03-06,24,6016.200000000001,6289.21,0.9565907323813326,15.75,29.85,22.492916666666662,42.75708333333333,3.2525,1
RJP_0192,2016-03-07,24,5884.73,6152.3,0.956508947873153,15.34,28.04,21.329166666666666,42.56875,2.7583333333333333,1
RJP_0192,2016-03-08,24,6297.92,6333.7,0.994350853371647,14.89,29.97,22.46875,33.03458333333334,2.630416666666666,1
RJP_0192,2016-03-09,24,6258.01,6402.91,0.977369664730568,16.74,31.77,25.082083333333333,35.044583333333335,1.8379166666666664,1
RJP_0192,2016-03-10,24,6069.389999999999,6159.3,0.9854025619794456,18.42,34.19,26.508333333333336,34.875416666666666,4.055416666666667,1
RJP_0192,2016-03-11,24,5477.24,6257.4400000000005,0.8753164233296683,19.09,32.74,24.995833333333337,41.66416666666667,5.11375,1
RJP_0192,2016-03-12,24,6155.030000000001,6381.470000000001,0.964516012768218,17.84,29.23,23.43958333333333,43.29458333333333,3.797916666666667,1
RJP_0192,2016-03-13,24,6241.41,6587.97,0.9473950245675072,16.32,30.01,23.03083333333333,40.94791666666666,2.887083333333333,1
RJP_0192,2016-03-14,24,6479.63,6740.77,0.9612596187082484,16.05,30.11,23.09625,35.69625,2.888333333333333,1
RJP_0192,2016-03-15,24,6208.45,6603.17,0.9402226506359824,16.17,31.72,23.83125,27.06583333333333,2.987083333333333,1
RJP_0192,2016-03-16,24,6146.030000000001,6541.92,0.9394841269841272,16.07,32.64,25.84958333333333,23.94833333333333,2.2616666666666667,1
RJP_0192,2016-03-17,24,5412.85,6293.53,0.8600658136212905,20.47,32.03,25.95583333333333,39.97666666666667,4.325,1
RJP_0192,2016-03-18,24,6326.39,6388.370000000001,0.9902979946371296,19.95,33.7,26.99666666666667,36.79291666666666,1.7945833333333336,1
RJP_0192,2016-03-19,24,6472.07,6483.27,0.9982724766977156,19.02,35.32,27.2475,28.84625,3.0666666666666664,1
RJP_0192,2016-03-20,24,6848.82,6876.1900000000005,0.9960195980622988,18.34,34.85,26.227500000000003,23.44833333333333,2.685416666666667,1
RJP_0192,2016-03-21,24,6946.62,6948.98,0.9996603818114314,16.96,34.25,25.444166666666664,26.08708333333333,4.17125,1
