k,BIC,AIC,silhouette,davies_bouldin,calinski_harabasz,bootstrap_ari_mean,bootstrap_effective_n_resamples,bootstrap_n_failed_resamples,kmeans_silhouette,in_silhouette_band
2,23035.262854611465,22705.961305932156,0.36721436313944295,1.0899239509259424,353.6594635753765,0.962029447925419,50,0,0.37019309197745426,False
3,20430.25485383623,19934.1642090726,0.25514585912942467,1.354904707341192,269.5790411354444,0.8059184933139417,50,0,0.3026852078480813,True
4,17825.478577862777,17162.598837014822,0.29042563667585103,1.1859405137142083,252.69557858229484,0.8156636274587128,50,0,0.32374288767936604,True
5,16552.807315106733,15723.138478174453,0.2998638279599981,1.3507855972559302,241.3696636316438,0.6839862335266796,50,0,0.33545194130175754,True
6,15269.099244871153,14272.64131185455,0.3086887154150063,1.4303484211347932,224.8276654913211,0.7333647499039944,50,0,0.3315838671743876,True
7,14449.330899176268,13286.083870075341,0.26227638710730095,1.5495687140029877,187.23828157486474,0.6616273757275838,50,0,0.31097744082911355,True
8,13970.611189997757,12640.575064812505,0.28716665468114305,1.2903768241180666,208.84962175064135,0.735478147219879,50,0,0.30555198020843427,True
