chosen_k_levelB,n_shifting_points,n_total_points,regime_shift_fraction,season_ari,season_nmi,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k
4,120,133,0.9022556390977443,0.5013018582327192,0.6019517779059606,0.8156636274587128,50
