cluster_id,name,family,pcm_type,Tm_C,Tm_target_C,Tm_target_capped_C,L_required_kJ_per_kg,latent_heat_kJ_kg,cycles_tested,supercooling_K,breakeven_kappa,rescuable_by_kappa,calibrated_kappa,calibration_status,c1_melting_window,c2_absolute_band,c3_latent_heat,c4_cycling,c5_supercooling,c6_charging_feasibility,c7_corrosion_veto,c8_safety,survives_all,passes_all,upstream_cluster_profile_fingerprint,Tm_freezing_C,density_liquid_kg_m3,density_solid_kg_m3,Cp_liquid_kJ_kgK,Cp_solid_kJ_kgK,TC_W_mK,cycles_tested_status,flammable,n_properties_imputed,any_property_imputed,source,rho_H_MJ_m3,Cp_avg_kJ_kgK,cycles_confidence,in_absolute_band,corrosion_class,survives_c1_c2_c3_c6,survives_c7_corrosion,survives_c8_safety,f_Tm,latent_heat_margin_ratio,cycles_confidence_imputed,topsis_score,gra_grade,promethee_flow,vikor_Q,vikor_S,vikor_R,topsis_rank,gra_rank,promethee_rank,vikor_rank,vikor_compromise_note,borda_score,copeland_score,consensus_rank,copeland_rank,kendall_w,borda_copeland_agree,weight_f_Tm,weight_latent_heat_margin_ratio,weight_rho_H_MJ_m3,weight_TC_W_mK,weight_cycles_confidence,top3_inclusion_probability,top1_retention_rate,mean_spearman_rho_vs_baseline,n_draws
1,savE® OM50,Pluss Advanced Technologies,Organic,50.0,57.0,52.6050358242751,308.769419760062,189.0,2000.0,0.0,0.6121072486610487,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,50.0,859.0,961.0,2.78,3.33,0.175,Reported by manufacturer,Yes,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,181.629,3.055,1.0,True,low_organic,True,True,True,0.2162651668298873,0.6121072486610487,False,0.37251825742466105,0.5080070534666337,-0.04776147144739462,0.8057343423075816,0.6152430504178634,0.25140428727898606,9,8,8,6,single VIKOR winner acceptable,25.0,-3.0,7,8,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.085,0.0044,0.6866065934065934,5000
1,n-Tricosane (C23),Literature,Organic n-alkane,47.5,57.0,52.6050358242751,308.769419760062,232.0,1216.0,2.6000000000000014,0.7513697443881656,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,44.9,780.0,797.0,2.39,2.06,0.239,Estimated via MICE-RF-PMM,No,10,True,manufacturer_datasheet_MICE_RF_PMM_completed,184.904,2.225,0.9345833545300116,True,low_organic,True,True,True,0.059587318761986086,0.7513697443881656,False,0.4075205863673741,0.4706640417855493,-0.11335601511009881,0.7752328372705075,0.6215783566455226,0.2400548016573062,7,11,10,5,single VIKOR winner acceptable,23.0,-3.0,9,8,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.06,0.0008,0.6866065934065934,5000
1,Paraffin/HDPE PCM3,Literature,Organic blend,49.9,57.0,52.6050358242751,308.769419760062,187.0,2000.0,-0.1000000000000014,0.605629923278392,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,50.0,851.0,952.0,2.19,2.02,0.174,Estimated via MICE-RF-PMM,Yes,11,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.024,2.105,1.0,True,low_organic,True,True,True,0.2069428729276775,0.605629923278392,False,0.3576922631991905,0.5002304743437448,-0.056859604638780516,0.8509128288140541,0.6372368329178246,0.259022599014713,11,9,9,10,single VIKOR winner acceptable,17.0,-5.0,10,10,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.0678,0.0034,0.6866065934065934,5000
1,C22H46 (docosane-class paraffin),Paraffin,Organic,44.5,57.0,52.6050358242751,308.769419760062,249.0,,,0.8064270101407467,True,0.6,in_band,pass,pass,pass,flag_unreported,flag_unknown,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Likely (organic),True,True,2505_3_1788855388.673,,,,,,,not_reported,Likely (organic),0,False,Singh2025_Table2_literature,,,0.9609410366096818,True,low_organic,True,True,True,0.0075756774442599355,0.8064270101407467,True,0.3719162755322991,0.48783597861183026,-0.25501421696166876,0.9463256204771295,0.696333695799514,0.27140638558276364,10,10,11,12,single VIKOR winner acceptable,13.0,-8.0,11,11,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.0338,0.0004,0.6866065934065934,5000
1,PlusICE A50,PCM Products Ltd.,Organic PCM,50.0,57.0,52.6050358242751,308.769419760062,190.0,1526.0,1.1000000000000014,0.6153459113523769,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,48.9,810.0,810.0,2.15,2.15,0.18,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,153.9,2.15,0.9644352426742184,True,low_organic,True,True,True,0.2162651668298873,0.6153459113523769,False,0.30309067343011714,0.41118800029122843,-0.27963415963185406,0.918675566067502,0.7482356472878002,0.24759513141112272,12,13,12,11,single VIKOR winner acceptable,8.0,-10.0,12,12,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.0266,0.0,0.6866065934065934,5000
1,savE® OM42,Pluss Advanced Technologies,Organic,44.0,57.0,52.6050358242751,308.769419760062,199.0,2000.0,1.0,0.6444938755743317,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,43.0,863.0,903.0,2.78,2.71,0.145,Reported by manufacturer,Yes,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,179.697,2.745,1.0,True,low_organic,True,True,True,0.005086069231012701,0.6444938755743317,False,0.2608270995521442,0.466519117016582,-0.32373303918131474,0.9939735379624299,0.7418330486508351,0.27290707194569386,13,12,13,13,single VIKOR winner acceptable,5.0,-12.0,13,13,0.9306318681318682,True,0.27290707194569386,0.259022599014713,0.13833772704355699,0.17199337363011682,0.1577392283659195,0.0018,0.0,0.6866065934065934,5000
2,n-Tetracosane (C24),Literature,Organic n-alkane,52.0,57.000000000000014,52.92157291642985,276.8331036750025,255.0,1368.0,2.700000000000003,0.921132612447122,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,49.3,799.0,799.0,2.39,2.0,0.2395,Estimated via MICE-RF-PMM,Yes,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,203.745,2.1950000000000003,0.9500662519113888,True,low_organic,True,True,True,0.4578333617716122,0.9211326124471219,False,0.7281748368893056,0.7306280804084677,0.5956340985881952,0.0,0.2494476239517105,0.10344184521812645,1,1,1,1,single VIKOR winner acceptable,64.0,15.0,1,1,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.9434,0.73,0.7509517647058823,5000
2,savE® OM49,Pluss Advanced Technologies,Organic,49.0,57.000000000000014,52.92157291642985,276.8331036750025,224.0,1200.0,3.5,0.8091517850515894,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,45.5,780.0,816.0,2.4,2.1,0.3,Reported by manufacturer,No,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,182.784,2.25,0.9328423243457084,True,low_organic,True,True,True,0.13533528323661173,0.8091517850515894,False,0.5664535309530447,0.5727749978702571,0.14761315221239937,0.5257726932148976,0.5021526824503315,0.20337266820300767,2,4,4,4,single VIKOR winner acceptable,54.0,11.0,2,2,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.4876,0.11,0.7509517647058823,5000
2,PlusICE A52,PCM Products Ltd.,Organic PCM,52.0,57.000000000000014,52.92157291642985,276.8331036750025,220.0,1447.0,2.799999999999997,0.794702646032811,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,49.2,810.0,810.0,2.15,2.15,0.18,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.2,2.15,0.957446830545145,True,low_organic,True,True,True,0.4578333617716122,0.794702646032811,False,0.5186115500360903,0.5674241932390371,0.20724765940011575,0.3972772506739166,0.46390976030144593,0.17152554148124716,3,6,3,2,single VIKOR winner acceptable,54.0,11.0,2,2,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.4264,0.0672,0.7509517647058823,5000
2,n-Docosane (C22),Literature,Organic n-alkane,44.5,57.000000000000014,52.92157291642985,276.8331036750025,249.0,1440.0,0.2000000000000028,0.8994589039189543,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,44.3,880.0,880.0,2.06,2.0,0.24,Estimated via MICE-RF-PMM,No,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,219.12,2.03,0.9568093196316532,True,low_organic,True,True,True,0.007575677444259848,0.8994589039189543,False,0.506690283911071,0.6176921233212522,0.21564009762614578,0.6984818043505828,0.46433134323405495,0.2743476551095965,4,2,2,11,single VIKOR winner acceptable,49.0,11.0,4,2,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.3368,0.029,0.7509517647058823,5000
2,Paraffin/HDPE PCM2,Literature,Organic blend,50.6,57.000000000000014,52.92157291642985,276.8331036750025,187.0,2000.0,1.3999999999999986,0.6754972491278893,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,49.2,846.0,954.0,2.06,2.02,0.177,Estimated via MICE-RF-PMM,Yes,11,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.398,2.04,1.0,True,low_organic,True,True,True,0.2780373004531927,0.6754972491278893,False,0.38751574452308046,0.5207696611266034,0.01919299918340188,0.49912070969180794,0.5605872104030984,0.17581368001827835,9,8,6,3,single VIKOR winner acceptable,42.0,3.0,5,6,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0762,0.0076,0.7509517647058823,5000
2,Paraffin/Expanded graphite (92% paraffin),Literature,Organic/composite blend,52.2,57.000000000000014,52.92157291642985,276.8331036750025,170.0,2000.0,3.0,0.6140884082980812,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,49.2,791.0,871.0,2.77,3.2,0.157,Estimated via MICE-RF-PMM,Yes,10,True,manufacturer_datasheet_MICE_RF_PMM_completed,148.07,2.9850000000000003,1.0,True,low_organic,True,True,True,0.48675225595997,0.6140884082980812,False,0.4261627530497632,0.5958925920572731,-0.05404648048703328,0.6182473709275345,0.5846721586039919,0.2089284236743112,8,3,11,8,single VIKOR winner acceptable,38.0,1.0,6,7,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.1902,0.02,0.7509517647058823,5000
2,RT45HC,Rubitherm Technologies,Organic (RT-line),45.0,57.000000000000014,52.92157291642985,276.8331036750025,240.0,1216.0,0.0,0.8669483411267029,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,45.0,770.0,880.0,2.0,2.0,0.24,Estimated via MICE-RF-PMM,No,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,211.2,2.0,0.9345833545300116,True,low_organic,True,True,True,0.011108996538242188,0.8669483411267029,False,0.4771401843312955,0.5460617375010659,0.1229766286193236,0.7706908007350883,0.5487246044700905,0.2723847711849249,5,7,5,13,single VIKOR winner acceptable,38.0,5.0,6,5,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.178,0.0068,0.7509517647058823,5000
2,Paraffin/HDPE PCM6,Literature,Organic blend,50.3,57.000000000000014,52.92157291642985,276.8331036750025,187.0,2000.0,1.0,0.6754972491278893,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,49.3,851.0,953.0,2.19,2.02,0.1745,Estimated via MICE-RF-PMM,Yes,11,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.211,2.105,1.0,True,low_organic,True,True,True,0.2459043843770659,0.6754972491278893,False,0.36378285194531784,0.5103590480586842,-0.00027322786074073234,0.5297609950073194,0.5824411516969702,0.17938712879913765,10,9,7,5,single VIKOR winner acceptable,37.0,1.0,8,7,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0494,0.0032,0.7509517647058823,5000
2,Palmitic-Stearic eutectic (64.2/35.8),Eutectic,Organic,52.3,57.000000000000014,52.92157291642985,276.8331036750025,181.7,,,0.656352139928008,True,0.6,in_band,pass,pass,pass,flag_unreported,flag_unknown,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Likely (organic),True,True,2505_3_1788855388.673,,,,,,,not_reported,Likely (organic),0,False,Singh2025_Table2_literature,,,0.9822176213371092,True,low_organic,True,True,True,0.5014193510329379,0.656352139928008,True,0.4284013061819118,0.5678493333637,-0.09579897679295915,0.643453578441813,0.594608993794505,0.21440692685155893,7,5,12,10,single VIKOR winner acceptable,34.0,-1.0,9,9,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.1546,0.0204,0.7509517647058823,5000
2,savE® OM50,Pluss Advanced Technologies,Organic,50.0,57.000000000000014,52.92157291642985,276.8331036750025,189.0,2000.0,0.0,0.6827218186372785,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,50.0,859.0,961.0,2.78,3.33,0.175,Reported by manufacturer,Yes,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,181.629,3.055,1.0,True,low_organic,True,True,True,0.21626516682988595,0.6827218186372785,False,0.3554265841714087,0.5080808697859379,-0.0012085635704048414,0.5304265219960019,0.5854253480074851,0.17867243904296579,11,10,8,6,single VIKOR winner acceptable,33.0,-1.0,10,9,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.033,0.0032,0.7509517647058823,5000
2,Paraffin/HDPE PCM3,Literature,Organic blend,49.9,57.000000000000014,52.92157291642985,276.8331036750025,187.0,2000.0,-0.1000000000000014,0.6754972491278893,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,50.0,851.0,952.0,2.19,2.02,0.174,Estimated via MICE-RF-PMM,Yes,11,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.024,2.105,1.0,True,low_organic,True,True,True,0.20694287292767616,0.6754972491278893,False,0.33917177250101344,0.5002715981687654,-0.012752078457691685,0.5529011464904763,0.6052298605992552,0.18010181855530952,12,11,9,7,single VIKOR winner acceptable,29.0,-3.0,11,11,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0236,0.001,0.7509517647058823,5000
2,n-Tricosane (C23),Literature,Organic n-alkane,47.5,57.000000000000014,52.92157291642985,276.8331036750025,232.0,1216.0,2.6000000000000014,0.8380500630891462,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,44.9,780.0,797.0,2.39,2.06,0.239,Estimated via MICE-RF-PMM,No,10,True,manufacturer_datasheet_MICE_RF_PMM_completed,184.904,2.225,0.9345833545300116,True,low_organic,True,True,True,0.05958731876198558,0.8380500630891462,False,0.44480440642653846,0.4824769261156475,-0.015706274060838334,0.7422968977174212,0.6032855552860308,0.2454533458432105,6,13,10,12,single VIKOR winner acceptable,27.0,-5.0,12,12,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0834,0.0014,0.7509517647058823,5000
2,C22H46 (docosane-class paraffin),Paraffin,Organic,44.5,57.000000000000014,52.92157291642985,276.8331036750025,249.0,,,0.8994589039189543,True,0.6,in_band,pass,pass,pass,flag_unreported,flag_unknown,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Likely (organic),True,True,2505_3_1788855388.673,,,,,,,not_reported,Likely (organic),0,False,Singh2025_Table2_literature,,,0.9822176213371092,True,low_organic,True,True,True,0.007575677444259848,0.8994589039189543,True,0.3190698998614316,0.491353247605167,-0.23982907335043677,0.9194267587739884,0.703534496983147,0.2743476551095965,13,12,13,14,single VIKOR winner acceptable,16.0,-9.0,13,13,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0056,0.0,0.7509517647058823,5000
2,PlusICE A50,PCM Products Ltd.,Organic PCM,50.0,57.000000000000014,52.92157291642985,276.8331036750025,190.0,1526.0,1.1000000000000014,0.6863341033919731,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,48.9,810.0,810.0,2.15,2.15,0.18,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,153.9,2.15,0.9644352426742184,True,low_organic,True,True,True,0.21626516682988595,0.6863341033919731,False,0.2884038464480923,0.41749048403182276,-0.2569592525100868,0.6275267609365502,0.7131863692547366,0.17152554148124716,14,16,15,9,single VIKOR winner acceptable,14.0,-12.0,14,14,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0114,0.0002,0.7509517647058823,5000
2,Lauric acid (C12),Literature,Organic fatty acid,44.8,57.000000000000014,52.92157291642985,276.8331036750025,184.0,2000.0,0.0,0.6646603948638056,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2505_3_1788855388.673,44.8,870.0,960.0,1.6,2.0,0.1639999999999999,Estimated via MICE-RF-PMM,Yes,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,176.64,1.8,1.0,True,low_organic,True,True,True,0.009549657395020181,0.6646603948638056,False,0.23627683610328873,0.4595821897135296,-0.24856076955657755,0.9496562519622103,0.7397354263469971,0.27325103931863365,15,14,14,16,single VIKOR winner acceptable,9.0,-12.0,15,14,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0002,0.0,0.7509517647058823,5000
2,savE® OM46,Pluss Advanced Technologies,Organic,47.0,57.000000000000014,52.92157291642985,276.8331036750025,177.0,2000.0,2.0,0.6393744015809434,True,0.6,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,True,True,2505_3_1788855388.673,45.0,880.0,917.0,2.7,2.5,0.15,Reported by manufacturer,No,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,162.309,2.6,1.0,True,low_organic,True,True,True,0.043936933623407025,0.6393744015809434,False,0.19950168420907446,0.4432366396582015,-0.3831699389828126,0.9409032205504404,0.7907660586109053,0.2541476892031849,16,15,16,15,single VIKOR winner acceptable,6.0,-15.0,16,16,0.7790441176470588,True,0.2743476551095965,0.2089284236743112,0.16319437376908844,0.21440692685155893,0.13912262059544495,0.0002,0.0,0.7509517647058823,5000
