regime_id,pcm_id,n_draws,p_meets_delivery_temp,p_meets_annual_demand,p_temperature_violation,p_exceeds_max_safe_temp,useful_energy_p05_kWh,useful_energy_p50_kWh,useful_energy_p95_kWh,solar_fraction_p05,solar_fraction_p95,pump_energy_p05_kWh,pump_energy_p95_kWh,pcm_mass_p05_kg,pcm_mass_p95_kg,max_water_temp_p95_C,robust_per_framework_rule
0,RT50,120,1.0,0.9166666666666666,0.0,0.0,1449.906056828607,1554.8651180170796,1712.3971275412334,0.49455092974189496,0.6156810696448155,3.6289956838787457e-10,3.9206725850423754e-10,0.5192204703289449,0.5192204703289449,72.24367978946584,True
1,NONE_plain_tank,120,1.0,0.9916666666666667,0.0,0.0,1502.0653345198677,1650.4502384942723,1771.3315814081102,0.5114539920792762,0.6513826750945221,1.1540162746388459e-10,1.260731555795862e-10,0.0,0.0,72.79485559208982,True
2,NONE_plain_tank,120,1.0,0.8,0.0,0.0,1444.871842651625,1558.3813106511948,1689.0073380080821,0.4696122148874373,0.6085139243795538,2.8254390769985193e-10,3.004951223084954e-10,0.0,0.0,72.70585279074174,True
