draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,n_shield_water_activations,n_shield_pcm_activations,final_f_melt,complete_melt_cycles,n_hours_simulated,mean_f_melt,min_f_melt,max_f_melt
45,0,NONE_plain_tank,True,,0.9359542614420563,-1.1159826634223386,1.156691607284079,-0.30244511378092187,1.0912775727616237,rajasthan,0,,26.18327757276162,1473.9321925529205,0.4881099788293989,2168,1418.5644396458608,5.223441819243516e-11,1549.915590659302,76.29366050710755,0.0,0.0,0.004703745263511893,0.0,63.47207353081747,63.47207353081747,0,0,0,0.0,0,8760,0.0,0.0,0.0
46,0,NONE_plain_tank,True,,0.9731682315812921,-0.5426658318782885,1.1869578278551445,-0.20195502213622984,-1.6994202810026642,rajasthan,0,,23.392579718997336,1618.2608996215208,0.4679832922414222,1871,1737.2980094419943,5.382512066829628e-11,1680.8694432133082,63.021847975798686,0.0,0.0,0.0012735471617488163,0.0,63.148888460182654,63.148888460182654,0,0,0,0.0,0,8760,0.0,0.0,0.0
47,0,NONE_plain_tank,True,,0.9896421050257957,-0.8022309678371402,0.936003377831262,0.26040207567214124,1.7677508730341303,rajasthan,0,,26.85975087303413,1455.536942337726,0.5811898904909185,3346,905.4170363607335,4.987782193190017e-11,1551.3215308038468,95.99483830597396,0.0,0.0,0.0017984878875371014,0.0,72.52993239239792,72.52993239239792,0,937,0,0.0,0,8760,0.0,0.0,0.0
48,0,NONE_plain_tank,True,,0.9350911758438345,-0.9271690651641269,0.8768296583045119,-0.19355419541278962,0.333544546088985,rajasthan,0,,25.425544546088982,1423.580543300064,0.5696889733827035,2947,940.3688567325282,5.175154699787456e-11,1508.0094329772915,84.69315460600669,0.0,0.0,0.0003093070008226434,0.0,68.4841079286807,68.4841079286807,0,0,0,0.0,0,8760,0.0,0.0,0.0
49,0,NONE_plain_tank,True,,1.0636419103570924,0.5301678898766538,0.8643313479242888,0.34016319778278525,-1.499159824501763,rajasthan,0,,23.592840175498235,1628.5910927329508,0.6034713642126639,3384,934.1674145470085,5.059519755826891e-11,1714.0141113356601,85.76389500298878,0.0,0.0,1.2510672283152183e-05,0.0,72.66996400679558,72.66996400679558,0,1608,0,0.0,0,8760,0.0,0.0,0.0
50,0,NONE_plain_tank,True,,0.9616843441468163,-0.598742757659882,0.9347920278120376,0.447835510502246,0.5582669646224083,rajasthan,0,,25.650266964622407,1451.4027620071854,0.5611280165954933,3116,1010.738193987638,5.0627542997138996e-11,1539.3660221718235,88.22629778461307,0.0,0.0,0.0009875616486757599,0.0,72.52436487735552,72.52436487735552,0,637,0,0.0,0,8760,0.0,0.0,0.0
51,0,NONE_plain_tank,True,,1.0454983551623935,-0.7852367080182785,1.1141755781609555,0.045861527524460044,1.1071584178686735,rajasthan,0,,26.199158417868674,1603.8897151600393,0.53387467269432,3115,1243.2099249901862,5.064602610506476e-11,1693.190313776869,89.59719997882787,0.0,0.0,0.0037047451038776354,0.0,72.5832260784532,72.5832260784532,0,761,0,0.0,0,8760,0.0,0.0,0.0
52,0,NONE_plain_tank,True,,0.9908798420841366,-1.1624135764317782,0.8473894312968713,-0.011711716691405916,1.9641592906771654,rajasthan,0,,27.056159290677165,1455.4280079459365,0.6115329423550715,3601,752.0790428774236,5.11219661341532e-11,1554.0294416188706,98.77842005369867,0.0,0.0,0.0006923804435290111,0.0,72.10260979241423,72.10260979241423,0,3,0,0.0,0,8760,0.0,0.0,0.0
53,0,NONE_plain_tank,True,,1.0593487408948523,-0.325597171326941,0.9070634256555269,-0.092076047056047,-1.1390637865403006,rajasthan,0,,23.952936213459697,1664.1828169142418,0.5852541041375525,3289,1008.1429388355467,5.2858223084929717e-11,1747.839094440521,83.9963234590327,0.0,0.0,5.1321938940912805e-05,0.0,72.12505764714803,72.12505764714803,0,3,0,0.0,0,8760,0.0,0.0,0.0
54,0,NONE_plain_tank,True,,1.0606233687665962,-1.474084697813121,0.89319332130572,0.44259745346583446,0.9645575672994751,rajasthan,0,,26.056557567299475,1537.2895014813678,0.6048117415126013,3510,851.3717681563719,4.9301380003465385e-11,1639.7118057187668,102.65378106808637,0.0,0.0,0.0006680794404464469,0.0,72.76327448205494,72.76327448205494,0,1574,0,0.0,0,8760,0.0,0.0,0.0
55,0,NONE_plain_tank,True,,1.0105860479899471,-0.9527580618281171,1.1109743242955483,-0.36465829821937434,0.15150564032190994,rajasthan,0,,25.24350564032191,1605.7188953245632,0.5158056438502154,2557,1353.1454210142952,5.269071991935248e-11,1683.6687758951775,78.25981270619924,0.0,0.0,0.001387615178102205,0.0,66.39306944665823,66.39306944665823,0,0,0,0.0,0,8760,0.0,0.0,0.0
56,0,NONE_plain_tank,True,,1.0063944319565041,-0.7653026736777445,1.1548513578140431,-0.017363254860083388,-1.1483297373927233,rajasthan,0,,23.943670262607277,1646.2642610426408,0.4909884588742136,2151,1575.9674165820861,5.3440440984591306e-11,1715.7486365537045,69.8632682901192,0.0,0.0,0.0010877505458534323,0.0,65.73557667114643,65.73557667114643,0,0,0,0.0,0,8760,0.0,0.0,0.0
57,0,NONE_plain_tank,True,,0.9410773609726465,1.1530784306161892,0.8047628659073979,-0.13177204337164983,-0.3503165866067852,rajasthan,0,,24.741683413393215,1470.4152185547707,0.6069187800287195,3293,815.9516406912642,5.2557872581136046e-11,1548.4460866759298,78.31046841652592,0.0,0.0,1.230759656979265e-05,0.0,72.16295438014063,72.16295438014063,0,2,0,0.0,0,8760,0.0,0.0,0.0
58,0,NONE_plain_tank,True,,0.9599431925828871,0.3466875272072727,1.136032095223679,-0.45851729436126876,-1.9556336687345217,rajasthan,0,,23.136366331265478,1614.1101106469691,0.4801599857728174,1960,1643.9684991816614,5.4071177042558024e-11,1672.8348834258913,59.1341984004081,0.0,0.0,0.0004096297146138917,0.0,63.275014176688266,63.275014176688266,0,0,0,0.0,0,8760,0.0,0.0,0.0
59,0,NONE_plain_tank,True,,1.0127548673499716,-0.9913272257459771,1.1730052190431663,0.24169074342159025,1.0055261865249743,rajasthan,0,,26.097526186524973,1568.0853241989762,0.5045696787052809,2909,1398.659548769153,5.1152001184532567e-11,1653.4715353344725,85.72508265862047,0.0,0.0,0.005694720476675681,0.0,72.49155542362007,72.49155542362007,0,372,0,0.0,0,8760,0.0,0.0,0.0
60,0,NONE_plain_tank,True,,1.0313961914426828,-1.3765203427494432,1.044981910753835,-0.34884130435009697,-0.8440067067551587,rajasthan,0,,24.24799329324484,1633.5836621791354,0.5294563455296624,2640,1299.2108393227063,5.278198026473594e-11,1713.348761307524,80.11364687846223,0.0,0.0,0.0005097331600009298,0.0,68.22438138729802,68.22438138729802,0,0,0,0.0,0,8760,0.0,0.0,0.0
61,0,NONE_plain_tank,True,,1.0509688881761317,-0.42677482297136216,0.8160993787454064,0.09801080887042712,-1.4362173342596738,rajasthan,0,,23.655782665740325,1570.9011476890025,0.615010272033708,3418,853.8533097048619,5.004994587445885e-11,1662.8735530023196,92.30271628448502,0.0,0.0,1.6259649179347995e-05,0.0,72.67459640332955,72.67459640332955,0,1619,0,0.0,0,8760,0.0,0.0,0.0
62,0,NONE_plain_tank,True,,1.0459199354239328,0.7861861016951872,0.8248930191401134,-0.002243244705552261,-0.6055281174621912,rajasthan,0,,24.486471882537806,1626.7021634524704,0.6230255750420695,3649,812.1957621684676,5.272653094095865e-11,1712.3855445396823,85.97623166398529,0.0,0.0,6.915742448802311e-06,0.0,72.19691609237232,72.19691609237232,0,35,0,0.0,0,8760,0.0,0.0,0.0
63,0,NONE_plain_tank,True,,1.011878464949595,0.0482520528773529,0.8946344352925135,0.14329271803286858,0.9687179130340109,rajasthan,0,,26.06071791303401,1505.8210788699241,0.599265826881,3439,864.5225874153589,4.990554659378882e-11,1598.1727158414058,92.5746935204931,0.0,0.0,0.00038696581138495095,0.0,72.64044515113955,72.64044515113955,0,1304,0,0.0,0,8760,0.0,0.0,0.0
64,0,NONE_plain_tank,True,,0.9320554236592434,-1.3218987960369997,0.8750384782481228,-0.44225969382936015,0.17834627053207397,rajasthan,0,,25.270346270532073,1414.8177915312765,0.5656303037910205,2862,954.8100363581497,5.17446158324024e-11,1500.1553212894423,85.61161510675629,0.0,0.0,0.0003773610616310215,0.0,67.85855443525912,67.85855443525912,0,0,0,0.0,0,8760,0.0,0.0,0.0
65,0,NONE_plain_tank,True,,1.0305248882147688,1.187409330844452,0.8041198409124064,0.4945644807860544,0.4902730576859895,rajasthan,0,,25.58227305768599,1525.21735441194,0.642249349905508,3668,711.2306135196512,4.962483439216626e-11,1617.1642307252253,92.16467035525578,0.0,0.0,1.578357731455226e-05,0.0,72.7567583531843,72.7567583531843,0,1877,0,0.0,0,8760,0.0,0.0,0.0
66,0,NONE_plain_tank,True,,0.9855203716708689,0.054126007124268405,0.8508423531746205,0.027080110559445814,-1.2796575016444791,rajasthan,0,,23.81234249835552,1512.108636654729,0.585985429295687,3190,950.2951488248245,5.082623640734097e-11,1595.9280052518334,84.14914361564763,0.0,0.0,3.184648403866058e-05,0.0,72.56746778468829,72.56746778468829,0,937,0,0.0,0,8760,0.0,0.0,0.0
67,0,NONE_plain_tank,True,,1.0063543935578803,-0.30372713346620506,0.9343465005360431,-0.4920998853152675,1.9485559843046496,rajasthan,0,,27.04055598430465,1523.8142091690474,0.5891213995335051,3501,877.8599102006352,5.1779271659763205e-11,1614.8090575438382,91.17764114376736,0.0,0.0,0.0006209544009708761,0.0,71.28243415402194,71.28243415402194,0,0,0,0.0,0,8760,0.0,0.0,0.0
68,0,NONE_plain_tank,True,,0.9602229965329043,-0.8491451479298491,1.0506954408335802,0.44588911272828036,-1.2864281346183555,rajasthan,0,,23.805571865381644,1519.8928963342212,0.4994797608817614,2661,1419.1589372411272,5.1837031372031225e-11,1595.7246084622948,76.21836282588737,0.0,0.0,0.001511913164950653,0.0,72.49783712482612,72.49783712482612,0,113,0,0.0,0,8760,0.0,0.0,0.0
69,0,NONE_plain_tank,True,,0.9314567560985716,0.7938209319728742,0.8675909446100587,-0.27107745121918825,1.6491687756242484,rajasthan,0,,26.741168775624246,1425.0888362863684,0.5954780093761676,3372,815.9075705234828,5.199067220666414e-11,1508.201575320066,83.29671405327838,0.0,0.0,0.00021378272242391562,0.0,69.25706218360322,69.25706218360322,0,0,0,0.0,0,8760,0.0,0.0,0.0
70,0,NONE_plain_tank,True,,0.9729290789120354,0.8720936607092571,0.8147695316627861,-0.4162064540042647,0.6428352319972941,rajasthan,0,,25.734835231997295,1489.7236584620691,0.6184968266994344,3562,762.4590173268383,5.210041565997337e-11,1574.891108353068,85.39305141038169,0.0,0.0,4.311376472553567e-05,0.0,71.90974842130066,71.90974842130066,0,0,0,0.0,0,8760,0.0,0.0,0.0
71,0,NONE_plain_tank,True,,1.0146265911710808,-0.2335364860351743,0.9828107368035678,-0.015522406519050902,-0.6488427403321282,rajasthan,0,,24.44315725966787,1611.3799935263332,0.5520156263431211,2885,1152.3914136119938,5.301648469654408e-11,1688.9872477499666,77.93034267716813,0.0,0.0,0.00018296770666856812,0.0,69.15203005342467,69.15203005342467,0,0,0,0.0,0,8760,0.0,0.0,0.0
72,0,NONE_plain_tank,True,,0.9509808414251306,-0.7821690394650087,1.0111445643699728,0.2715757860152368,-1.7172235354691137,rajasthan,0,,23.374776464530886,1509.3507142570295,0.5053335571679562,2637,1377.2004281436748,5.191096380373428e-11,1584.1537373215012,75.20018116678794,0.0,0.0,0.0008905889926423569,0.0,72.25068307202683,72.25068307202683,0,115,0,0.0,0,8760,0.0,0.0,0.0
73,0,NONE_plain_tank,True,,0.9876492166366032,-0.7535943729017103,0.8893879982786242,-0.1370513355519316,0.2687391044907468,rajasthan,0,,25.360739104490747,1512.8753663473951,0.582216254913681,3215,929.1349255426751,5.2028793616761033e-11,1599.8247853422315,87.21559902657266,0.0,0.0,0.00022446401655016937,0.0,69.7619641815906,69.7619641815906,0,0,0,0.0,0,8760,0.0,0.0,0.0
74,0,NONE_plain_tank,True,,1.0439903836523292,-1.4987007755413657,0.8154360315409882,0.22347591296998182,1.5419988140516492,rajasthan,0,,26.633998814051647,1468.1603486687272,0.6362191921740321,3674,693.6735437448281,4.8574762823133757e-11,1576.1003652108375,108.12238963195391,0.0,0.0,0.00041137834703280956,0.0,72.70657446857945,72.70657446857945,0,1732,0,0.0,0,8760,0.0,0.0,0.0
75,0,NONE_plain_tank,True,,0.972782177970686,-0.25430367149810684,0.8976774275332021,-0.06844555440396594,1.6009537271334575,rajasthan,0,,26.692953727133457,1474.2927974278066,0.5898643057763612,3402,858.1772437556683,5.171111519928695e-11,1563.1489118223205,89.05243486632841,0.0,0.0,0.0004173010230613504,0.0,70.22830328126847,70.22830328126847,0,0,0,0.0,0,8760,0.0,0.0,0.0
76,0,NONE_plain_tank,True,,1.0606237090526698,0.36476938411014315,1.0838552687794245,0.21544864306117528,-1.605411291305082,rajasthan,0,,23.486588708694917,1707.1055486689363,0.5248654505629518,2956,1410.6134710540846,5.1834720983540503e-11,1781.913247978854,75.19468199389689,0.0,0.0,0.000598994779170697,0.0,72.54038730194854,72.54038730194854,0,756,0,0.0,0,8760,0.0,0.0,0.0
77,0,NONE_plain_tank,True,,0.9482906629828339,-0.5264761443649306,0.9343914885949047,-0.3050515640929875,-0.15847781488675095,rajasthan,0,,24.933522185113247,1482.4025732233638,0.5514500113465224,2778,1070.8329237312716,5.2433111602637136e-11,1561.0206671824897,78.91454192819411,0.0,0.0,0.0002768547633708142,0.0,68.34126189814191,68.34126189814191,0,0,0,0.0,0,8760,0.0,0.0,0.0
78,0,NONE_plain_tank,True,,1.0567875941080032,1.1915172355115269,1.1539391382171398,-0.25045086343641176,-1.9399061998131435,rajasthan,0,,23.152093800186854,1787.2332648609558,0.5084803927055844,2408,1577.7726213614992,5.45286339637207e-11,1848.0744193574494,61.24387722824836,0.0,0.0,0.00017056772678912576,0.0,65.98642744820023,65.98642744820023,0,0,0,0.0,0,8760,0.0,0.0,0.0
79,0,NONE_plain_tank,True,,1.0431031102332193,-0.42920870380789045,0.8739273847984672,-0.47520011958608754,-1.5817424556513218,rajasthan,0,,23.510257544348676,1635.5412021367526,0.5885285716067434,3233,983.9138765477409,5.290443085474413e-11,1718.5546879270323,83.37204912507272,0.0,0.0,2.5370168601451827e-05,0.0,72.03793555083016,72.03793555083016,0,1,0,0.0,0,8760,0.0,0.0,0.0
80,0,NONE_plain_tank,True,,0.9491187566736972,-1.1823073200842336,1.0995651730755864,0.32826830612912206,-1.4731122364760454,rajasthan,0,,23.618887763523954,1514.6143462364382,0.4770759840249832,2485,1565.31122400675,5.193637807713221e-11,1588.369908986639,74.16996424943936,0.0,0.0,0.0022723290081355907,0.0,72.21471719825226,72.21471719825226,0,56,0,0.0,0,8760,0.0,0.0,0.0
81,0,NONE_plain_tank,True,,1.0252908192927377,-0.6236522368108764,1.0212530989191169,-0.4697630863505696,0.6568473260932772,rajasthan,0,,25.748847326093276,1599.874253255826,0.5526117319499433,3071,1119.9162836681157,5.242964601990105e-11,1683.6215205999115,84.00956121240027,0.0,0.0,0.0006220665029802092,0.0,69.25195711501124,69.25195711501124,0,0,0,0.0,0,8760,0.0,0.0,0.0
82,0,NONE_plain_tank,True,,1.031450899728563,0.9237403135509412,0.8359563862859952,-0.335553394171223,1.6378075480201626,rajasthan,0,,26.729807548020162,1562.1674604778457,0.6343044614570099,3893,711.1435025790104,5.190980860948892e-11,1654.607067180695,92.61357230797407,0.0,0.0,8.150863363370794e-05,0.0,72.23304552703843,72.23304552703843,0,68,0,0.0,0,8760,0.0,0.0,0.0
83,0,NONE_plain_tank,True,,1.039448696692132,0.17590292572754862,1.13350723644667,0.15906182458232687,-0.7703554378516442,rajasthan,0,,24.321644562148354,1668.202431070121,0.5115314668256874,2903,1457.765700406838,5.185898006269307e-11,1744.028201406155,76.18709856063543,0.0,0.0,0.0014845636885866234,0.0,72.61360747826556,72.61360747826556,0,555,0,0.0,0,8760,0.0,0.0,0.0
84,0,NONE_plain_tank,True,,0.9550322487140016,0.4904597943640814,1.143674224483447,-0.3167760035648113,-0.10299979998340181,rajasthan,0,,24.989000200016598,1564.0519063699137,0.4946727652272367,2199,1472.4978477062846,5.3476252006197477e-11,1629.4954374954348,65.76195189914624,0.0,0.0,0.0011822773363889072,0.0,65.00258772060583,65.00258772060583,0,0,0,0.0,0,8760,0.0,0.0,0.0
85,0,NONE_plain_tank,True,,1.0670119477113258,0.15864367015054093,1.0419137329565094,0.4055668524668522,0.985181220452906,rajasthan,0,,26.077181220452903,1631.7034588800268,0.5651347205379219,3333,1091.6493713663704,5.04762125509968e-11,1720.4077711666455,88.96114391560197,0.0,0.0,0.001431004832139382,0.0,72.60494525650792,72.60494525650792,0,1280,0,0.0,0,8760,0.0,0.0,0.0
86,0,NONE_plain_tank,True,,0.9820826396747353,-0.7271213692004747,1.1242836395928033,-0.1808336754164237,0.7322895479462623,rajasthan,0,,25.82428954794626,1556.4111187629674,0.510410119539647,2469,1343.9113732372475,5.25359238904742e-11,1633.4649812005753,77.34369459145778,0.0,0.0,0.0021561191081122494,0.0,65.85984296606108,65.85984296606108,0,0,0,0.0,0,8760,0.0,0.0,0.0
87,0,NONE_plain_tank,True,,1.0171723716642285,-1.0676683085831882,0.9222295386409592,0.23568283438322102,0.585548210064645,rajasthan,0,,25.677548210064643,1511.3680286715783,0.5805258656539869,3299,951.7377369337944,5.003608354351453e-11,1606.0725158462312,94.96287358742262,0.0,0.0,0.0008020141561720161,0.0,72.56641183323958,72.56641183323958,0,1086,0,0.0,0,8760,0.0,0.0,0.0
88,0,NONE_plain_tank,True,,1.0635912387585336,-0.6277565738557646,1.144101036033873,-0.10325848709275465,-1.3566599589209658,rajasthan,0,,23.735340041079034,1736.4733632458594,0.5088451633595212,2444,1521.4303965518332,5.349935589110468e-11,1808.5159547678734,72.4245782075412,0.0,0.0,0.0006417211843378934,0.0,67.36914169618095,67.36914169618095,0,0,0,0.0,0,8760,0.0,0.0,0.0
89,0,NONE_plain_tank,True,,0.9382779283116471,0.29483389963318896,0.8319836947750846,-0.15562750657703361,-0.5608065085693106,rajasthan,0,,24.531193491430688,1460.2491369143404,0.5871732267279068,3068,895.1298362684148,5.2399610969521687e-11,1538.7707393117491,78.82118858595399,0.0,0.0,3.6724180361707065e-05,0.0,69.65483438757548,69.65483438757548,0,0,0,0.0,0,8760,0.0,0.0,0.0
90,0,NONE_plain_tank,True,,1.0615290587747719,1.231550837997812,1.1114965061128925,0.2969432941421727,1.4835985003742902,rajasthan,0,,26.57559850037429,1657.1887461155582,0.5537335666700346,3296,1163.6076164005185,5.093482466640484e-11,1740.1991350661544,83.24936963271983,0.0,0.0,0.0018607963902886554,0.0,72.59338760389558,72.59338760389558,0,1149,0,0.0,0,8760,0.0,0.0,0.0
91,0,NONE_plain_tank,True,,0.9653774577513585,-1.3633604993085076,1.0680377030967032,0.39606054729731577,1.647701221488314,rajasthan,0,,26.739701221488314,1451.5499153886888,0.5246105010623102,2995,1180.4698244762103,5.063216377412044e-11,1541.9824990408076,90.72589164330311,0.0,0.0,0.005759960939539971,0.0,72.51287658258549,72.51287658258549,0,327,0,0.0,0,8760,0.0,0.0,0.0
92,0,NONE_plain_tank,True,,1.0063429955184664,1.3940335084305184,1.058413836179738,0.354528931782256,-1.1594556755018077,rajasthan,0,,23.932544324498192,1637.3538711994545,0.5271767378325412,2933,1342.3855693665907,5.20646046383672e-11,1706.9884368779358,69.99046802851679,0.0,0.0,0.0004652449831926753,0.0,72.56696716742562,72.56696716742562,0,613,0,0.0,0,8760,0.0,0.0,0.0
93,0,NONE_plain_tank,True,,1.010088438484,-1.0585445310759314,0.9693359586640357,0.40037120041894303,0.1971778805727764,rajasthan,0,,25.289177880572776,1526.7975955875543,0.5574383858786458,3143,1076.622984445466,5.051548915533905e-11,1617.1051371845797,90.5989751440184,0.0,0.0,0.0011948013440889894,0.0,72.54320145257343,72.54320145257343,0,827,0,0.0,0,8760,0.0,0.0,0.0
94,0,NONE_plain_tank,True,,0.9673277862879267,0.5430595534026428,1.0700941160889172,0.2676097801088395,1.22070594935307,rajasthan,0,,26.31270594935307,1508.1086310173257,0.5319265084542086,3029,1191.7722925050648,5.127098619180468e-11,1588.5125663249141,80.6666560728413,0.0,0.0,0.0025671957448556485,0.0,72.55717306470125,72.55717306470125,0,458,0,0.0,0,8760,0.0,0.0,0.0
95,0,NONE_plain_tank,True,,0.9380407632154647,0.1981621978072441,1.137799340578745,-0.23498316416242815,1.634640074695513,rajasthan,0,,26.72664007469551,1493.4286811809695,0.5079465108905068,2466,1302.588514016088,5.258559724302469e-11,1567.0089039144725,73.82878985017662,0.0,0.0,0.0029554153188068727,0.0,64.93321284061032,64.93321284061032,0,0,0,0.0,0,8760,0.0,0.0,0.0
96,0,NONE_plain_tank,True,,1.0529618432158971,0.7031383775827527,0.872508975001098,-0.3518996050840154,0.6821460316618273,rajasthan,0,,25.774146031661825,1624.3608229929407,0.6166638986275204,3726,818.7401842140389,5.2414628494711365e-11,1713.057444851591,88.92722772296462,0.0,0.0,5.667446376880554e-05,0.0,72.2065401110463,72.2065401110463,0,38,0,0.0,0,8760,0.0,0.0,0.0
97,0,NONE_plain_tank,True,,1.0102833563596798,0.5812124907544107,1.1538444672119286,0.4387840753799751,-0.941667224225236,rajasthan,0,,24.150332775774764,1643.8188197272189,0.4970516563178248,2761,1540.567119055574,5.22159350845094e-11,1714.4826657070835,71.03537338699037,0.0,0.0,0.001490264898670966,0.0,72.52486784878579,72.52486784878579,0,357,0,0.0,0,8760,0.0,0.0,0.0
98,0,NONE_plain_tank,True,,1.0578429042789734,-0.5339899751096859,0.969069774782514,0.10514334512234835,-1.3365312387558306,rajasthan,0,,23.755468761244167,1639.620020331936,0.5592867524578929,3132,1155.2318359204535,5.105034409094086e-11,1724.46491924375,85.20349617665931,0.0,0.0,0.00026942127477402487,0.0,72.60186213042533,72.60186213042533,0,1083,0,0.0,0,8760,0.0,0.0,0.0
99,0,NONE_plain_tank,True,,0.9858171809308308,-0.18904333592822442,0.8805585411697852,-0.4869888018221149,0.6831167473380324,rajasthan,0,,25.775116747338032,1507.2799517237918,0.5915718898410567,3351,880.3358993425151,5.2028793616761033e-11,1593.8574073732373,86.81787743542108,0.0,0.0,0.00020498535077158523,0.0,70.6476942594188,70.6476942594188,0,0,0,0.0,0,8760,0.0,0.0,0.0
100,0,NONE_plain_tank,True,,1.038798275426289,0.821626475997014,0.9426657052703145,-0.32188635090833195,-0.7075474389123757,rajasthan,0,,24.384452561087624,1662.4247133178112,0.5772775818317879,3251,1045.9687320718106,5.321517810674605e-11,1739.3974951743153,77.28888382952819,0.0,0.0,5.380216271167424e-05,0.0,70.64738383485732,70.64738383485732,0,0,0,0.0,0,8760,0.0,0.0,0.0
101,0,NONE_plain_tank,True,,1.0480498184396008,0.7060168487040173,0.8295575565916078,-0.10540465717718772,1.2914277833305055,rajasthan,0,,26.383427783330504,1586.289013365508,0.6367499387665946,3933,714.2706117680788,5.1920205357697165e-11,1680.0151343056787,93.91849866386806,0.0,0.0,7.334612756637361e-05,0.0,72.39445188246013,72.39445188246013,0,94,0,0.0,0,8760,0.0,0.0,0.0
102,0,NONE_plain_tank,True,,1.067632590863025,0.4022077460782669,1.0573877616923109,0.25618158451674333,1.4111293890685492,rajasthan,0,,26.503129389068548,1635.4394538922909,0.5665413977633285,3386,1079.4213573723832,5.048083332797824e-11,1724.3751008349163,89.1739111554062,0.0,0.0,0.0017354231504276398,0.0,72.76687878488178,72.76687878488178,0,1282,0,0.0,0,8760,0.0,0.0,0.0
103,0,NONE_plain_tank,True,,1.0075773646375292,-0.6904317374852275,0.987723540641967,0.2739917380941209,-1.1942360243306407,rajasthan,0,,23.897763975669356,1569.8735100821045,0.5380571094631955,2965,1225.9224852342932,5.135647056596134e-11,1651.6101136303898,82.0967923660246,0.0,0.0,0.0006160315604174196,0.0,72.56435490880496,72.56435490880496,0,628,0,0.0,0,8760,0.0,0.0,0.0
104,0,NONE_plain_tank,True,,1.0333479811484532,1.4392821208957338,0.822834238215392,0.3894990620946648,-1.2170099461186998,rajasthan,0,,23.874990053881298,1583.5687719512666,0.619528570402222,3460,842.0583159365175,5.044502230637207e-11,1666.623677396339,83.36896147541898,0.0,0.0,2.119720615748162e-06,0.0,72.65187817317087,72.65187817317087,0,1639,0,0.0,0,8760,0.0,0.0,0.0
105,0,NONE_plain_tank,True,,0.9779906511962894,-0.3692240776019855,1.0183911795974536,-0.3188977170183316,-1.0749750981130641,rajasthan,0,,24.017024901886934,1572.923544022369,0.524657689367857,2468,1293.2992024955481,5.310427945919146e-11,1644.8217276469286,72.25186726502609,0.0,0.0,0.00027321712973105025,0.0,66.91741408094842,66.91741408094842,0,0,0,0.0,0,8760,0.0,0.0,0.0
106,0,NONE_plain_tank,True,,0.9687291068905589,1.0198830528612657,1.199193797026425,-0.17813585989173708,-0.6186703098992905,rajasthan,0,,24.47332969010071,1624.7916030710455,0.48248183869041306,2104,1621.9756045223473,5.403883160368794e-11,1684.6115925812371,60.16961023268291,0.0,0.0,0.0011796818526241563,0.0,64.64585767471713,64.64585767471713,0,0,0,0.0,0,8760,0.0,0.0,0.0
107,0,NONE_plain_tank,True,,1.0432861528145294,1.0783558913881541,1.0213690749363482,-0.1766807176325238,1.7803845948696666,rajasthan,0,,26.872384594869665,1639.8108952515468,0.5760410188778986,3485,999.443079092489,5.2599459573969017e-11,1722.5032581987566,82.8843949495967,0.0,0.0,0.0004610785899036052,0.0,72.19030619935748,72.19030619935748,0,8,0,0.0,0,8760,0.0,0.0,0.0
108,0,NONE_plain_tank,True,,1.0602436870422856,-1.2099052067220932,0.9973426781093755,-0.3912973624497057,0.9348392090418378,rajasthan,0,,26.026839209041835,1626.628822972657,0.5690053441952425,3321,1038.4051142589776,5.198720662392806e-11,1717.823370888452,91.44214081045371,0.0,0.0,0.0006972797311940401,0.0,71.35988600606733,71.35988600606733,0,0,0,0.0,0,8760,0.0,0.0,0.0
109,0,NONE_plain_tank,True,,0.932178944066375,0.2612599159112081,0.8413223036140727,0.4020786940857992,-0.33616863389525786,rajasthan,0,,24.75583136610474,1418.8807804092205,0.583084297976284,3159,904.1103542976199,5.075230397563791e-11,1502.0614623506483,83.46471961352272,0.0,0.0,8.64522454458431e-05,0.0,72.61219486565344,72.61219486565344,0,667,0,0.0,0,8760,0.0,0.0,0.0
110,0,NONE_plain_tank,True,,1.020144966470446,0.1413918373359191,1.1273057808542617,0.2373844380953798,1.642005444220131,rajasthan,0,,26.73400544422013,1577.062710232312,0.5333426179912726,3128,1223.4720168204974,5.102839540027902e-11,1662.3184913679243,85.52294281261862,0.0,0.0,0.0038700382106108227,0.0,72.61993444079093,72.61993444079093,0,694,0,0.0,0,8760,0.0,0.0,0.0
111,0,NONE_plain_tank,True,,0.9335005618685659,1.2264949855066,1.1633689320074605,-0.2649661533850376,-1.6590868836550188,rajasthan,0,,23.43291311634498,1592.949296540678,0.47177509953068186,1875,1687.4801075798061,5.4508995661549575e-11,1646.3663378435751,53.81049796088709,0.0,0.0,0.0004736205586717702,0.0,61.66562590269094,61.66562590269094,0,0,0,0.0,0,8760,0.0,0.0,0.0
