case_id,regime_id,pcm_id,arrangement,sampling_method,seed,capsule_diameter_m,n_capsule,flow_rate_kg_s,simulator_version,runtime_s,valid,reason,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,geom_hydraulic_diameter_m,geom_below_min_pcm_fraction,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,n_shield_water_activations,n_shield_pcm_activations,split
c0_Lauric_acid__C12__lhs_singlelayer_003,0,Lauric acid (C12),single-layer,lhs,20261231,0.02855081316696585,26,0.047781527004347714,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__lhs_staggered_000,0,Lauric acid (C12),staggered,lhs,20261232,0.07142958278708901,22,0.02927876780618556,sim_v2_rajasthan,6.221278667449951,True,,0.035714791393544505,0.08396255372208401,0.6326007378425269,0.0012933315137882819,6.311192181438265e-08,40.69814344459018,0.08199328165866732,True,rajasthan,0.0,Lauric acid (C12),25.092,1584.6541972957325,0.5541990260303378,,1130.0027163465913,2.403600011218417e-07,1661.7666484961305,77.4157034630964,65.01292542693233,65.04370079480063,0.0004523987870847525,4.030202578660033,69.19130161797818,62.21987659339902,0.0,0.0,181.0,8760.0,0.0,6048.0,train
c0_Lauric_acid__C12__lhs_staggered_001,0,Lauric acid (C12),staggered,lhs,20261232,0.05713455369324792,25,0.034796113109085425,sim_v2_rajasthan,6.150620937347412,True,,0.02856727684662396,0.048827573716306985,0.48144809732915517,0.003578487280694536,2.07529080297451e-07,38.687731250600436,0.035364280188329475,True,rajasthan,0.0,Lauric acid (C12),25.092,1587.0926270736513,0.5535479831891799,,1131.6529598900622,7.916052650506404e-07,1664.2527225159497,77.46013836633762,40.3144279928827,40.33232967838341,0.000442104549382116,2.3437235383827355,68.95592993277964,62.19393643019458,0.0,0.0,198.0,8760.0,0.0,6087.0,train
c0_Lauric_acid__C12__lhs_staggered_002,0,Lauric acid (C12),staggered,lhs,20261232,0.04963781503481593,31,0.01824026449166821,sim_v2_rajasthan,6.634339809417725,True,,0.024818907517407965,0.039703453194427155,0.5088387292254499,0.0012537551633962651,3.8114709646904285e-08,17.61925240357029,0.03428289135258696,True,rajasthan,0.0,Lauric acid (C12),25.092,1587.4089022206051,0.5531286516865122,,1132.715868597607,1.454155578677693e-07,1664.6160622996588,77.5058549748428,33.6117531162044,33.62630864176662,0.00042395954324150203,1.9057657533325034,68.90986663263827,62.13029120182804,0.0,0.0,205.0,8760.0,0.0,9183.0,holdout
c0_Lauric_acid__C12__lhs_staggered_003,0,Lauric acid (C12),staggered,lhs,20261232,0.029874325707112584,10,0.04592331054254038,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__lhs_radial_000,0,Lauric acid (C12),radial,lhs,20261233,0.04391750694633592,34,0.016376304281154705,sim_v2_rajasthan,6.4847412109375,True,,0.02195875347316796,0.030159252340066667,0.7962790529387072,0.0001461453569849666,3.988868058772986e-09,13.99578515044392,0.11443951916617251,True,rajasthan,0.0,Lauric acid (C12),25.092,1587.520135751241,0.5525214774361811,,1134.2549153746031,1.5212988766711544e-08,1664.7768533038343,77.55395914106604,26.176319261375376,26.18737368042832,0.00040456293971669727,1.4476441123232002,68.84494017204861,62.139503709606174,0.0,0.0,214.0,8760.0,0.0,9176.0,train
c0_Lauric_acid__C12__lhs_radial_001,0,Lauric acid (C12),radial,lhs,20261233,0.02003652140132343,18,0.04037926982489209,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_Lauric_acid__C12__lhs_radial_002,0,Lauric acid (C12),radial,lhs,20261233,0.06292944368965521,28,0.03540814579391406,sim_v2_rajasthan,6.413557291030884,True,,0.031464721844827605,0.07307155119366401,0.8243739384068431,0.0006240054726611978,3.682479458697991e-08,43.36114747209197,0.19692367167529037,True,rajasthan,0.0,Lauric acid (C12),25.092,1585.8869498019594,0.5546411816951801,,1128.8819536486753,1.4036997949986655e-07,1663.0051010424165,77.42000976324405,58.44870825795856,58.47549966018951,0.0004355835755783958,3.5074344572958727,69.1259708464213,62.19715728428236,0.0,0.0,190.0,8760.0,0.0,6102.0,train
c0_Lauric_acid__C12__lhs_radial_003,0,Lauric acid (C12),radial,lhs,20261233,0.06693968315556022,9,0.023400622164280314,sim_v2_rajasthan,6.007360458374023,True,,0.03346984157778011,0.028269757596447863,0.8719001956314307,8.459305196162181e-05,3.299216744462073e-09,30.482792228332816,0.30374609405289293,True,rajasthan,0.0,Lauric acid (C12),25.092,1585.9397019569124,0.5513523499378647,,1137.218384110638,1.2578492950557349e-08,1663.2779971301252,77.6331994139771,22.73769052071466,22.748026521219035,0.00034329792864475225,1.3569483646294975,68.80847229373364,62.202875334484816,0.0,0.0,196.0,8760.0,0.0,5951.0,train
c0_Lauric_acid__C12__bnd_singlelayer_dmin_fmin,0,Lauric acid (C12),single-layer,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_Lauric_acid__C12__bnd_singlelayer_dmin_fmax,0,Lauric acid (C12),single-layer,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__bnd_singlelayer_dmax_fmin,0,Lauric acid (C12),single-layer,boundary,0,0.08,22,0.01,sim_v2_rajasthan,7.859378814697266,True,,0.04,0.11795633216678478,0.5311495834876816,0.0006539006374645021,1.0898343957741703e-08,15.568030585685188,0.060420075973773614,False,rajasthan,0.0,Lauric acid (C12),25.092,1581.1255903658682,0.5535403965915853,,1131.6721901663295,4.143580645921331e-08,1658.2638694365394,77.44606512471458,86.72027885787747,86.76351925774054,0.0005154242787496634,5.66190394400567,69.34613403122826,62.43589387572294,0.0,0.0,166.0,8760.0,0.0,2890.0,train
c0_Lauric_acid__C12__bnd_singlelayer_dmax_fmax,0,Lauric acid (C12),single-layer,boundary,0,0.08,22,0.05,sim_v2_rajasthan,7.3676698207855225,True,,0.04,0.11795633216678478,0.5311495834876816,0.006921160236182528,5.767633530152108e-07,77.84015292842594,0.060420075973773614,False,rajasthan,0.0,Lauric acid (C12),25.092,1582.5656565762954,0.5546514421758502,,1128.8559456951148,2.1951533109804495e-06,1659.6241928374693,77.36670860675291,88.15349440762606,88.19676332282498,0.0005278597792364142,5.66190394400567,69.4269794832878,62.224128485049434,0.0,0.0,171.0,8760.0,0.0,5983.0,holdout
c0_Lauric_acid__C12__bnd_staggered_dmin_fmin,0,Lauric acid (C12),staggered,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__bnd_staggered_dmin_fmax,0,Lauric acid (C12),staggered,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_Lauric_acid__C12__bnd_staggered_dmax_fmin,0,Lauric acid (C12),staggered,boundary,0,0.08,22,0.01,sim_v2_rajasthan,7.555217504501343,True,,0.04,0.11795633216678478,0.5419076836902142,0.000591646517371096,9.860775289518268e-09,15.568030585685188,0.06309152566226389,False,rajasthan,0.0,Lauric acid (C12),25.092,1581.1255903658682,0.5535403965915853,,1131.6721901663295,3.749094156125077e-08,1658.2638694365394,77.44606512471458,86.72027885787747,86.76351925774054,0.0005154242787496634,5.66190394400567,69.34613403122826,62.43589387572294,0.0,0.0,166.0,8760.0,0.0,2890.0,train
c0_Lauric_acid__C12__bnd_staggered_dmax_fmax,0,Lauric acid (C12),staggered,boundary,0,0.08,22,0.05,sim_v2_rajasthan,7.729978799819946,True,,0.04,0.11795633216678478,0.5419076836902142,0.006317799485241302,5.264832904367752e-07,77.84015292842594,0.06309152566226389,False,rajasthan,0.0,Lauric acid (C12),25.092,1582.5656565762954,0.5546514421758502,,1128.8559456951148,2.0037880911365014e-06,1659.6241928374693,77.36670860675291,88.15349440762606,88.19676332282498,0.0005278597792364142,5.66190394400567,69.4269794832878,62.224128485049434,0.0,0.0,171.0,8760.0,0.0,5983.0,train
c0_Lauric_acid__C12__bnd_radial_dmin_fmin,0,Lauric acid (C12),radial,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__bnd_radial_dmin_fmax,0,Lauric acid (C12),radial,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_Lauric_acid__C12__bnd_radial_dmax_fmin,0,Lauric acid (C12),radial,boundary,0,0.08,22,0.01,sim_v2_rajasthan,7.827190637588501,True,,0.04,0.11795633216678478,0.7748026818900952,0.00012656760018508084,2.1094600030846813e-09,15.568030585685188,0.18349601162052018,False,rajasthan,0.0,Lauric acid (C12),25.092,1581.1255903658682,0.5535403965915853,,1131.6721901663295,8.020225527830178e-09,1658.2638694365394,77.44606512471458,86.72027885787747,86.76351925774054,0.0005154242787496634,5.66190394400567,69.34613403122826,62.43589387572294,0.0,0.0,166.0,8760.0,0.0,2890.0,holdout
c0_Lauric_acid__C12__bnd_radial_dmax_fmax,0,Lauric acid (C12),radial,boundary,0,0.08,22,0.05,sim_v2_rajasthan,7.425067663192749,True,,0.04,0.11795633216678478,0.7748026818900952,0.0017629619459263797,1.4691349549386498e-07,77.84015292842594,0.18349601162052018,False,rajasthan,0.0,Lauric acid (C12),25.092,1582.5656565762954,0.5546514421758502,,1128.8559456951148,5.591507233843247e-07,1659.6241928374693,77.36670860675291,88.15349440762606,88.19676332282498,0.0005278597792364142,5.66190394400567,69.4269794832878,62.224128485049434,0.0,0.0,171.0,8760.0,0.0,5983.0,train
c1_baseline_noPCM,1,NONE_plain_tank,staggered,baseline,0,0.08,8,0.030000000000000002,sim_v2_rajasthan,2.427565097808838,True,,0.04,0.04289321169701264,0.6668419517747013,0.0004754254683054752,2.377127341527376e-08,46.70409175705556,0.10675084778561286,True,rajasthan,1.0,,25.783,1673.3426178819548,0.5822736272381002,,1022.0880895458874,9.003964087863251e-08,1753.857175970693,80.77415076962524,0.0,0.0,0.000449137486173335,0.0,72.03380786332438,72.03380786332438,0.0,0.0,0.0,8760.0,8.0,0.0,train
c1_savE__OM50_lhs_singlelayer_000,1,savE® OM50,single-layer,lhs,20261914,0.07445509272996151,33,0.03390915750750612,sim_v2_rajasthan,6.17981481552124,True,,0.037227546364980754,0.1426348942349698,0.6064669177526237,0.0030028316683667427,1.6970582001862547e-07,49.13094274531318,0.07649429003708041,False,rajasthan,1.0,savE® OM50,25.783,1671.5183286848655,0.5897235205119595,,1003.8597762764741,6.440736564012828e-07,1750.9267875656171,79.74814056502758,119.35309412122541,119.46895937205818,0.0004444174441599782,6.8536066679903,72.32289044067463,62.50330710223135,0.0,0.0,133.0,8760.0,27.0,3421.0,holdout
c1_savE__OM50_lhs_singlelayer_001,1,savE® OM50,single-layer,lhs,20261914,0.05611606371428779,22,0.0468830071347193,sim_v2_rajasthan,6.600556373596191,True,,0.028058031857143895,0.040711105691768994,0.5521385357657111,0.0030317785078185383,2.3689815568824195e-07,51.19721639388169,0.04612116874893512,True,rajasthan,1.0,savE® OM50,25.783,1674.435579881958,0.5854525404573023,,1014.3099612042079,8.979295566136253e-07,1754.5733601699496,80.42110852100126,37.97721455268761,38.010345852251795,0.00047433153254736453,1.9561686284895001,72.15750968691589,62.254225174212436,0.0,0.0,178.0,8760.0,28.0,9001.0,train
c1_savE__OM50_lhs_singlelayer_002,1,savE® OM50,single-layer,lhs,20261914,0.03997390079793922,11,0.010945440643907199,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_lhs_singlelayer_003,1,savE® OM50,single-layer,lhs,20261914,0.033477067380834835,30,0.025649948216159846,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_lhs_staggered_000,1,savE® OM50,staggered,lhs,20261915,0.07853604361288011,26,0.04187407681547602,sim_v2_rajasthan,5.496528625488281,True,,0.039268021806440054,0.13188913606202826,0.45971097558700724,0.009814695289674874,6.849688408005607e-07,63.996755057185815,0.04454884897609091,False,rajasthan,1.0,savE® OM50,25.783,1670.7390991195232,0.5884960286595935,,1006.8631892379848,2.599789721797483e-06,1750.2745777547468,79.86845091847472,109.92782477541894,110.03488860139862,0.0004245846360960766,6.337272987780459,72.32076185757724,62.489129431727186,0.0,0.0,133.0,8760.0,21.0,3364.0,holdout
c1_savE__OM50_lhs_staggered_001,1,savE® OM50,staggered,lhs,20261915,0.06109539270520219,8,0.024606220721485834,sim_v2_rajasthan,5.692477464675903,True,,0.030547696352601093,0.019104865607777074,0.8095941705543139,9.985661646255747e-05,4.095156575297409e-09,29.254795407044544,0.17318263110555163,True,rajasthan,1.0,savE® OM50,25.783,1673.843210172751,0.5835677496072843,,1018.9216458013555,1.5512566861558618e-08,1754.176878962282,80.60428084384105,17.716444645427217,17.7319811275348,0.00045720407519573815,0.9179887924536885,72.10149194010869,62.528331385507215,0.0,0.0,178.0,8760.0,11.0,4564.0,train
c1_savE__OM50_lhs_staggered_002,1,savE® OM50,staggered,lhs,20261915,0.021561901734129165,34,0.01812880453950499,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_savE__OM50_lhs_staggered_003,1,savE® OM50,staggered,lhs,20261915,0.04045094758038087,16,0.03504357824458323,sim_v2_rajasthan,6.171490669250488,True,,0.020225473790190435,0.011090080521245545,0.8373945570940036,0.00015463195693996817,9.031428470231332e-09,27.585498316615478,0.13887769366854585,True,rajasthan,1.0,savE® OM50,25.783,1675.0505386078696,0.5832528332106439,,1019.6921796225283,3.420954580725847e-08,1755.4139391417293,80.63191967704735,10.99589749358161,11.004933027182426,0.0005487325554374458,0.5328783690458485,72.111687308816,62.16772379467809,0.0,0.0,191.0,8760.0,31.0,14583.0,train
c1_savE__OM50_lhs_radial_000,1,savE® OM50,radial,lhs,20261916,0.036728706432403446,12,0.034773577064961876,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_lhs_radial_001,1,savE® OM50,radial,lhs,20261916,0.033759655609683394,30,0.028538042159573333,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_lhs_radial_002,1,savE® OM50,radial,lhs,20261916,0.06475611319565963,20,0.04079927669057898,sim_v2_rajasthan,5.453420400619507,True,,0.032378056597829816,0.05687231861897427,0.8226581507573413,0.0006064498950875526,4.123786178108275e-08,51.41347120982222,0.200261602320693,True,rajasthan,1.0,savE® OM50,25.783,1673.83809814656,0.5861964523567942,,1012.4897661154588,1.563922998123656e-07,1753.8370459978837,80.29117798619633,51.29792870903494,51.34417880947218,0.0004682017102426586,2.732714909641714,72.13462215930286,62.48612076599189,0.0,0.0,160.0,8760.0,14.0,4241.0,train
c1_savE__OM50_lhs_radial_003,1,savE® OM50,radial,lhs,20261916,0.07476214316423714,24,0.018236239546420216,sim_v2_rajasthan,5.754962205886841,True,,0.03738107158211857,0.10502316142829107,0.785988597717345,0.00029007458260505104,8.816449291189283e-09,26.53143376989534,0.18305003515775953,False,rajasthan,1.0,savE® OM50,25.783,1671.4940300113904,0.5874789402611145,,1009.3517894458851,3.3447894301166994e-08,1751.2111140563197,80.03531038394878,89.0690289378376,89.15430707434837,0.00043529512887549587,5.046362906629386,72.35408172277968,62.4962852478818,0.0,0.0,140.0,8760.0,16.0,3585.0,train
c1_savE__OM50_bnd_singlelayer_dmin_fmin,1,savE® OM50,single-layer,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_savE__OM50_bnd_singlelayer_dmin_fmax,1,savE® OM50,single-layer,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_bnd_singlelayer_dmax_fmin,1,savE® OM50,single-layer,boundary,0,0.08,22,0.01,sim_v2_rajasthan,5.498864412307739,True,,0.04,0.11795633216678478,0.5311495834876816,0.0006539006374645021,1.0898343957741703e-08,15.568030585685188,0.060420075973773614,False,rajasthan,1.0,savE® OM50,25.783,1669.2508417480203,0.5865342413640418,,1011.6632678534396,4.137722786040919e-08,1749.0067375397452,80.07999814964698,97.16430773668326,97.25994437232103,0.00039498618619410197,5.667801760614009,72.32132268030576,62.54664505771261,0.0,0.0,130.0,8760.0,16.0,3187.0,train
c1_savE__OM50_bnd_singlelayer_dmax_fmax,1,savE® OM50,single-layer,boundary,0,0.08,22,0.05,sim_v2_rajasthan,5.576910734176636,True,,0.04,0.11795633216678478,0.5311495834876816,0.006921160236182528,5.767633530152108e-07,77.84015292842594,0.060420075973773614,False,rajasthan,1.0,savE® OM50,25.783,1670.7644622955615,0.5876821477774298,,1008.85458362965,2.1883763415798196e-06,1750.4137054759756,79.97426280299958,98.75200474457819,98.84773988270705,0.0004211309838354249,5.667801760614009,72.32859324377877,62.46551558782751,0.0,0.0,136.0,8760.0,20.0,3414.0,train
c1_savE__OM50_bnd_staggered_dmin_fmin,1,savE® OM50,staggered,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_bnd_staggered_dmin_fmax,1,savE® OM50,staggered,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_bnd_staggered_dmax_fmin,1,savE® OM50,staggered,boundary,0,0.08,22,0.01,sim_v2_rajasthan,5.702142000198364,True,,0.04,0.11795633216678478,0.5419076836902142,0.000591646517371096,9.860775289518268e-09,15.568030585685188,0.06309152566226389,False,rajasthan,1.0,savE® OM50,25.783,1669.2508417480203,0.5865342413640418,,1011.6632678534396,3.743793989403346e-08,1749.0067375397452,80.07999814964698,97.16430773668326,97.25994437232103,0.00039498618619410197,5.667801760614009,72.32132268030576,62.54664505771261,0.0,0.0,130.0,8760.0,16.0,3187.0,train
c1_savE__OM50_bnd_staggered_dmax_fmax,1,savE® OM50,staggered,boundary,0,0.08,22,0.05,sim_v2_rajasthan,5.540358543395996,True,,0.04,0.11795633216678478,0.5419076836902142,0.006317799485241302,5.264832904367752e-07,77.84015292842594,0.06309152566226389,False,rajasthan,1.0,savE® OM50,25.783,1670.7644622955615,0.5876821477774298,,1008.85458362965,1.997601912473047e-06,1750.4137054759756,79.97426280299958,98.75200474457819,98.84773988270705,0.0004211309838354249,5.667801760614009,72.32859324377877,62.46551558782751,0.0,0.0,136.0,8760.0,20.0,3414.0,train
c1_savE__OM50_bnd_radial_dmin_fmin,1,savE® OM50,radial,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_savE__OM50_bnd_radial_dmin_fmax,1,savE® OM50,radial,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_savE__OM50_bnd_radial_dmax_fmin,1,savE® OM50,radial,boundary,0,0.08,22,0.01,sim_v2_rajasthan,5.830553770065308,True,,0.04,0.11795633216678478,0.7748026818900952,0.00012656760018508084,2.1094600030846813e-09,15.568030585685188,0.18349601162052018,False,rajasthan,1.0,savE® OM50,25.783,1669.2508417480203,0.5865342413640418,,1011.6632678534396,8.008887180321992e-09,1749.0067375397452,80.07999814964698,97.16430773668326,97.25994437232103,0.00039498618619410197,5.667801760614009,72.32132268030576,62.54664505771261,0.0,0.0,130.0,8760.0,16.0,3187.0,holdout
c1_savE__OM50_bnd_radial_dmax_fmax,1,savE® OM50,radial,boundary,0,0.08,22,0.05,sim_v2_rajasthan,6.951096057891846,True,,0.04,0.11795633216678478,0.7748026818900952,0.0017629619459263797,1.4691349549386498e-07,77.84015292842594,0.18349601162052018,False,rajasthan,1.0,savE® OM50,25.783,1670.7644622955615,0.5876821477774298,,1008.85458362965,5.574244898123295e-07,1750.4137054759756,79.97426280299958,98.75200474457819,98.84773988270705,0.0004211309838354249,5.667801760614009,72.32859324377877,62.46551558782751,0.0,0.0,136.0,8760.0,20.0,3414.0,train
c1_Paraffin_HDPE_PCM3_lhs_singlelayer_000,1,Paraffin/HDPE PCM3,single-layer,lhs,20262516,0.06269957794520131,23,0.011674523339110657,sim_v2_rajasthan,6.9779932498931885,True,,0.031349788972600656,0.059367711253245165,0.7092430725034017,0.00018000177714657482,3.5023915806318055e-09,14.244508356424205,0.10196201041972047,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1672.5759746987244,0.5845385461930808,,1016.5463118688726,1.3275620709078952e-08,1752.6268563985507,80.32950636732562,44.316003952978036,44.344933150354755,0.0006255788375799144,2.82590305565447,72.16561495963194,62.23236131805301,0.0,0.0,160.0,8760.0,28.0,8620.0,train
c1_Paraffin_HDPE_PCM3_lhs_singlelayer_001,1,Paraffin/HDPE PCM3,single-layer,lhs,20262516,0.021104294137898043,36,0.021523794074781416,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Paraffin_HDPE_PCM3_lhs_singlelayer_002,1,Paraffin/HDPE PCM3,single-layer,lhs,20262516,0.03671514085621653,16,0.03422896980353656,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Paraffin_HDPE_PCM3_lhs_singlelayer_003,1,Paraffin/HDPE PCM3,single-layer,lhs,20262516,0.07218923490432504,9,0.049457617051294075,sim_v2_rajasthan,7.107396841049194,True,,0.03609461745216252,0.03545589432796077,0.6791898506364455,0.001023997040404547,8.440742247664432e-08,69.47832113389128,0.1018882886955568,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1672.8672200670705,0.5833607570714422,,1019.4281127598822,3.196532535694882e-07,1753.1090445113502,80.51257606073787,26.384070543252353,26.40132876247838,0.0005433464535242751,1.6877005700109329,72.11984711174247,62.23862220237842,0.0,0.0,162.0,8760.0,26.0,8804.0,train
c1_Paraffin_HDPE_PCM3_lhs_staggered_000,1,Paraffin/HDPE PCM3,staggered,lhs,20262517,0.06609592129371099,23,0.03327904129767049,sim_v2_rajasthan,6.746020317077637,True,,0.033047960646855494,0.0695473258100564,0.6796837468155601,0.0010903997085779994,6.047909488789185e-08,42.80447317955707,0.09349993532437283,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1672.3842484742013,0.5849361310227534,,1015.5735058755479,2.2925188908415321e-07,1752.3567687326508,80.25450963771719,51.64370506871411,51.677604847311684,0.0006630051023556447,3.3104527085586852,72.15030033249725,62.25647990167498,0.0,0.0,157.0,8760.0,33.0,8531.0,train
c1_Paraffin_HDPE_PCM3_lhs_staggered_001,1,Paraffin/HDPE PCM3,staggered,lhs,20262517,0.054496346078130614,30,0.027275109255186655,sim_v2_rajasthan,6.324047327041626,True,,0.027248173039065307,0.05084544182366883,0.7139928433016276,0.0006408842950616033,2.913364861289752e-08,28.925280045378976,0.09069703368042889,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1673.3769977926474,0.5847402974081025,,1016.0526693139107,1.1043473677310095e-07,1753.4889721684563,80.3880122783928,39.410114079503586,39.434897549112726,0.0006033021262823705,2.4202430308066365,72.10565703276185,62.34263810857824,0.0,0.0,176.0,8760.0,25.0,9092.0,holdout
c1_Paraffin_HDPE_PCM3_lhs_staggered_002,1,Paraffin/HDPE PCM3,staggered,lhs,20262517,0.04242628999247103,15,0.047058737927850536,sim_v2_rajasthan,7.3218255043029785,True,,0.021213144996235514,0.011995684793260566,0.8320848296077241,0.0002663543032494722,2.0890495587620236e-08,38.8525046341082,0.14015915376318316,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1674.7182026557218,0.5829287509702865,,1020.4851403247997,7.912942539093211e-08,1755.0922294318295,80.63988395210266,9.89342666111698,9.899271542799612,0.0005754649951138204,0.570994596159203,72.01474210236896,62.17012058976377,0.0,0.0,194.0,8760.0,28.0,14662.0,train
c1_Paraffin_HDPE_PCM3_lhs_staggered_003,1,Paraffin/HDPE PCM3,staggered,lhs,20262517,0.022601428606182604,12,0.01863758173765305,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Paraffin_HDPE_PCM3_lhs_radial_000,1,Paraffin/HDPE PCM3,radial,lhs,20262518,0.05863484429103613,21,0.04993866108038762,sim_v2_rajasthan,7.064181089401245,True,,0.029317422145518066,0.04433178734252978,0.7720503233115846,0.0009807883044342615,8.163209121125103e-08,56.98182564726438,0.13239486641634848,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1673.312012843423,0.584296124258916,,1017.1394670721609,3.0930399359915593e-07,1753.4733480420434,80.43517729023581,34.20599573942577,34.22759650518834,0.0005789725286301133,2.1101930775044178,72.16731761256281,62.25993674571714,0.0,0.0,177.0,8760.0,32.0,9080.0,train
c1_Paraffin_HDPE_PCM3_lhs_radial_001,1,Paraffin/HDPE PCM3,radial,lhs,20262518,0.04204495333515322,23,0.0299942706305174,sim_v2_rajasthan,7.083584547042847,True,,0.02102247666757661,0.017901856782931727,0.7480977914695265,0.00030657589477816433,1.5325867261282144e-08,24.541204231595124,0.0832432472266643,True,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1674.734148864573,0.5833141035938644,,1019.5422639528101,5.806800817884234e-08,1755.0604479653377,80.5940971978018,14.683787853154419,14.692512165109157,0.0005950678099008452,0.8521283828675503,72.06633256759,62.153898886197965,0.0,0.0,190.0,8760.0,32.0,14576.0,train
c1_Paraffin_HDPE_PCM3_lhs_radial_002,1,Paraffin/HDPE PCM3,radial,lhs,20262518,0.07522062948817795,35,0.010304254055778141,sim_v2_rajasthan,6.963719606399536,True,,0.03761031474408898,0.15599387733163592,0.7471888175150463,0.00022926865771455573,3.937404160196702e-09,15.083329225752802,0.14821077835656823,False,rajasthan,1.0,Paraffin/HDPE PCM3,25.783,1667.908863969482,0.5857720681877109,,1013.5281444245514,1.4934027117939275e-08,1747.3478814508903,79.74988816319114,106.98910105160496,107.06526417707822,0.0010305651339656723,7.42530856098587,72.350320281729,62.56088729362409,0.0,0.0,132.0,8760.0,25.0,3434.0,train
c1_Paraffin_HDPE_PCM3_lhs_radial_003,1,Paraffin/HDPE PCM3,radial,lhs,20262518,0.02514867615818828,9,0.03349198457619447,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
