case_id,regime_id,pcm_id,arrangement,sampling_method,seed,capsule_diameter_m,n_capsule,flow_rate_kg_s,simulator_version,runtime_s,valid,reason,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,geom_hydraulic_diameter_m,geom_below_min_pcm_fraction,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,n_shield_water_activations,n_shield_pcm_activations,split
c0_RT50_lhs_radial_001,0,RT50,radial,lhs,20261522,0.05637443655624434,30,0.03262788706930758,sim_v2_rajasthan,6.118049144744873,True,,0.02818721827812217,0.0562854983316949,0.6995673997537336,0.0009515351978867425,5.174430496519979e-08,35.79438078962531,0.08751317924421062,True,rajasthan,0.0,RT50,25.092,1584.805960196961,0.5510287188407326,,1138.0387143481364,1.9737362059357496e-07,1662.096655635598,77.59327594047815,34.38625470350827,34.40957753429053,0.0004205347922472179,2.4765619265945755,69.01073124901497,62.21490342989963,0.0,0.0,167.0,8760.0,0.0,6082.0,train
c0_RT50_lhs_radial_002,0,RT50,radial,lhs,20261522,0.02846546059502906,36,0.011613172330986705,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_RT50_lhs_radial_003,0,RT50,radial,lhs,20261522,0.041625204242098174,21,0.04049573730089659,sim_v2_rajasthan,7.728383779525757,True,,0.020812602121049087,0.015860506239370367,0.7747229935834425,0.0003805464266346538,2.5684180206319764e-08,32.80268376589354,0.09543214774238447,True,rajasthan,0.0,RT50,25.092,1586.774520622586,0.5502114544874612,,1140.1102911124185,9.79639223660097e-08,1664.1573943443996,77.67878262658687,10.265585919492326,10.272153499940936,0.00038063757815037645,0.6978622745322961,68.75534689199314,62.104011042241964,0.0,0.0,180.0,8760.0,0.0,12185.0,holdout
c0_RT50_bnd_singlelayer_dmin_fmin,0,RT50,single-layer,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_RT50_bnd_singlelayer_dmin_fmax,0,RT50,single-layer,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_RT50_bnd_singlelayer_dmax_fmin,0,RT50,single-layer,boundary,0,0.08,22,0.01,sim_v2_rajasthan,6.8224780559539795,True,,0.04,0.11795633216678478,0.5311495834876816,0.0006539006374645021,1.0898343957741703e-08,15.568030585685188,0.060420075973773614,False,rajasthan,0.0,RT50,25.092,1580.5821215136364,0.5502837476004296,,1139.927044733883,4.153237789591916e-08,1657.772836495924,77.50591891895908,65.2957367941223,65.34465576711352,0.0005858872794414822,5.190078615338531,69.35078123965937,62.45812425004816,0.0,0.0,126.0,8760.0,0.0,2821.0,train
c0_RT50_bnd_singlelayer_dmax_fmax,0,RT50,single-layer,boundary,0,0.08,22,0.05,sim_v2_rajasthan,6.219825506210327,True,,0.04,0.11795633216678478,0.5311495834876816,0.006921160236182528,5.767633530152108e-07,77.84015292842594,0.060420075973773614,False,rajasthan,0.0,RT50,25.092,1581.2101054841314,0.5508358979113279,,1138.527470960881,2.198581848687227e-06,1658.3620303490588,77.4674580107869,66.49535264455714,66.5442941615483,0.0005973777671149391,5.190078615338531,69.38637017778773,62.398091960107095,0.0,0.0,129.0,8760.0,0.0,2916.0,train
c0_RT50_bnd_staggered_dmin_fmin,0,RT50,staggered,boundary,0,0.02,22,0.01,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_RT50_bnd_staggered_dmin_fmax,0,RT50,staggered,boundary,0,0.02,22,0.05,sim_v2_rajasthan,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_RT50_bnd_staggered_dmax_fmin,0,RT50,staggered,boundary,0,0.08,22,0.01,sim_v2_rajasthan,5.742771863937378,True,,0.04,0.11795633216678478,0.5419076836902142,0.000591646517371096,9.860775289518268e-09,15.568030585685188,0.06309152566226389,False,rajasthan,0.0,RT50,25.092,1580.5821215136364,0.5502837476004296,,1139.927044733883,3.757831898669105e-08,1657.772836495924,77.50591891895908,65.2957367941223,65.34465576711352,0.0005858872794414822,5.190078615338531,69.35078123965937,62.45812425004816,0.0,0.0,126.0,8760.0,0.0,2821.0,train
