regime_id,pcm_id,capsule_diameter_m,n_capsule,flow_rate_kg_s,arrangement,valid,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,pred_useful_energy_kWh,pred_solar_fraction,pred_unmet_energy_kWh,pred_pump_energy_kWh,pred_pcm_mass_kg,predicted_feasible_proba,sim_mains_temp_C,sim_useful_energy_kWh,sim_solar_fraction,sim_delivery_temp_hours,sim_unmet_energy_kWh,sim_pump_energy_kWh,sim_residual_pct_of_collector,sim_pcm_mass_kg,sim_max_water_temp_C,sim_max_pcm_temp_C,sim_n_safety_violations,sim_mean_f_melt,surrogate_vs_sim_error_pct,large_surrogate_error,meets_temperature_safety,constraint_margin_C
0,savE® OM42,0.04030219385280099,34,0.03627416722026698,radial,True,0.020151096926400495,0.023307387568518464,0.6588355770310624,0.0009618591329619826,5.815106505233995e-08,28.449184875462738,1586.903508096012,0.5528817847474173,1131.312754116135,2.2033240344512595e-07,1.0226875163148896,1.0,25.13,1587.1460828432323,0.5529132485461623,2844,1131.0987178839744,2.2169608958964373e-07,0.00038226209746343063,1.0523285487186087,68.80087349491748,62.13639121095967,0,0.33601596121679644,0.015283706386100824,False,True,2.8636087890403275
0,savE® OM42,0.04075175292501562,28,0.015434807047697775,single-layer,True,0.02037587646250781,0.019843831603080363,0.7110482646435422,0.0001747982574288046,4.496628959479006e-09,12.240275373525499,1586.8962786184206,0.5525184461277494,1132.079353892858,1.6293720282145732e-08,0.89643531308274,1.0,25.13,1586.901857982319,0.5524744252110985,2858,1132.2089107269835,1.7142211297562492e-08,0.0003772180316308712,0.8959489968790785,68.76761958318332,62.200053564045376,0,0.3342698455922219,0.0003515884659289307,False,True,2.799946435954624
0,savE® OM42,0.04028414477607004,36,0.026524432042105722,staggered,True,0.02014207238803502,0.024645269014055674,0.6344513575996574,0.0007628272359431979,3.3722598632737835e-08,20.793324468624604,1586.8906550817965,0.5529160877980192,1131.245181037852,1.266940759374772e-07,1.0586459653250002,1.0,25.13,1587.1419010323114,0.5531009766786696,2842,1130.6237786259908,1.2856600217900704e-07,0.0003838547279544739,1.1127338959846138,68.79579727890258,62.202722738612394,0,0.335206096165109,0.015830087426427945,False,True,2.797277261387606
0,savE® OM42,0.04123588112888576,25,0.04646945342670742,single-layer,True,0.02061794056444288,0.018356693798865675,0.73491788340694,0.000700163833029503,5.422705105004907e-08,37.28949763014197,1586.882688074115,0.5523626105176975,1132.462454497385,2.0594392780438381e-07,0.8286116771257758,1.0,25.13,1586.887226172327,0.5523365549424324,2862,1132.5577130200852,2.0672933482559056e-07,0.00037578423205240593,0.8288047250187853,68.75872419190797,62.20994086518577,0,0.3361716281520334,0.00028597484037162877,False,True,2.7900591348142285
0,savE® OM42,0.04139574338268757,32,0.04163405835618864,single-layer,True,0.020697871691343784,0.023770901607127037,0.6604281582238845,0.0011511568519840063,7.987888592104756e-08,33.53884649617392,1586.8523676072946,0.5529168698128302,1131.2318107636538,3.015176669572054e-07,1.0191905002707566,1.0,25.13,1587.0967151627635,0.5529845906758333,2845,1130.9182272048397,3.0452937714232944e-07,0.0003826124795187533,1.0732562075617857,68.79051416129857,62.20410417570624,0,0.33472255007269125,0.015395883132672832,False,True,2.7958958242937584
0,savE® OM42,0.04148141972668045,37,0.034478703053006814,radial,True,0.020740709863340225,0.027656115350419758,0.6059125762571849,0.0014059143629457822,8.07901730632748e-08,27.83224394139711,1586.8517523361973,0.5532372808848777,1130.5502290793443,3.071310101140206e-07,1.1650326772944923,1.0,25.13,1587.2364702862328,0.553438150456496,2833,1129.7707521684558,3.0801702314626605e-07,0.0003876115868970801,1.248673608071452,68.81355143854485,62.19725175336535,0,0.33353971524541765,0.024238225194396355,False,True,2.80274824663465
0,savE® OM42,0.041401020780665994,25,0.04834362147838286,staggered,True,0.020700510390332997,0.018578120447310904,0.7336182601486242,0.0007543571444372137,6.078059375031074e-08,38.948785419582364,1586.8500367243937,0.5524108572711441,1132.4165427603514,2.3362214066345177e-07,0.8382903104441641,1.0,25.13,1586.8936175307886,0.5523610387779261,2862,1132.4957706009782,2.3171335105017877e-07,0.0003760339987141165,0.8388021381960874,68.76001426492456,62.20856515798921,0,0.33597655104765184,0.0027462966586675754,False,True,2.791434842010787
0,savE® OM42,0.0402198393482719,25,0.03789268255497629,staggered,True,0.02010991967413595,0.01703294018424847,0.7462311498714168,0.0004593390587983568,2.9009315233579542e-08,29.65783005728067,1586.8451075673022,0.5521217972091351,1133.0111318074373,1.12360635459212e-07,0.7826796482352255,1.0,25.13,1586.8898912580785,0.5521469276037875,2867,1133.037457138916,1.1059035909181814e-07,0.000374257263166715,0.7690372493188184,68.76397184911305,62.14001532326123,0,0.3374222293906074,0.0028221044839337006,False,True,2.859984676738769
0,savE® OM42,0.041526332286199216,37,0.02685843032089559,single-layer,True,0.020763166143099608,0.027746043728104134,0.5970457926305701,0.0010672561830665933,4.7774709712398476e-08,21.7044053501372,1586.8398735101289,0.5531935012375953,1130.6243816035706,1.726814209730663e-07,1.1585623342356104,1.0,25.13,1587.2195620429359,0.5534296071526366,2833,1129.7923661393697,1.821424078541426e-07,0.00038753913060986375,1.2527338743239018,68.81421746170807,62.18643236295841,0,0.33297435058607716,0.023921613738069832,False,True,2.8135676370415865
0,savE® OM42,0.04001536855999967,27,0.021258636281738665,single-layer,True,0.020007684279999834,0.01811643941777351,0.7290291242192115,0.00022960145960417382,8.13502319913574e-09,16.55411287133965,1586.8284814224824,0.5523364772675049,1132.5193093539901,2.569823622243362e-08,0.8309376373134102,1.0,25.13,1586.8721885113846,0.5523038616002098,2864,1132.640424926334,3.101274219097821e-08,0.00037544361257033017,0.8179572397124739,68.7574349289261,62.19353117818834,0,0.3363595320446753,0.002754291695239726,False,True,2.806468821811663
0,savE® OM42,0.041827944788723266,36,0.011748319265168804,radial,True,0.020913972394361633,0.0275886657182043,0.6099126142601146,0.0003216045302620322,6.297187831071661e-09,9.562819432465133,1586.8080998146945,0.5531308702939132,1130.561935510631,2.5454333587071512e-08,1.1389073858887144,1.0,25.13,1586.4267500213427,0.5531403515339569,2836,1130.5241629514321,2.400540477774946e-08,0.00033728062684652865,1.2456282571769242,68.8097561080783,62.21697606038474,0,0.3303214814171578,0.024038285621863307,False,True,2.783023939615262
