draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,arrangement,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,n_shield_water_activations,n_shield_pcm_activations,mean_f_melt,min_f_melt,max_f_melt
89,0,RT44HC,True,0.9570830362060244,0.952521129392841,-1.009436869782811,1.1171945947463728,-0.045803536589478,-0.5000898277045618,rajasthan,0,RT44HC,single-layer,24.62991017229544,1530.0679379625344,0.49145518610942807,2004,1473.5397036053464,6.937648796577088e-07,1601.010424415945,71.30296550551378,27.23393205712529,27.24214990922555,0.0023662463472488154,1.225217894247827,63.56079697440789,62.05101379913444,0,0.0,209,8760,0,989,0.2955826214792075,0.0,1.0
90,0,RT44HC,True,0.9325671922806039,0.939169869546083,-0.16309377069392306,1.1148682983654652,-0.18096198926351947,-1.3161350928265252,rajasthan,0,RT44HC,single-layer,23.813864907173475,1551.0762199288115,0.4850224314104187,1907,1548.7255330671226,7.018026982466943e-07,1614.1644965596606,63.47208615279252,26.238951228513532,26.247678538788673,0.0011504856278559154,1.225217894247827,63.305527942408325,62.04767956990679,0,0.0,204,8760,0,558,0.27885227842433663,0.0,1.0
91,0,RT44HC,True,1.0885658849174795,1.026144465299214,1.3668429709981953,0.9530829639969443,0.45332643660959226,-0.7205827273454899,rajasthan,0,RT44HC,single-layer,24.40941727265451,1618.0864677544705,0.5774441121119303,3179,1055.8308426146093,6.705900698336003e-07,1695.4326369780597,77.66220729649567,38.09437510524746,38.102480811055734,0.00016911450810165883,1.225217894247827,72.13724077768603,62.15456625484771,0,0.0,326,8760,5163,49123,0.389509717193332,0.0,1.0
92,0,RT44HC,True,1.0052798104929586,0.9891822053520528,0.4309166188430207,0.8600186941365162,0.38231433699649464,0.9579726362389875,rajasthan,0,RT44HC,single-layer,26.087972636238987,1473.5203011306369,0.6138731851943949,3413,799.6257739252131,6.5429933681319e-07,1564.1713776397805,90.86756424818803,35.64161047757307,35.64851174410813,0.00026816406161094116,1.225217894247827,72.1457366706585,62.11484171686543,0,0.0,331,8760,5870,54426,0.4189723932626084,0.0,1.0
93,0,RT44HC,True,0.9815322326153273,0.9394451935629856,-1.3723817310501376,0.8996021472137765,-0.24652552027085117,-0.9494534900588829,rajasthan,0,RT44HC,single-layer,24.180546509941117,1459.3287938872475,0.552477969697239,2485,1067.198165937773,6.849504943879541e-07,1539.2334844497886,80.24268794244036,30.085036859646138,30.093374726380507,0.0003462055344734131,1.225217894247827,67.99515023025852,62.07581374972753,0,0.0,254,8760,0,11273,0.3533723185208911,0.0,1.0
94,0,RT44HC,True,0.9884172379150816,0.9609276349311765,0.7281298258952802,0.8400837763196842,-0.46172413090838027,1.806479788155836,rajasthan,0,RT44HC,single-layer,26.936479788155836,1456.1393259211036,0.6218019532158803,3556,730.7269267436925,6.791979428972569e-07,1544.1695603633427,88.20542101549273,33.73403496543787,33.74045113889503,0.0002278018092171703,1.225217894247827,72.0340124699542,62.12229322207122,0,0.0,311,8760,14,30933,0.45816718108141935,0.0,1.0
95,0,RT44HC,True,0.9441202345460853,1.0396767382362444,-0.38936555574043874,1.0668090077640802,0.43995790777190635,-1.5928322560966612,rajasthan,0,RT44HC,single-layer,23.53716774390334,1658.4172162335974,0.5234891941509097,2840,1389.1760951806746,6.773943693061943e-07,1735.4560205014793,77.43380493102167,33.411459841525975,33.42031898121689,0.0010772819383294448,1.225217894247827,72.13033190382102,62.15318135613485,0,0.0,319,8760,2852,40191,0.3505410951735086,0.0,1.0
96,0,RT44HC,True,0.9021937824793629,1.0202895668839904,-0.6088788117957145,1.0457754818039118,-0.38407739445416167,1.3512192516188848,rajasthan,0,RT44HC,single-layer,26.481219251618885,1585.2945991207544,0.5553184290476766,3035,1096.505512003427,6.847035885967598e-07,1670.4870239892925,85.43245759359567,30.47930251597991,30.48623937924177,0.0014806851683865072,1.225217894247827,69.26573477994856,62.103020104693975,0,0.0,294,8760,0,17884,0.41031032988633337,0.0,1.0
97,0,RT44HC,True,0.9773601003686947,0.9301988066543767,0.7588791716226249,1.1338434563814246,-0.22332964600042393,1.6244543840432444,rajasthan,0,RT44HC,single-layer,26.754454384043242,1492.9382139631662,0.5127086530060164,2372,1283.5402586773057,6.932927796272695e-07,1563.5099354819063,70.82658344306276,30.018098028417413,30.024888962575055,0.0033144228662396105,1.225217894247827,66.36247935637448,62.0466901516222,0,0.0,244,8760,0,3920,0.3499289847757963,0.0,1.0
98,0,RT44HC,True,0.9067072632238414,1.0555367726424967,-0.9789258198201397,0.967335711711077,-0.07112482623553795,1.5128391732630662,rajasthan,0,RT44HC,single-layer,26.642839173263066,1605.5145999954373,0.5891217284517981,3467,928.9808284450519,6.795574458079195e-07,1699.5095652842326,94.21173113977304,31.657504653582617,31.66429193467073,0.0008244607172114378,1.225217894247827,72.02235009101655,62.091165983271175,0,0.0,308,8760,3,29141,0.44762126557656445,0.0,1.0
99,0,RT44HC,True,0.9655088422540409,0.9398361283919751,0.41320803717476196,0.9240641567426685,-0.13171062946484557,-1.1527505946990186,rajasthan,0,RT44HC,single-layer,23.97724940530098,1510.8181053752035,0.5522305978821314,2529,1107.5336201292657,6.966121225133458e-07,1580.947638860902,70.4735533348681,30.179421099826932,30.18787508484792,0.00010477423242764004,1.225217894247827,67.86901649304711,62.076589431507806,0,0.0,257,8760,0,11536,0.357469442322595,0.0,1.0
100,0,RT44HC,True,1.0593745676354185,1.0666905514382006,0.04469636951190914,0.8307163867056655,-0.4453219657751537,1.312741190568285,rajasthan,0,RT44HC,single-layer,26.442741190568285,1600.41454387866,0.6447017324104066,3895,697.38168006173,6.780154206827107e-07,1698.4087486308208,98.1892383241847,36.6257685683518,36.63243485003407,0.00014036609106058329,1.225217894247827,72.08614374143815,62.12369058363332,0,0.0,326,8760,592,46880,0.4852256134549041,0.0,1.0
101,0,RT44HC,True,0.9381996407604575,1.0556208911830867,0.17757611648127236,1.1190537247205898,-0.042760261212784534,-0.31058609468652065,rajasthan,0,RT44HC,single-layer,24.81941390531348,1714.8599921813131,0.5314273939444911,2694,1347.3252522904472,7.009549378711843e-07,1788.5989497849835,74.06345114420354,31.30643487659678,31.314485072836685,0.0008928548843092117,1.225217894247827,68.33011480860684,62.09525327910826,0,0.0,275,8760,0,14143,0.3780369144605932,0.0,1.0
102,0,RT44HC,True,0.9091140121617584,0.9634829469843182,-0.07166417406042913,0.9938047900009017,-0.028176689933614885,1.0330825579496286,rajasthan,0,RT44HC,single-layer,26.16308255794963,1506.9149397420254,0.5549420832843535,2838,1060.8116806596884,6.862138037735339e-07,1586.8183352151564,80.14488925485819,29.99115406077061,29.998252375575102,0.0008004416941156124,1.225217894247827,69.26033611987148,62.10737208546768,0,0.0,282,8760,0,14301,0.39437852121263084,0.0,1.0
103,0,RT44HC,True,0.9077976459738502,0.9425105749087156,-0.5327249969862096,0.8074372515394878,-0.4958967303616758,-1.6651950261661037,rajasthan,0,RT44HC,single-layer,23.464804973833896,1466.111395418052,0.5884662475628428,2831,911.1164623897042,6.882748864722027e-07,1545.3989640036018,79.6450877667755,29.739617297948037,29.748246323549797,3.053124453594367e-05,1.225217894247827,68.85805236883539,62.08438439884307,0,0.0,276,8760,0,18545,0.38698662885999197,0.0,1.0
104,0,RT44HC,True,1.082593014812999,1.0066063358382877,0.04850839033796772,0.9436166477842372,0.06531264335380793,-0.157133933892581,rajasthan,0,RT44HC,single-layer,24.972866066107418,1546.3304809968415,0.5731845012160648,3155,1026.988121382089,6.663800483879439e-07,1630.828206855306,84.79220470914544,37.5055501638703,37.51332539556813,0.0005500496108094052,1.225217894247827,72.14378195075612,62.151715859475104,0,0.0,323,8760,4309,45760,0.38645796449055336,0.0,1.0
105,0,RT44HC,True,1.0437709375524344,1.064653370161303,0.08836552354480842,1.1423332462271039,0.469704007084624,0.7737064961760076,rajasthan,0,RT44HC,single-layer,25.903706496176007,1664.424114627583,0.5360609162561383,3076,1288.5868660185822,6.691762943421111e-07,1748.0222646041386,83.9052698205396,36.47135108639512,36.478717295041825,0.0031966508932867216,1.225217894247827,72.12741213210067,62.16520712595549,0,0.0,323,8760,4080,44856,0.37846690181381815,0.0,1.0
106,0,RT44HC,True,1.0900381307031197,0.9305467282924869,-0.9611578228727077,1.0286192820317153,0.46427787540174115,-1.2399788769243245,rajasthan,0,RT44HC,single-layer,23.890021123075673,1470.3557234874854,0.49992368593184544,2501,1382.5778254297375,6.798563583406637e-07,1545.0228070494545,75.057323880855,35.79177732041933,35.80041470606542,0.002102867261254267,1.225217894247827,72.0839933045626,62.124536562717346,0,0.0,299,8760,328,29496,0.3166870780634863,0.0,1.0
107,0,RT44HC,True,0.9200722852351944,0.9948417253578777,-0.8898534614922528,1.0737743701713602,0.45204021139444617,0.3463140356007335,rajasthan,0,RT44HC,single-layer,25.476314035600733,1536.8605051506881,0.524496634039438,2878,1269.226949904951,6.701053468079637e-07,1621.0663555664055,84.54052125966021,32.28435822806813,32.29201341613291,0.0036505092878151464,1.225217894247827,72.12061672963475,62.149273681252964,0,0.0,318,8760,2192,38062,0.35926464537541125,0.0,1.0
108,0,RT44HC,True,1.0960782111610987,1.0199746421694071,-0.7857093550853465,0.9247170303106236,-0.31398374619293623,1.7368282255212675,rajasthan,0,RT44HC,single-layer,26.866828225521267,1539.3475321266571,0.5987718799591173,3455,856.6133470706076,6.774408219292706e-07,1633.0566739728395,93.9063866934755,36.49282956862416,36.49942015474292,0.0006700659466324109,1.225217894247827,71.39764874998316,62.097485142644175,0,0.0,305,8760,0,29257,0.44604772928725533,0.0,1.0
109,0,RT44HC,True,0.9004161162029202,1.0168051634938307,0.5823119831476906,0.9104581583850206,-0.48480574859374903,0.7254907681775218,rajasthan,0,RT44HC,single-layer,25.85549076817752,1584.0350310233114,0.5993096385581984,3423,889.2501920505713,6.876376776615229e-07,1668.3308794919938,84.53539026748928,31.48791310357501,31.495102897123232,0.00018395732997869422,1.225217894247827,71.60856641810793,62.111379821608395,0,0.0,307,8760,0,29497,0.44462546725608443,0.0,1.0
110,0,RT44HC,True,1.0909571555590054,1.069900841013024,-1.1290134982487938,0.97083273439475,-0.25648124414959983,-0.08092436634122269,rajasthan,0,RT44HC,single-layer,25.049075633658777,1660.2480576169257,0.5769031361016731,3189,1043.4174180939835,6.862289513681426e-07,1748.7929866831828,88.84089302193776,35.96028354098774,35.96809772537667,0.00040981327152458887,1.225217894247827,71.47137195124331,62.12333322997752,0,0.0,293,8760,0,25633,0.41782913039788644,0.0,1.0
111,0,RT44HC,True,1.0957302623833354,1.0376653373292088,1.4168150910104078,1.0484361444601626,-0.45438727940810364,0.17624039396398583,rajasthan,0,RT44HC,single-layer,25.306240393963986,1688.0793021226175,0.5596311328469444,3043,1157.705422409124,7.017880555715888e-07,1760.5985060764467,72.79886368981204,35.96676613801903,35.97441217499764,0.0002837333245735137,1.225217894247827,71.4190433971182,62.10136668134949,0,0.0,293,8760,0,19425,0.4067233395162205,0.0,1.0
112,0,RT44HC,True,1.0794702461843666,0.9453181156482623,-0.4792066558220931,1.0663587834057953,-0.4067873262432127,0.763115253569925,rajasthan,0,RT44HC,single-layer,25.893115253569924,1492.889069067616,0.521745762372875,2375,1240.6889197426106,6.881148268897667e-07,1568.6154561688816,76.00713451870767,32.02783783845181,32.035190461485215,0.0019528731495571882,1.225217894247827,65.90128620062656,62.06979058009441,0,0.0,241,8760,0,4820,0.34530108994887526,0.0,1.0
113,0,RT44HC,True,1.0396868804994417,0.9605997868926718,0.9511200784334557,1.1428639176685311,0.47409278600551863,-1.8681405735979717,rajasthan,0,RT44HC,single-layer,23.261859426402026,1601.530876078214,0.4799411357784986,2410,1645.0543840070875,6.918684008201154e-07,1662.8937147549525,61.77870096710144,34.86997860535293,34.879053902600795,0.0012916999472979195,1.225217894247827,72.10186341047906,62.11868772748881,0,0.0,301,8760,349,29012,0.307668145213386,0.0,1.0
114,0,RT44HC,True,1.0854494016059504,0.9473633292837047,1.212046241404055,1.1360849838535434,-0.07666289778089241,0.1042207925088694,rajasthan,0,RT44HC,single-layer,25.234220792508868,1566.3969055279406,0.504617276367562,2190,1416.3691487050896,7.042010673837155e-07,1629.3141606270483,63.22505462719105,31.541661547947015,31.54943123046399,0.0013987947215503961,1.225217894247827,64.7192441644926,62.05143412905096,0,0.0,224,8760,0,3280,0.3212572603229875,0.0,1.0
115,0,RT44HC,True,1.0911321601279105,0.993213273276603,-0.30181017261095633,0.8759462343219175,0.035536681063197295,1.9906451472905085,rajasthan,0,RT44HC,single-layer,27.120645147290507,1445.6479838867122,0.616759558156734,3492,764.2078042624469,6.486568578427974e-07,1543.1810622666926,97.71068866693106,38.01216620567756,38.0184855819157,0.0009093077695601452,1.225217894247827,72.14340554456325,62.13906944367741,0,0.0,331,8760,6080,54858,0.4265046864793791,0.0,1.0
116,0,RT44HC,True,0.9752994950547565,1.0439406136323244,1.0270876924143009,1.068013152433265,0.12892820734126786,-0.2571892003938623,rajasthan,0,RT44HC,single-layer,24.872810799606135,1661.0645624630602,0.5463137317132425,3059,1241.7272364520472,6.746536645319542e-07,1737.7955550402921,77.04852495248204,34.762383913832444,34.770325561531315,0.0010419881822940195,1.225217894247827,72.13805947170276,62.15435864314577,0,0.0,322,8760,4214,45730,0.37725234575840505,0.0,1.0
117,0,RT44HC,True,0.9675630282969406,1.0208306511616276,-0.7093532402339493,0.9337789838416881,-0.04321041885279542,1.2528370956611141,rajasthan,0,RT44HC,single-layer,26.382837095661113,1556.6561830222972,0.5906126956178253,3354,906.1556592151775,6.80154765953024e-07,1647.6356341086362,91.2021076957804,32.993760223344495,33.000664314383435,0.0006128742781891696,1.225217894247827,71.67052949988894,62.09726115568337,0,0.0,303,8760,0,27295,0.4377936006788769,0.0,1.0
118,0,RT44HC,True,0.9820644455259651,1.021372290607924,-0.9166799062467653,0.8234922628016734,0.35879960605302463,-1.3333907471672228,rajasthan,0,RT44HC,single-layer,23.796609252832777,1526.930030111285,0.6066428199459035,3266,874.5059409069697,6.578408444193644e-07,1618.489746481057,91.89151558519481,35.04289377802376,35.05120876932307,6.599927252993615e-05,1.225217894247827,72.12679103164798,62.13246715038866,0,0.0,327,8760,5737,52858,0.4012574355871088,0.0,1.0
119,0,RT44HC,True,0.9130878858160529,0.9713655621424178,0.00713361888434072,0.9723831987280499,-0.0660584982369411,-0.7341998068315152,rajasthan,0,RT44HC,single-layer,24.395800193168483,1552.5292057183024,0.5469414874113991,2599,1155.7351883121355,6.93733574628726e-07,1625.9634536380265,73.76294076375538,29.40654946054656,29.414791074661625,0.00025304892689699,1.225217894247827,67.75098684367833,62.073496747591506,0,0.0,264,8760,0,12099,0.3657368307122182,0.0,1.0
0,1,savE® OM49,True,0.9727354060248357,1.0098792095931983,0.5715924990579104,1.0757117387122705,-0.2956945407400905,1.5723848366799453,rajasthan,1,savE® OM49,radial,27.556384836679946,1860.128425202001,0.6141247781457055,4201,924.4392152770918,1.537716223749276e-07,1946.2369065748503,86.28091874443092,17.7674824469945,17.774191115149673,0.0009470357297922509,0.738388917025206,72.07242587434305,62.146987137086036,0,0.0,253,8784,401,40878,0.3431607580004551,0.0,1.0
1,1,savE® OM49,True,1.093956277343485,0.9905136146082671,-0.049317251992354594,1.0169965938608414,-0.34423671909143705,0.524348214935026,rajasthan,1,savE® OM49,radial,26.508348214935026,1821.2899427969553,0.6156435429071103,4041,922.844333556184,1.5327079415280908e-07,1907.0265545223947,85.95411307757834,18.616874210841566,18.623990548115685,0.0004743230605791867,0.738388917025206,72.08129435180082,62.105880558179756,0,0.0,245,8784,273,36405,0.3235958028604225,0.0,1.0
2,1,savE® OM49,True,1.0253905047132013,1.0446531649282826,0.18529576288332872,1.1719619065790563,0.08782938182605782,1.5107609947431953,rajasthan,1,savE® OM49,radial,27.494760994743196,1875.4782011147315,0.5964456165469856,3984,1057.0187051438222,1.4557099141067238e-07,1965.696616786933,90.49514195251548,21.625515945952724,21.63231724625443,0.005612643452459803,0.738388917025206,72.15988728902734,62.16935088154564,0,0.0,344,8784,8578,76523,0.34729371184012536,0.0,1.0
3,1,savE® OM49,True,1.0258832484416627,1.008524555666451,0.8833288084088049,1.1068387780414652,-0.046224656629325955,1.1470164190113183,rajasthan,1,savE® OM49,radial,27.13101641901132,1888.3427341601912,0.602943976924815,4047,1002.617008402444,1.5508416841093617e-07,1969.7872042892698,81.64397707806056,18.243227973797737,18.250129706060513,0.0010018579122148274,0.738388917025206,72.07987457835658,62.11897722723392,0,0.0,248,8784,312,36627,0.3271896940736724,0.0,1.0
4,1,savE® OM49,True,1.0502790353846894,1.0258877398909514,0.14180966055417565,1.0614883217572637,-0.1121399824034085,-1.9304506747942525,rajasthan,1,savE® OM49,radial,24.05354932520575,1960.334202775296,0.5890264896049695,3604,1166.6445518707508,1.5717449477852566e-07,2035.1799890534126,75.19771409070201,18.34972282403209,18.3578799215736,0.00022292557429928785,0.738388917025206,72.09333849163146,62.11896067708408,0,0.0,232,8784,183,30822,0.29056581504461043,0.0,1.0
5,1,savE® OM49,True,0.9497840101405899,0.9536667435516636,-0.3739684284169156,1.0241444576963432,0.21449951451913118,-1.8378029518885293,rajasthan,1,savE® OM49,radial,24.14619704811147,1761.3844941587347,0.578518614114408,3507,1149.2749675653167,1.4887004849953874e-07,1839.8224083357536,78.80351082998443,19.454298370019085,19.462402159923695,0.0013755000284154189,0.738388917025206,72.13760459926061,62.162037231041126,0,0.0,302,8784,3941,60223,0.2890791159448688,0.0,1.0
6,1,savE® OM49,True,1.0212098489802457,1.039544035620115,0.8914996351056921,1.1814972449286536,0.34839945093600544,-1.408216505024519,rajasthan,1,savE® OM49,radial,24.575783494975482,1962.069533354605,0.5651418739747998,3620,1339.7531046143736,1.4972505051215304e-07,2036.038788962789,74.34073940952817,21.324451113542633,21.332441017707424,0.0022804000183922206,0.738388917025206,72.17723591759137,62.149831919627545,0,0.0,328,8784,6361,66696,0.3028859319037664,0.0,1.0
7,1,savE® OM49,True,1.0912504129698324,1.0222235428041928,-0.9756269663364743,1.1496151844318132,0.06591859409255918,0.7715342027169902,rajasthan,1,savE® OM49,radial,26.75553420271699,1828.4521369639656,0.584547542291646,3843,1112.510295881325,1.4595031231914592e-07,1920.0523960358455,91.92460179272291,22.376343197855284,22.38346924200895,0.005966966760091943,0.738388917025206,72.16051434539465,62.16769616692135,0,0.0,334,8784,6612,68850,0.324148307686665,0.0,1.0
8,1,savE® OM49,True,0.9604135758226161,1.0220818238482714,-1.0155862867481587,0.9773714069246591,-0.23764551384942878,0.30354826014358105,rajasthan,1,savE® OM49,radial,26.287548260143584,1846.2580826741346,0.6293518996237701,4193,865.4682989851028,1.5228916638664004e-07,1940.123217724722,94.08928449202541,17.540660685387465,17.547842300326767,0.00035913665407824277,0.738388917025206,72.08110364221662,62.098745927759325,0,0.0,257,8784,491,46105,0.34561804134938173,0.0,1.0
9,1,savE® OM49,True,1.0380239201520947,0.9855545996790237,1.4061111108951114,0.9717871236195327,-0.21080663797414945,1.7929599498193864,rajasthan,1,savE® OM49,radial,27.77695994981939,1800.945199323046,0.64630826312989,4433,755.796591210518,1.5276050794383157e-07,1888.012895142661,87.20434814031714,18.97712971874737,18.983666962596505,0.00029220794898105227,0.738388917025206,72.08493058897561,62.15461048884191,0,0.0,271,8784,775,52441,0.3707028512277897,0.0,1.0
10,1,savE® OM49,True,0.9910199009688699,1.0246362841167953,0.4911898930034311,0.8063791515396472,-0.27229006211886764,1.1646549016383512,rajasthan,1,savE® OM49,radial,27.148654901638352,1788.7329594651276,0.7043686956874964,4721,543.3250384372134,1.4932558965528728e-07,1891.3498342413982,102.75197203021895,19.945537127706352,19.952102599704357,9.206433277425114e-06,0.738388917025206,72.11590797643018,62.1858820270849,0,0.0,310,8784,3216,85684,0.43694470449903167,0.0,1.0
11,1,savE® OM49,True,0.9826793651661058,1.0510270791087197,-1.4742317454923017,1.0773472827528863,-0.35656010611428035,-0.45787061669277085,rajasthan,1,savE® OM49,radial,25.526129383307232,1935.8081532760173,0.596540187579862,3832,1080.7054621583097,1.540928601170235e-07,2025.2090793104633,89.68737721724605,17.628293671310757,17.635871899686965,0.0008055668384526566,0.738388917025206,72.0851904409517,62.13420714835823,0,0.0,241,8784,323,35242,0.3134853045988222,0.0,1.0
12,1,savE® OM49,True,1.0882920605344757,0.9665059916300557,0.1298583013336465,0.9275560855984611,0.38386397634609737,-1.1545983489698215,rajasthan,1,savE® OM49,radial,24.82940165103018,1735.9522968813012,0.6255619333242486,3854,894.4128254672412,1.460944075308e-07,1820.8291867567284,85.16519218430071,22.289507435034846,22.2971788596556,0.0003157555993703632,0.738388917025206,72.14517937929952,62.152626037334194,0,0.0,331,8784,7248,72596,0.3318706617839017,0.0,1.0
13,1,savE® OM49,True,0.9063383126070271,0.9455023827794019,0.13122071111061517,0.8799790891719371,0.2900447014912254,1.975674834050578,rajasthan,1,savE® OM49,radial,27.95967483405058,1605.7958228827576,0.6698309801496487,4163,632.0997430596043,1.4184932921450793e-07,1704.4318802652485,98.75451666285977,19.52376776644986,19.530108846931736,0.000792029918972202,0.738388917025206,72.15725795247003,62.13587858619789,0,0.0,352,8784,9369,84206,0.3844226556696923,0.0,1.0
14,1,savE® OM49,True,0.9973501337715422,0.954324209070304,-0.8841112715118558,0.809091633189718,-0.3120678306599125,1.3069888318400489,rajasthan,1,savE® OM49,radial,27.29098883184005,1647.4305900997251,0.6843685953226974,4474,577.3927061935813,1.4902538202515723e-07,1750.057450218079,102.76462192608012,18.450743325835607,18.457322244050218,5.752239403997923e-05,0.738388917025206,72.09679912266003,62.11087356847136,0,0.0,276,8784,957,62258,0.3847512976178779,0.0,1.0
15,1,savE® OM49,True,1.0020290586600413,1.060283165701899,0.7131470237965578,0.9198455567710233,-0.011536070189725023,-0.6339440403977714,rajasthan,1,savE® OM49,radial,25.35005595960223,1948.24620124302,0.6553781307051008,4429,795.2764642406751,1.5379487789554238e-07,2037.610438750518,89.62104107735897,19.22621018819919,19.23368303363516,3.7027279946941655e-05,0.738388917025206,72.11382221758024,62.1791870896185,0,0.0,277,8784,1782,66676,0.3817705100616363,0.0,1.0
16,1,savE® OM49,True,0.9282734385752202,1.053820926300062,-0.18125958080046134,0.9334040864892371,-0.1962733418148117,1.410486346467482,rajasthan,1,savE® OM49,radial,27.394486346467485,1871.965905301579,0.662665195733532,4581,707.7479387883882,1.511953780233033e-07,1972.1842368071134,100.37027544631825,18.447072267837658,18.453734466155005,0.00020903570402964843,0.738388917025206,72.11251908880058,62.16915907707671,0,0.0,290,8784,1758,70565,0.4032104367671971,0.0,1.0
17,1,savE® OM49,True,1.0996586828887003,0.9823890434222522,0.07036151294008053,1.0241530311556655,-0.40950349355005855,1.9340780291409865,rajasthan,1,savE® OM49,radial,27.91807802914099,1780.9791020102805,0.6252539876360146,4239,837.0235399841614,1.5226324037560116e-07,1871.385504225318,90.55512013543391,18.88463943016978,18.89118720084462,0.0008641652367648682,0.738388917025206,72.07251700099768,62.10481808437952,0,0.0,251,8784,249,41562,0.34252128165692214,0.0,1.0
18,1,savE® OM49,True,1.072731444389416,0.9684874229717587,-0.5566663321747992,0.9753874363300827,0.015548674594437095,0.8679939159946324,rajasthan,1,savE® OM49,radial,26.851993915994633,1693.7885991044473,0.6267805252246716,3961,843.4695993061727,1.4442668627043205e-07,1787.7059694136904,94.1423368053903,22.068592862408202,22.075523169925656,0.002312167002211439,0.738388917025206,72.14251424148904,62.15213131193947,0,0.0,341,8784,7484,74544,0.34622525993193387,0.0,1.0
19,1,savE® OM49,True,1.0599225848745357,0.9546456600011067,0.7341739979832935,1.1146178080854359,-0.12131944830128294,-1.5570445271774744,rajasthan,1,savE® OM49,radial,24.426955472822527,1856.1736498527873,0.561323765729784,3203,1284.3036402714672,1.5799066340972688e-07,1921.6669012052103,65.83458125885846,17.826442550203094,17.83447995543003,0.0005171160242563167,0.738388917025206,71.784830061167,62.098446667206034,0,0.0,209,8784,0,16474,0.2436620137463062,0.0,1.0
20,1,savE® OM49,True,1.0065814061475082,0.9334799038617159,-0.1946696706578901,0.8256114821374634,0.3478827838001294,-0.0024095991809440775,rajasthan,1,savE® OM49,radial,25.98159040081906,1608.2784946661009,0.6665432173639585,4019,668.4801868778221,1.431821264694238e-07,1702.6602807884692,94.58228211254807,21.11588504583173,21.12293183018128,7.748264226604624e-05,0.738388917025206,72.14975656303689,62.16449667218277,0,0.0,343,8784,8240,79658,0.36460667991689083,0.0,1.0
21,1,savE® OM49,True,0.92980034268718,1.0327070962663887,0.10925618605923448,1.0482160528794298,0.07417005854715875,1.212566390537308,rajasthan,1,savE® OM49,radial,27.19656639053731,1818.6796396504124,0.6248228154375003,4061,893.9023091178126,1.439955133398308e-07,1912.262072505423,93.8079603832042,20.15498571929665,20.16181368470834,0.002906023997673598,0.738388917025206,72.17857091236608,62.145577583370056,0,0.0,350,8784,10160,81919,0.3664197740784709,0.0,1.0
22,1,savE® OM49,True,1.0521004084492294,0.9627386389954847,-0.33039975294178126,0.9733393197144583,0.32853556032562814,0.07766144413167808,rajasthan,1,savE® OM49,radial,26.06166144413168,1708.4727273618714,0.6189628030564674,3892,896.752468602588,1.4535746344836644e-07,1797.7615415089354,89.544759186896,21.722349184793416,21.72960435229311,0.0016098571865941446,0.738388917025206,72.14511137101616,62.15186259476454,0,0.0,333,8784,6644,70584,0.3342360085626891,0.0,1.0
23,1,savE® OM49,True,0.999786585360122,1.0507974503293036,0.1214554432963626,0.9812164380984238,-0.3491453912845055,-1.89846776537867,rajasthan,1,savE® OM49,radial,24.085532234621333,1974.953223676132,0.620511504395023,4021,994.2813886821215,1.5587752660323597e-07,2056.8322251436043,82.21637342122753,18.246982503595042,18.255052372493857,7.910241939880479e-05,0.738388917025206,72.08741823217946,62.11603814666933,0,0.0,251,8784,587,44774,0.33200627761806767,0.0,1.0
24,1,savE® OM49,True,0.9786090945199969,0.9789074734247004,1.3548275008237742,0.8607079263313334,0.2125445842751178,-1.8850323575378352,rajasthan,1,savE® OM49,radial,24.098967642462167,1765.5791284439354,0.6521271623712961,3971,798.9932735828281,1.458034353466728e-07,1847.024148947668,81.74445470181936,21.019794902966503,21.027591996164244,6.797391966149875e-06,0.738388917025206,72.15787120497035,62.1406390324191,0,0.0,347,8784,9617,81009,0.35745579358878954,0.0,1.0
25,1,savE® OM49,True,0.9942334690590673,0.9534127310864982,-0.9185138392695554,0.919189123990817,0.27107612944824955,0.3286871740565287,rajasthan,1,savE® OM49,radial,26.31268717405653,1652.7345876212141,0.6343792134253845,3933,801.8288436783479,1.4422517551498135e-07,1747.7113804371932,95.20142523188277,20.781180757812987,20.788265769055183,0.0011640116208989422,0.738388917025206,72.1404083889033,62.15109052024314,0,0.0,336,8784,7106,73913,0.3451673916814933,0.0,1.0
26,1,savE® OM49,True,0.9915949614397036,1.0414292155874703,-0.3113801468450341,1.0327427157339764,0.25797267326310236,1.5228805819620268,rajasthan,1,savE® OM49,radial,27.50688058196203,1806.3771911686265,0.6327214205586229,4119,847.1378076552044,1.4296448150111256e-07,1904.2711338498552,98.10780001110292,21.129913036200403,21.136622799906657,0.0031328212815301096,0.738388917025206,72.17015959594751,62.14846500144813,0,0.0,351,8784,11113,84762,0.373380721660065,0.0,1.0
