regime_id,pcm_id,capsule_diameter_m,n_capsule,flow_rate_kg_s,valid,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,pred_useful_energy_kWh,pred_solar_fraction,pred_unmet_energy_kWh,pred_pump_energy_kWh,pred_pcm_mass_kg,predicted_feasible_proba,sim_mains_temp_C,sim_useful_energy_kWh,sim_solar_fraction,sim_delivery_temp_hours,sim_unmet_energy_kWh,sim_pump_energy_kWh,sim_residual_pct_of_collector,sim_pcm_mass_kg,sim_max_water_temp_C,sim_max_pcm_temp_C,sim_n_safety_violations,sim_mean_f_melt,surrogate_vs_sim_error_pct,large_surrogate_error,meets_temperature_safety,constraint_margin_C,selection_rule_pool_size,best_useful_energy_in_regime_kWh,plain_tank_useful_energy_kWh,pcm_vs_plain_tank_pct,deployment_note
0,RT42,0.044770651685547114,12,0.033725564864895634,True,0.022385325842773557,0.011276909943246297,0.9887230900567537,4.113079775027913e-06,2.3119323124532372e-10,29.383013697111345,1538.9738583752478,0.390950011970328,2283.618464976257,5.637938167267523e-09,0.615909729789572,0.9766666666666667,20.63,1539.006957305311,0.3905660944467326,1072,2285.228450046137,8.881962291864727e-10,0.004547809868379684,0.4961840375028371,71.61998267431134,71.48372519049776,1456,0.3358006967416863,0.0021506679944588904,False,False,-6.483725190497765,60,1540.1869994252772,1537.3712182492661,0.10639844408611304,"Optimal PCM design per Objective 2's search, but exceeds the precautionary temperature-safety margin under nominal operation -- requires Objective 3's active bypass/discharge control before hardware deployment. Not a disqualification of the design; a specified precondition for deploying it."
1,Myristic acid (C14),0.04519557939163851,9,0.010905941403155848,True,0.022597789695819256,0.008700796319975498,0.9912992036800246,3.4336742770917656e-07,6.241241743914386e-12,9.591859471271539,1526.072192151509,0.2805270390713437,3908.469827514101,5.482210509596569e-09,0.45860402431540515,0.9733333333333334,7.45,1525.9247098289195,0.2805205915664103,79,3908.5619215256693,2.4374649527371672e-11,0.002698761605855576,0.43068941783878717,58.057703537903194,53.12408213608427,0,0.0004610922665493687,0.00966511136751792,False,True,11.875917863915731,60,1526.6234911313966,1525.5819937090207,0.02246461490185649,Meets this project's precautionary temperature-safety margin as-is.
2,RT42,0.0431638571597305,13,0.010521203118045608,True,0.02158192857986525,0.01094794760568979,0.9890520523943103,4.167476554739007e-07,7.307811220350336e-12,8.837498250672054,1626.4162272668148,0.3742873823144924,2635.613880921494,5.482210509596569e-09,0.5800055594406647,0.9766666666666667,17.01,1626.445691022442,0.3741627589231784,759,2635.9840714592347,2.884656981848998e-11,0.0019788937303480024,0.48170969465035074,70.30381682185666,70.11800099522216,697,0.26729980498177763,0.0018115425427224828,False,False,-5.118000995222161,60,1626.8503311867248,1625.090299253038,0.08340408960824636,"Optimal PCM design per Objective 2's search, but exceeds the precautionary temperature-safety margin under nominal operation -- requires Objective 3's active bypass/discharge control before hardware deployment. Not a disqualification of the design; a specified precondition for deploying it."
3,RT42,0.04908405511325691,31,0.014250214563324343,True,0.024542027556628456,0.03838942586383709,0.9616105741361629,3.248717697503683e-06,7.715820707516086e-11,13.611485590622772,1565.489828259973,0.4090909140075153,2125.9071976652235,5.482210509596568e-09,1.6865766118875671,0.9966666666666667,21.82,1565.4846397642673,0.40913355490841197,1483,2125.8341505329454,3.017689627970279e-10,0.0018416014365827311,1.6891347380088322,72.96754505428905,72.78506598382987,1030,0.36737713604198624,0.00033143063648365204,False,False,-7.785065983829867,60,1567.0934308894095,1563.3331147129009,0.13762422295785323,"Optimal PCM design per Objective 2's search, but exceeds the precautionary temperature-safety margin under nominal operation -- requires Objective 3's active bypass/discharge control before hardware deployment. Not a disqualification of the design; a specified precondition for deploying it."
4,savE® OM42,0.04448077026627531,11,0.010732995953238582,True,0.022240385133137655,0.01013767118689467,0.9898623288131053,3.9526678225350097e-07,7.0706612906274354e-12,9.290454357037971,1625.7286386027956,0.3699957196171196,2696.988459652887,5.482210509596569e-09,0.5440402464007164,0.97,16.47,1625.871120307308,0.36997796132568994,543,2697.046029525094,2.8021128898368925e-11,0.0006455160846453328,0.4577158540882944,69.55360805239486,69.21236231179358,320,0.16578137039950008,0.00876340705808769,False,False,-4.212362311793584,60,1627.3400703362538,1625.6369403118574,0.014405430243588521,"Optimal PCM design per Objective 2's search, but exceeds the precautionary temperature-safety margin under nominal operation -- requires Objective 3's active bypass/discharge control before hardware deployment. Not a disqualification of the design; a specified precondition for deploying it."
