case_id,regime_id,pcm_id,sampling_method,seed,capsule_diameter_m,n_capsule,flow_rate_kg_s,simulator_version,runtime_s,valid,reason,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,geom_hydraulic_diameter_m,geom_below_min_pcm_fraction,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,split
c1_PureTemp_53_bnd_dmax_fmax,1,PureTemp 53,boundary,0,0.08,22,0.05,sim_v1_uttarakhand,1.4771692752838135,True,,0.04,0.11795633216678478,0.8820436678332152,0.00028333669561690297,2.3611391301408582e-08,77.84015292842594,0.39881139135955096,False,uttarakhand,1.0,PureTemp 53,7.45,1514.807937164697,0.2782525364512357,,3920.8830995262915,9.222019157544795e-08,1588.49963985894,75.05836805043435,41.2555332145291,41.396917947074996,0.003598068776283877,5.4259912796721,59.57557059393193,52.474777398974865,0.0,0.0,0.0,8784.0,train
c1_PureTemp_53_bnd_nmin,1,PureTemp 53,boundary,0,0.05,8,0.030000000000000002,sim_v1_uttarakhand,1.97792387008667,True,,0.025,0.010471975511965978,0.989528024488034,2.988850618139812e-06,1.4944253090699062e-10,29.19005734815973,3.149765528504569,True,uttarakhand,1.0,PureTemp 53,7.45,1525.927947297403,0.28052190174518077,,3908.5548039976447,5.836353509125833e-10,1599.0913025881168,74.52786576556574,3.637906289154473,3.650456034483657,0.0026886813479178023,0.481710873550435,58.06110154890946,52.8717361891049,0.0,0.0,0.0,8784.0,train
c1_PureTemp_53_bnd_nmax,1,PureTemp 53,boundary,0,0.05,37,0.030000000000000002,sim_v1_uttarakhand,2.0251262187957764,True,,0.025,0.04843288674284265,0.9515671132571574,3.445149506227315e-05,1.7225747531136576e-09,29.19005734815973,0.6549042584154036,True,uttarakhand,1.0,PureTemp 53,7.45,1522.7234253397403,0.27986467931810377,,3912.1251557302094,6.727515698292156e-09,1596.0035981319156,74.6483110266889,17.05105865709434,17.109122336652025,0.003165139620367961,2.227912790170762,58.43632209858618,52.90229705501062,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_000,1,n-Hexacosane (C26),lhs,20262104,0.021553953106667387,27,0.033229626389147816,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__lhs_001,1,n-Hexacosane (C26),lhs,20262104,0.055381997828354734,21,0.03648634006736978,sim_v1_uttarakhand,1.9790003299713135,True,,0.027690998914177367,0.03735543236811375,0.9626445676318862,1.7872356974951637e-05,1.086828157322523e-09,39.3226347231687,0.9514578554233555,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1522.991572955226,0.2799045259450136,,3911.9086894813977,4.2446073684166054e-09,1596.2601332086797,74.63122335047531,10.123471536139823,10.161490922118377,0.0031596600174654483,1.4381841461723794,58.61357027795867,55.74902031992885,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_002,1,n-Hexacosane (C26),lhs,20262104,0.0626896110696151,30,0.01753092217198662,sim_v1_uttarakhand,1.9618983268737793,True,,0.03134480553480755,0.07739922267567806,0.9226007773243219,2.3390119497163288e-05,6.834172741637274e-10,21.386712256378654,0.4981745458033833,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1518.7097138074205,0.27899405136733846,,3916.8548300145453,2.6694563485971253e-09,1592.1371779802394,74.79058545484453,21.214247529998037,21.293047103816715,0.0039017163670548288,2.9798700730136054,59.359716941431614,55.75449684199554,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_003,1,n-Hexacosane (C26),lhs,20262104,0.02827398414043482,14,0.0401011477589341,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__lhs_004,1,n-Hexacosane (C26),lhs,20262104,0.04413228002048064,23,0.02106410308579929,sim_v1_uttarakhand,1.9671669006347656,True,,0.02206614001024032,0.020702631379479346,0.9792973686205206,3.2257213535343598e-06,1.1324487852818628e-10,18.090185732373232,1.3917272931182187,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1524.7197109733756,0.28026838053212444,,3909.932054476304,4.422731545550201e-10,1597.9252405913069,74.56852111684918,5.594789787860121,5.615858496381267,0.0028868399157990915,0.797051308109955,58.300989057194634,55.79929366364806,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_005,1,n-Hexacosane (C26),lhs,20262104,0.07490248145282047,35,0.04950942696383504,sim_v1_uttarakhand,1.447948694229126,True,,0.037451240726410234,0.15402289408550418,0.8459771059144958,0.0006472659109253093,5.340960723856127e-08,72.16519585226165,0.27426998157860183,False,uttarakhand,1.0,n-Hexacosane (C26),7.45,1509.0257260879478,0.2769488363233029,,3927.9654324150397,2.0866688468064246e-07,1582.8855303193811,75.22235592953311,43.265303366066426,43.42220370855479,0.0052861044405818295,5.929881422291912,60.69408731561214,55.808056556891096,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_006,1,n-Hexacosane (C26),lhs,20262104,0.06762905091852851,17,0.011797761639009205,sim_v1_uttarakhand,1.4291746616363525,True,,0.03381452545926426,0.05506522492990896,0.944934775070091,3.478983612666368e-06,6.84070323470949e-11,15.52660838828053,0.7736890460267375,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1519.8933011484226,0.27930245626670913,,3915.1794246701215,2.6716366483139973e-10,1593.353597864167,74.81703191985487,14.90825184783115,14.96428848670519,0.003138748944342299,2.120011159801495,58.895429767155235,55.67402070371784,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__lhs_007,1,n-Hexacosane (C26),lhs,20262104,0.04021431770052081,9,0.028421181525171924,sim_v1_uttarakhand,2.411825656890869,True,,0.020107158850260404,0.006129333345765192,0.9938706666542348,1.5600990648842872e-06,7.389976453387882e-11,22.241625413922414,4.347164526973794,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1526.5906449448137,0.2806442833070508,,3907.88996785777,2.886134776154984e-10,1599.7043543324962,74.4788094032638,1.6504483536527643,1.6566855370210976,0.002751398296298749,0.2359793338119599,58.06989937779764,55.82001544052573,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__bnd_dmin_fmin,1,n-Hexacosane (C26),boundary,0,0.02,22,0.01,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_n_Hexacosane__C26__bnd_dmin_fmax,1,n-Hexacosane (C26),boundary,0,0.02,22,0.05,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__bnd_dmax_fmin,1,n-Hexacosane (C26),boundary,0,0.08,22,0.01,sim_v1_uttarakhand,1.376955270767212,True,,0.04,0.11795633216678478,0.8820436678332152,1.6544910901276784e-05,2.7574851502127974e-10,15.568030585685188,0.39881139135955096,False,uttarakhand,1.0,n-Hexacosane (C26),7.45,1512.8609162053654,0.27779830106536485,,3923.3507269688753,1.0771426368023526e-09,1586.5958893439404,75.09195526691842,32.46512669869235,32.58521562956254,0.004286304350757641,4.541318788421214,60.12952923727394,55.69696504323993,0.0,0.0,0.0,8784.0,holdout
c1_n_Hexacosane__C26__bnd_dmax_fmax,1,n-Hexacosane (C26),boundary,0,0.08,22,0.05,sim_v1_uttarakhand,1.3775947093963623,True,,0.04,0.11795633216678478,0.8820436678332152,0.00028333669561690297,2.3611391301408582e-08,77.84015292842594,0.39881139135955096,False,uttarakhand,1.0,n-Hexacosane (C26),7.45,1512.9855482687472,0.277820735244771,,3923.228853599964,9.223396488703463e-08,1586.7066779566715,75.07906509463689,32.584393709005745,32.70449793960572,0.004342097508519448,4.541318788421214,60.10020941735433,55.72851336975718,0.0,0.0,0.0,8784.0,holdout
c1_n_Hexacosane__C26__bnd_nmin,1,n-Hexacosane (C26),boundary,0,0.05,8,0.030000000000000002,sim_v1_uttarakhand,1.848680019378662,True,,0.025,0.010471975511965978,0.989528024488034,2.988850618139812e-06,1.4944253090699062e-10,29.19005734815973,3.149765528504569,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1525.745212061314,0.28048361612276784,,3908.762790111147,5.8364157768473e-10,1598.914988905665,74.53302924469584,2.813996798602667,2.824652198307869,0.0027245597400718468,0.4031710572106902,58.12487917041529,55.7284477790779,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__bnd_nmax,1,n-Hexacosane (C26),boundary,0,0.05,37,0.030000000000000002,sim_v1_uttarakhand,1.8904809951782227,True,,0.025,0.04843288674284265,0.9515671132571574,3.445149506227315e-05,1.7225747531136576e-09,29.19005734815973,0.6549042584154036,True,uttarakhand,1.0,n-Hexacosane (C26),7.45,1521.866894421913,0.2796656284638317,,3913.2064967391884,6.727659246188249e-09,1595.1740380758063,74.66998544597976,13.206123162516356,13.255425583477763,0.003365708574255381,1.864666139599442,58.7878013539865,55.81468111985371,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_000,1,Myristic acid (C14),lhs,20262032,0.04424122836082742,27,0.04960623654534482,sim_v1_uttarakhand,2.3767740726470947,True,,0.02212061418041371,0.02448352313557561,0.9755164768644244,2.04469012751233e-05,1.6904897021217984e-09,42.707794635091844,1.1751589557794866,True,uttarakhand,1.0,Myristic acid (C14),7.45,1524.7286489967505,0.28026408726561747,,3909.955377587142,6.602254489675789e-09,1597.91085073295,74.54478614029915,6.793610221159913,6.816364309532291,0.0030505481867352624,1.2119343952109927,58.21332584329676,53.46944981764416,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_001,1,Myristic acid (C14),lhs,20262032,0.0417884376657653,31,0.04331362010359185,sim_v1_uttarakhand,2.3670904636383057,True,,0.02089421883288265,0.023689653885126536,0.9763103461148734,1.5224857565448361e-05,1.0990728278685444e-09,35.22283487855007,1.1481378956653105,True,uttarakhand,1.0,Myristic acid (C14),7.45,1524.8141268133884,0.2802827432850449,,3909.854029019988,4.292489988845469e-09,1597.993004070172,74.5415571255328,6.594619439611665,6.61663596198977,0.003038067098595699,1.1726378673137636,58.18159777103114,53.60558901404606,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_002,1,Myristic acid (C14),lhs,20262032,0.0556874763844724,11,0.019695322815938828,sim_v1_uttarakhand,1.9028568267822266,True,,0.0278437381922362,0.01989270831964197,0.980107291680358,2.623155778852768e-06,8.610649976833452e-11,21.343435691194344,1.8291359420981879,True,uttarakhand,1.0,Myristic acid (C14),7.45,1524.772300921255,0.2802817630430926,,3909.8593541708174,3.362889348453463e-10,1597.9790729438334,74.56793722294164,5.407012845088887,5.425495706873914,0.0028690806004349582,0.9846890618222777,58.234346276129656,52.842926318929415,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_003,1,Myristic acid (C14),lhs,20262032,0.06021875187582165,34,0.033683967789776344,sim_v1_uttarakhand,1.841008186340332,True,,0.030109375937910826,0.07775042732000848,0.9222495726799915,7.761731653251576e-05,4.357431983350227e-09,39.47286801156357,0.4761964669014495,True,uttarakhand,1.0,Myristic acid (C14),7.45,1518.6811955935102,0.2790119320221581,,3916.757693604884,1.7020492446266525e-08,1592.1155499542554,74.79101847177462,21.67744259089219,21.749730021266725,0.003932355258688097,3.8486461523404194,59.01250381992977,52.86125041375281,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_004,1,Myristic acid (C14),lhs,20262032,0.028643711873688117,15,0.011768888569403172,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_Myristic_acid__C14__lhs_005,1,Myristic acid (C14),lhs,20262032,0.07737950596428224,24,0.028546233776760375,sim_v1_uttarakhand,1.391310453414917,True,,0.03868975298214112,0.11644416138577685,0.8835558386142232,9.903762336473717e-05,4.711918582107555e-09,42.985151314317946,0.3914271783155096,False,uttarakhand,1.0,Myristic acid (C14),7.45,1513.1151713267893,0.27786900663850755,,3922.966619922049,1.840632462125921e-08,1586.8421162444388,75.07475278280221,32.45602254362426,32.564290198711376,0.004324367940509799,5.763985988595954,59.77814292666863,52.61961644210166,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__lhs_006,1,Myristic acid (C14),lhs,20262032,0.02229060754964327,16,0.021415607037936917,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Myristic_acid__C14__lhs_007,1,Myristic acid (C14),lhs,20262032,0.0679625042477886,22,0.03723303826310129,sim_v1_uttarakhand,1.3845555782318115,True,,0.0339812521238943,0.07232016665493593,0.9276798333450641,8.303542369389522e-05,5.152768512646046e-09,49.242663885334096,0.5811882312635563,True,uttarakhand,1.0,Myristic acid (C14),7.45,1518.0739717154352,0.2789233864087004,,3917.2387164236366,2.012499622088747e-08,1591.6042885136874,74.88097819020699,19.928793096247645,19.99601265099042,0.003463231604412865,3.579848249419329,58.99461497056604,52.70768805154593,0.0,0.0,0.0,8784.0,holdout
c1_Myristic_acid__C14__bnd_dmin_fmin,1,Myristic acid (C14),boundary,0,0.02,22,0.01,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Myristic_acid__C14__bnd_dmin_fmax,1,Myristic acid (C14),boundary,0,0.02,22,0.05,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_Myristic_acid__C14__bnd_dmax_fmin,1,Myristic acid (C14),boundary,0,0.08,22,0.01,sim_v1_uttarakhand,1.4008350372314453,True,,0.04,0.11795633216678478,0.8820436678332152,1.6544910901276784e-05,2.7574851502127974e-10,15.568030585685188,0.39881139135955096,False,uttarakhand,1.0,Myristic acid (C14),7.45,1512.805198139101,0.27780026422361725,,3923.3400621388587,1.077165615845158e-09,1586.553552707874,75.09507688176782,32.67063800759367,32.78029658122504,0.00429647472816312,5.838838442255847,59.90688354393939,52.53724032753249,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__bnd_dmax_fmax,1,Myristic acid (C14),boundary,0,0.08,22,0.05,sim_v1_uttarakhand,1.3975181579589844,True,,0.04,0.11795633216678478,0.8820436678332152,0.00028333669561690297,2.3611391301408582e-08,77.84015292842594,0.39881139135955096,False,uttarakhand,1.0,Myristic acid (C14),7.45,1512.9304014399274,0.27782922455576575,,3923.182735535562,9.223396488704171e-08,1586.6654789849156,75.08274691851518,32.874513246006735,32.98418691957952,0.0043519114888241625,5.838838442255847,59.8143202123406,52.61107536425287,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__bnd_nmin,1,Myristic acid (C14),boundary,0,0.05,8,0.030000000000000002,sim_v1_uttarakhand,1.9112658500671387,True,,0.025,0.010471975511965978,0.989528024488034,2.988850618139812e-06,1.4944253090699062e-10,29.19005734815973,3.149765528504569,True,uttarakhand,1.0,Myristic acid (C14),7.45,1525.7439931071501,0.28048322996581443,,3908.7648879034477,5.836415776847031e-10,1598.9143365384894,74.53268182462999,2.8539282449782686,2.8636576921161483,0.0027252277837507785,0.5183627878423159,58.084988351305135,53.03898038226749,0.0,0.0,0.0,8784.0,train
c1_Myristic_acid__C14__bnd_nmax,1,Myristic acid (C14),boundary,0,0.05,37,0.030000000000000002,sim_v1_uttarakhand,1.8806660175323486,True,,0.025,0.04843288674284265,0.9515671132571574,3.445149506227315e-05,1.7225747531136576e-09,29.19005734815973,0.6549042584154036,True,uttarakhand,1.0,Myristic acid (C14),7.45,1521.848611271865,0.279678991660841,,3913.1339013565157,6.727659246188249e-09,1595.1617713486796,74.6717856239106,13.45713605856482,13.50215589676832,0.0033695457143214473,2.397427893770711,58.51625797548855,53.11271020615344,0.0,0.0,0.0,8784.0,holdout
c2_baseline_noPCM,2,NONE_plain_tank,baseline,0,0.08,8,0.030000000000000002,sim_v1_uttarakhand,0.7864668369293213,True,,0.04,0.04289321169701264,0.9571067883029873,1.3858140714189671e-05,6.929070357094836e-10,46.70409175705556,1.1900646595720985,True,uttarakhand,2.0,,17.01,1625.090299253038,0.3738645816639302,,2637.239973879642,2.735308265715034e-09,1696.618045154347,72.32048290963805,0.0,0.0,0.0018266167598147954,0.0,70.20082004224986,70.20082004224986,0.0,0.0,0.0,8784.0,train
c2_RT42_lhs_000,2,RT42,lhs,20263607,0.07993448993022746,12,0.011104714099858554,sim_v1_uttarakhand,2.132920265197754,True,,0.03996724496511373,0.06418188796824781,0.9358181120317521,3.7152250261739085e-06,6.876085288716795e-11,17.273696269587862,0.777001589500699,True,uttarakhand,2.0,RT42,17.01,1622.9487735789708,0.3742118313031083,,2635.7773819186423,2.714353767949955e-10,1694.735765351301,72.56666457456286,43.493659656027354,43.521280572066665,0.0022039914465399116,2.824003070602904,69.90267621653416,69.28399477729192,166.0,0.0,158.0,8784.0,holdout
c2_RT42_lhs_001,2,RT42,lhs,20263607,0.03581297942125224,19,0.03473630991044952,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT42_lhs_002,2,RT42,lhs,20263607,0.0700242158232352,36,0.0434365288157339,sim_v1_uttarakhand,2.186434745788574,True,,0.0350121079116176,0.12944219856097794,0.8705578014390221,0.00038672841365885785,2.7996899806260063e-08,59.18982486627788,0.31396318486689884,False,uttarakhand,2.0,RT42,17.01,1622.007311897038,0.3751298796099184,,2631.9106246297697,1.1047110048553283e-07,1694.1408911267647,72.90411046129182,93.55510098942003,93.61096174924349,0.0028289014627753168,5.69545673668303,69.70828666930943,69.28346736132673,325.0,0.0,177.0,8784.0,train
c2_RT42_lhs_003,2,RT42,lhs,20263607,0.04481203979355663,11,0.023055361110132754,sim_v1_uttarakhand,2.383770227432251,True,,0.022406019896778314,0.010365862458228412,0.9896341375417715,1.781174752295427e-06,6.844271185737055e-11,20.10528950009729,2.8521520861573038,True,uttarakhand,2.0,RT42,17.01,1626.4536897649189,0.3741543233307656,,2636.0196016031346,2.701719014982332e-10,1697.9093063885546,72.24856984140585,8.14036109394749,8.144824227082363,0.001975201034705297,0.4560979481620501,70.30581227432592,70.13711118076239,697.0,0.0,221.0,8784.0,train
c2_RT42_lhs_004,2,RT42,lhs,20263607,0.025053046769796014,32,0.0465760634610932,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT42_lhs_005,2,RT42,lhs,20263607,0.06090831507767917,26,0.01972667183563948,sim_v1_uttarakhand,2.1848573684692383,True,,0.030454157538839587,0.061522180981704915,0.9384778190182951,2.094890684908519e-05,6.88753684545473e-10,23.38159290301592,0.619409149481417,True,uttarakhand,2.0,RT42,17.01,1624.2782788745512,0.3745832019516615,,2634.21319389987,2.7177455110210748e-09,1696.0808850573683,72.58352378096359,45.575589191078414,45.6020941107306,0.002216659786323216,2.7069759631950165,70.04788238521112,69.71593416597196,397.0,0.0,195.0,8784.0,train
c2_RT42_lhs_006,2,RT42,lhs,20263607,0.028729255227747053,18,0.03879584012638978,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT42_lhs_007,2,RT42,lhs,20263607,0.05061610800881142,27,0.028010758128735685,sim_v1_uttarakhand,2.4292373657226562,True,,0.02530805400440571,0.036665585686136606,0.9633344143138634,1.0678029972202373e-05,4.984995247379182e-10,27.590355780585835,0.8865759330999761,True,uttarakhand,2.0,RT42,17.01,1625.981839030188,0.3745023103955959,,2634.553903655233,1.9671899022851068e-09,1697.5886074054856,72.3948634090682,28.276804509933925,28.292601990746213,0.0021542307843874817,1.6132857701900107,70.2112497524231,69.98921251297239,654.0,0.0,210.0,8784.0,train
c2_RT42_bnd_dmin_fmin,2,RT42,boundary,0,0.02,22,0.01,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c2_RT42_bnd_dmin_fmax,2,RT42,boundary,0,0.02,22,0.05,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT42_bnd_dmax_fmin,2,RT42,boundary,0,0.08,22,0.01,sim_v1_uttarakhand,2.119283437728882,True,,0.04,0.11795633216678478,0.8820436678332152,1.6544910901276784e-05,2.7574851502127974e-10,15.568030585685188,0.39881139135955096,False,uttarakhand,2.0,RT42,17.01,1620.5693178070007,0.3744084057147975,,2634.949423810592,1.0883410903832732e-09,1692.6382011460178,72.83935063738636,79.9247700903274,79.97560793581698,0.002635343419156914,5.190078615338531,69.58784680870694,68.94403036378411,133.0,0.0,158.0,8784.0,train
c2_RT42_bnd_dmax_fmax,2,RT42,boundary,0,0.08,22,0.05,sim_v1_uttarakhand,2.105682134628296,True,,0.04,0.11795633216678478,0.8820436678332152,0.00028333669561690297,2.3611391301408582e-08,77.84015292842594,0.39881139135955096,False,uttarakhand,2.0,RT42,17.01,1621.2532572604916,0.37470674643287605,,2633.692832912662,9.318235577085602e-08,1693.3265345109903,72.84431092912367,82.0325070806202,82.08336333607906,0.0026617951308429578,5.190078615338531,69.62547099876292,69.1752099046444,155.0,0.0,165.0,8784.0,train
c2_RT42_bnd_nmin,2,RT42,boundary,0,0.05,8,0.030000000000000002,sim_v1_uttarakhand,2.406134843826294,True,,0.025,0.010471975511965978,0.989528024488034,2.988850618139812e-06,1.4944253090699062e-10,29.19005734815973,3.149765528504569,True,uttarakhand,2.0,RT42,17.01,1626.430816868947,0.3741543945086798,,2636.0193018065806,5.899202395733917e-10,1697.8860090027838,72.24811201005959,8.100742507681478,8.105250697833943,0.0019753731029753373,0.46076692252650303,70.3032874142542,70.0947004162744,692.0,0.0,214.0,8784.0,train
c2_RT42_bnd_nmax,2,RT42,boundary,0,0.05,37,0.030000000000000002,sim_v1_uttarakhand,2.447496175765991,True,,0.025,0.04843288674284265,0.9515671132571574,3.445149506227315e-05,1.7225747531136576e-09,29.19005734815973,0.6549042584154036,True,uttarakhand,2.0,RT42,17.01,1625.8082435125775,0.3746594915786089,,2633.891867158264,6.796992880001692e-09,1697.481330657637,72.45918235998934,37.44215075711268,37.46302657551359,0.0022450688833105924,2.1310470166850766,70.17311469640015,69.9584267658884,634.0,0.0,211.0,8784.0,holdout
c2_RT44HC_lhs_000,2,RT44HC,lhs,20262946,0.06826427954833293,30,0.027748268897334186,sim_v1_uttarakhand,2.099717855453491,True,,0.034132139774166466,0.09993794295151297,0.9000620570484871,7.636567492534409e-05,3.5316921372580975e-09,36.86150770375604,0.40986827130656117,True,uttarakhand,2.0,RT44HC,17.01,1623.3259989556577,0.3758859387845541,,2628.726154594092,1.393591001975068e-08,1695.3935192088338,72.84470016153152,78.22062843699251,78.26427564823078,0.002636379983434024,3.9975177180605193,68.91151625647888,68.65937282803873,244.0,0.0,147.0,8784.0,train
c2_RT44HC_lhs_001,2,RT44HC,lhs,20262946,0.055171959061206755,33,0.014943633261475093,sim_v1_uttarakhand,2.4663779735565186,True,,0.027585979530603377,0.05803604031179173,0.9419639596882082,1.2046997183129584e-05,3.0004317967785335e-10,16.0442084295974,0.5969853300563737,True,uttarakhand,2.0,RT44HC,17.01,1625.6063194412723,0.3754236464202466,,2630.6732987214937,1.1839745542722251e-09,1697.396917782008,72.57625904328607,47.78467900522536,47.81001070658102,0.002364147800921265,2.3214416124716695,69.60335136550411,69.39556971262908,519.0,0.0,165.0,8784.0,train
c2_RT44HC_lhs_002,2,RT44HC,lhs,20262946,0.03888389217735656,22,0.03871264986533002,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c2_RT44HC_lhs_003,2,RT44HC,lhs,20262946,0.06499375933800085,10,0.03245787818609917,sim_v1_uttarakhand,2.3367295265197754,True,,0.032496879669000424,0.028750380171440777,0.9712496198285592,1.0310139218850305e-05,5.577420714119449e-10,41.052108979231164,1.463752564240699,True,uttarakhand,2.0,RT44HC,17.01,1625.9610181739845,0.3746858247009204,,2633.7809538306306,2.201446687951402e-09,1697.5490116721987,72.37794372691579,22.98503926717548,22.99757471114667,0.0021110398881907756,1.150015206857631,69.9447779140084,69.72245829890724,403.0,0.0,162.0,8784.0,holdout
c2_RT44HC_lhs_004,2,RT44HC,lhs,20262946,0.07659369904833131,12,0.015030854974431188,sim_v1_uttarakhand,2.1866016387939453,True,,0.038296849524165656,0.05646625643639593,0.9435337435636041,5.397261719272071e-06,1.3520909693571272e-10,22.403734519975227,0.8532380712229465,True,uttarakhand,2.0,RT44HC,17.01,1623.8759005413247,0.3747454571891088,,2633.5297858292893,5.337153753039803e-10,1695.6597526323494,72.56652062334666,41.91477577646497,41.93939562790921,0.0022067606646728305,2.2586502574558374,69.44847464589002,69.04262339006917,285.0,0.0,133.0,8784.0,train
c2_RT44HC_lhs_005,2,RT44HC,lhs,20262946,0.04739653244282445,24,0.024078548593479916,sim_v1_uttarakhand,2.4215915203094482,True,,0.023698266221412224,0.026759596990213016,0.973240403009787,5.552356725501076e-06,2.2282115203885451e-10,22.208568380561037,1.1492006737568259,True,uttarakhand,2.0,RT44HC,17.01,1626.2530179180221,0.37470527737506976,,2633.699020484643,8.794317607628821e-10,1697.8508216297537,72.38818543395166,23.021521309166154,23.033192657848613,0.002100098684951537,1.0703838796085208,70.03356031862691,69.8916528743344,829.0,0.0,182.0,8784.0,train
c2_RT44HC_lhs_006,2,RT44HC,lhs,20262946,0.028748276457801043,18,0.044941011141293535,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT44HC_lhs_007,2,RT44HC,lhs,20262946,0.021825048997434107,34,0.049957263932290906,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT44HC_bnd_dmin_fmin,2,RT44HC,boundary,0,0.02,22,0.01,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT44HC_bnd_dmin_fmax,2,RT44HC,boundary,0,0.02,22,0.05,sim_v1_uttarakhand,0.0,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c2_RT44HC_bnd_dmax_fmin,2,RT44HC,boundary,0,0.08,22,0.01,sim_v1_uttarakhand,2.165377378463745,True,,0.04,0.11795633216678478,0.8820436678332152,1.6544910901276784e-05,2.7574851502127974e-10,15.568030585685188,0.39881139135955096,False,uttarakhand,2.0,RT44HC,17.01,1621.1940646735998,0.37529371870411465,,2631.220545461837,1.0885823703337742e-09,1693.2958820362958,72.87628354148715,84.96016123386973,85.01167238077235,0.0028048511597400507,4.718253286671391,68.40494501367138,67.9015395485352,174.0,0.0,113.0,8784.0,train
c2_RT44HC_bnd_dmax_fmax,2,RT44HC,boundary,0,0.08,22,0.05,sim_v1_uttarakhand,2.1546380519866943,True,,0.04,0.11795633216678478,0.8820436678332152,0.00028333669561690297,2.3611391301408582e-08,77.84015292842594,0.39881139135955096,False,uttarakhand,2.0,RT44HC,17.01,1621.9865001233065,0.37574262531196645,,2629.3297812340097,9.318957036265803e-08,1694.1181660134607,72.90659669923089,88.2769893802641,88.32851476356709,0.0028267308552788668,4.718253286671391,68.51111570686098,68.18443964250153,209.0,0.0,133.0,8784.0,holdout
