regime_id,pcm_id,n_draws,p_meets_delivery_temp,p_meets_annual_demand,p_temperature_violation,p_exceeds_max_safe_temp,useful_energy_p05_kWh,useful_energy_p50_kWh,useful_energy_p95_kWh,solar_fraction_p05,solar_fraction_p95,pump_energy_p05_kWh,pump_energy_p95_kWh,pcm_mass_p05_kg,pcm_mass_p95_kg,max_water_temp_p95_C,robust_per_framework_rule
0,NONE_plain_tank,120,0.23333333333333334,0.0,0.5583333333333333,0.5583333333333333,1576.500257680613,1678.460915557892,1755.425349091166,0.3663101254272784,0.48096411734591793,3.9396447804877553e-11,4.09412379983064e-11,0.0,0.0,79.5654916986512,False
1,NONE_plain_tank,120,0.016666666666666666,0.0,0.08333333333333333,0.08333333333333333,1522.5517374326141,1629.000274051879,1727.535800477945,0.32899447178286734,0.4415968132054722,6.083071542919008e-10,6.355743985470242e-10,0.0,0.0,76.11946039882585,False
2,PureTemp 58,120,0.0,0.0,0.0,0.0,1435.3638733335954,1514.602640446663,1650.0870991496151,0.2422020151244944,0.3345762160691112,2.9233079593405515e-11,3.040380549464364e-11,0.39243918065683836,0.39243918065683836,62.13197504015613,False
3,NONE_plain_tank,120,0.225,0.0,0.35833333333333334,0.35833333333333334,1479.9360044824223,1557.8092941587347,1659.1185818951158,0.361737434824981,0.46800875960989297,1.0244840225210032e-09,1.06971850608592e-09,0.0,0.0,78.89135524170057,False
4,NONE_plain_tank,120,0.025,0.0,0.16666666666666666,0.16666666666666666,1541.8587483477058,1630.678237140688,1718.4694054655342,0.3238726833989575,0.4393810230543881,7.817318235428398e-11,8.166876446676538e-11,0.0,0.0,76.56163978291369,False
