draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,mean_f_melt,min_f_melt,max_f_melt
48,2,RT42,True,1.0203930009138942,0.9913842421010525,0.3321920180014732,0.902417965365408,-0.366901639432593,1.2457997541975403,uttarakhand,2,RT42,18.255799754197543,1563.5663599798243,0.40815591850474553,1078,2164.604191441134,2.84878780844273e-11,1643.6758020769762,80.82230102846022,9.30801207559591,9.312378698005418,0.001733288338646166,0.48170969465035074,72.11363562106894,71.9522798841204,1283,0.0,244,8784,0.3250661496699784,0.0,1.0
49,2,RT42,True,1.0723096077133594,1.033198359430329,0.8207014587101032,0.8479920406115382,-0.1955456645294953,-0.8537363869526247,uttarakhand,2,RT42,16.156263613047376,1662.8207993216488,0.43084588539189683,1214,2085.446354993631,2.87268029123809e-11,1739.2254804746344,77.20662484929306,9.96476234555836,9.969631743761541,0.0005242074929013968,0.48170969465035074,74.72882563028378,74.71735276253804,2448,0.0,247,8784,0.33789277575592724,0.0,1.0
50,2,RT42,True,0.91834360403776,0.9204930691114832,-0.14887772102301589,0.8122100043477912,-0.2820547619430561,0.9744059350341008,uttarakhand,2,RT42,17.984405935034104,1423.2055254419015,0.413135366410308,968,1948.3496641271615,2.823961549769259e-11,1503.783590864596,81.30497738857349,8.176803897851439,8.181218895603319,0.00213677073039641,0.48170969465035074,68.42239267462323,68.39355131077068,534,0.0,231,8784,0.3079404982144504,0.0,1.0
51,2,RT42,True,0.9361845675494422,1.0064111409010652,0.1442061111822226,0.8111504855285568,0.3754491038725729,0.602705294267631,uttarakhand,2,RT42,17.612705294267634,1569.8264773648625,0.4527904278127123,1500,1835.392085918839,2.8014189821021555e-11,1657.330895240111,88.22387468054046,9.69574582299012,9.700230534950128,0.0005777129449831369,0.48170969465035074,76.35243616793127,76.31683071028638,5641,0.0,305,8784,0.3743405187458985,0.0,1.0
52,2,RT42,True,0.9531208571476981,1.0431548808292794,0.9936858899616406,0.9217936120910116,-0.14755115963861376,-0.5951134248436434,uttarakhand,2,RT42,16.41488657515636,1701.1595131114443,0.41084651722099375,1091,2328.6704182672215,2.894481928045381e-11,1773.7351519879135,73.37136341825202,9.19451478512107,9.199343563335164,0.0006609069584986788,0.48170969465035074,73.63949211364714,73.51659876393926,1899,0.0,249,8784,0.32041093101663,0.0,1.0
53,2,RT42,True,1.0914284416970377,0.9564603920962993,-0.25647733851224735,1.1033062730270107,0.28406175367299913,0.754049144161598,uttarakhand,2,RT42,17.7640491441616,1571.8015833172915,0.34413962338498993,640,2978.153167206488,2.8246821811529783e-11,1641.9105800611485,70.88931977018659,8.404786807273963,8.409342163981758,0.0033644351958781902,0.48170969465035074,67.24710003748055,67.20857010287128,279,0.0,206,8784,0.2394423120641346,0.0,1.0
54,2,RT42,True,1.0504708987943305,1.003994370366997,0.43008125411107523,0.8286126122346035,0.39311644651195765,-1.2742033237577952,uttarakhand,2,RT42,15.735796676242206,1620.9855526964755,0.4368403990058731,1279,2041.3747271755901,2.828599979946501e-11,1698.045131670365,77.87440260436264,10.090008819321547,10.094959208871265,0.00026877532669118383,0.48170969465035074,74.09977688107269,74.05368131255003,3940,0.0,274,8784,0.336306317303736,0.0,1.0
55,2,RT42,True,1.0224043134738947,1.048161623320778,1.1120835245256995,0.8771030931555001,-0.2642370105016566,0.2280677331515708,uttarakhand,2,RT42,17.238067733151574,1679.4480453561525,0.431202085840217,1310,2086.782611164926,2.8695338725182263e-11,1758.4441862683113,79.7434147037586,10.082342814116732,10.086941936765678,0.0007271394483387814,0.48170969465035074,74.95995530603994,74.93507324426145,3098,0.0,261,8784,0.3583089196934193,0.0,1.0
56,2,RT42,True,0.9858186991051703,1.0180040509502557,-0.2606712868600447,1.0646166480549637,0.12097702324178428,-0.011524812765054904,uttarakhand,2,RT42,16.998475187234945,1673.5022350736265,0.3690643483772795,843,2830.162625750463,2.8328730195626322e-11,1746.5996436232672,73.89159934480719,8.626859089906143,8.631600260768305,0.0016609146464185225,0.48170969465035074,69.54979843058028,69.50400616978212,1012,0.0,231,8784,0.2765563340387683,0.0,1.0
57,2,RT42,True,1.0782820597075111,1.0439012332155826,1.0467640417970272,0.9863759338459799,-0.39231443449269887,1.859417751438992,uttarakhand,2,RT42,18.869417751438995,1669.8063341079876,0.40301742908969884,1153,2340.401815943608,2.8673415291520665e-11,1748.7786152252197,79.6606800007908,10.142069858563275,10.146287581111588,0.0020722476032563847,0.48170969465035074,75.17311231677581,74.95090612066079,2255,0.0,256,8784,0.3420393930485887,0.0,1.0
58,2,RT42,True,1.0971421188303745,1.0285928373687905,0.9610754258670197,0.9805901871854199,0.32497342696861253,-0.87296992258291,uttarakhand,2,RT42,16.13703007741709,1713.8536461330816,0.39787453303085785,1031,2552.6933516070353,2.845296298637261e-11,1783.0543735336423,70.01274797086401,9.91012840393488,9.91504552411614,0.0005007088363093699,0.48170969465035074,72.60726574688417,72.56108356542148,1748,0.0,245,8784,0.3042650221899335,0.0,1.0
59,2,RT42,True,0.9936695327262322,1.0275348986191177,0.11477720899965524,0.9302021564840107,0.19994370609533452,-0.2847707319097088,uttarakhand,2,RT42,16.725229268090292,1663.0758524066175,0.4121724233467027,1158,2322.9584048746497,2.8256870051961732e-11,1741.1065910793445,78.81178861307708,9.592741929351698,9.597501950231111,0.0006803427751582609,0.48170969465035074,73.12496740549973,73.07802447620648,2786,0.0,269,8784,0.327433276481072,0.0,1.0
60,2,RT42,True,1.057437639185327,0.9559565684950719,-0.1022581809918402,1.0597810672265802,0.22095835691318388,-0.16031422006748564,uttarakhand,2,RT42,16.849685779932514,1586.370301578202,0.35149424266487594,656,2908.819047107152,2.831523104434254e-11,1653.7758987811137,68.20882891182887,8.286545549167695,8.291323218601669,0.0018256768613052826,0.48170969465035074,67.97200508041584,67.92443196514783,428,0.0,202,8784,0.23828880081617823,0.0,1.0
61,2,RT42,True,1.0294638878289446,0.9671703694064631,-0.5021930366978999,0.8567973055600924,-0.12534283368121335,-0.08523342297112757,uttarakhand,2,RT42,16.924766577028873,1521.985934415166,0.40551858382553563,951,2150.8907710701515,2.845631239985025e-11,1600.672648424317,79.46429577913595,8.793809329787875,8.798504443913632,0.0013937787043703347,0.48170969465035074,70.85743911033128,70.82638571534989,778,0.0,225,8784,0.2941035794874163,0.0,1.0
62,2,RT42,True,0.9549514950617072,0.977352845408565,-0.47121556130096065,0.8986679970417196,-0.43765277841887895,-0.8137211410811469,uttarakhand,2,RT42,16.196278858918856,1569.7361102963243,0.39204304495558717,820,2357.955914117964,2.863890618297938e-11,1643.6306560706144,74.71419229400784,8.25451494381801,8.259416695555156,0.0012054808251776138,0.48170969465035074,70.86661573762929,70.77903165291191,594,0.0,217,8784,0.2735751150504089,0.0,1.0
63,2,RT42,True,1.0936052273249004,1.0069471958987524,0.42435561605449296,1.0520310480686215,-0.22769489570770118,-0.6916007685724241,uttarakhand,2,RT42,16.318399231427577,1675.8153969856626,0.36047532729507603,644,2893.1946170721394,2.9095542886870328e-11,1740.4475758514627,65.46079275045761,8.882599622037437,8.887495470788684,0.001731913177444288,0.48170969465035074,70.74750151536006,70.51175193591342,579,0.0,204,8784,0.24417780559902597,0.0,1.0
64,2,RT42,True,0.9175665806235124,0.9621177897915782,-0.34081710778096713,0.9572559018247246,-0.1376043166602111,-0.5162778969519799,uttarakhand,2,RT42,16.49372210304802,1560.9005952205205,0.3714149076848626,677,2574.052373253485,2.8751466775247616e-11,1630.9326536945412,70.84716973764378,7.809943084421324,7.814789878745439,0.001666271867597164,0.48170969465035074,68.6990892098703,68.55479869554861,382,0.0,208,8784,0.2478371708093701,0.0,1.0
65,2,RT42,True,0.9986635575663557,1.055067149587927,1.0809444652064615,1.0129677167327162,-0.010508710674393296,-1.2865395914785096,uttarakhand,2,RT42,15.723460408521492,1767.441577024907,0.3842218275645598,861,2729.706345566825,2.9224241562251066e-11,1832.3971527289134,65.7976398185027,9.127298069895577,9.132334516317727,0.0007236025545494467,0.48170969465035074,73.61886852495371,73.34567879065108,1442,0.0,232,8784,0.2813165287462914,0.0,1.0
66,2,RT42,True,0.9443732456213798,1.0303448460473008,0.4226651150801945,1.1040579179241161,-0.24281647049332544,1.5679350100140734,uttarakhand,2,RT42,18.577935010014073,1673.7803048320236,0.3638823001102075,798,2817.4947957007184,2.891974942807149e-11,1747.3183999423043,74.30194810422266,8.652857078046221,8.65717978355129,0.00509474089320912,0.48170969465035074,72.67502263667078,72.46509590621808,1001,0.0,234,8784,0.28045592198474645,0.0,1.0
67,2,RT42,True,1.0726034359727978,0.9340768579533705,-0.053092028888381215,0.8067058833761954,0.19156873779708605,0.7925576118097397,uttarakhand,2,RT42,17.802557611809743,1454.9942449549171,0.42951284519273336,1167,1891.8274933153991,2.7895640883446277e-11,1537.9226652304783,83.64175554603464,9.818926152002025,9.823363556910444,0.0008886035870993581,0.48170969465035074,73.84165005611324,73.80169119382583,2125,0.0,268,8784,0.33268533780849985,0.0,1.0
68,2,RT42,True,1.0510747737579877,1.0153847163934013,-0.24751511248447722,1.0569984891722963,-0.2670128396708292,-0.09750666941989428,uttarakhand,2,RT42,16.91249333058011,1662.0002782714682,0.3615514779819555,673,2850.7777313391584,2.8987143687102365e-11,1732.3894737564763,71.2015055068712,8.764752252266959,8.769503017363126,0.002602696160833759,0.48170969465035074,70.44917395012006,70.19569460107135,628,0.0,213,8784,0.2519927124389575,0.0,1.0
69,2,RT42,True,0.9549548486326958,1.0301174163959212,0.9683738590365539,1.093022598435304,0.22789554214693142,0.5141809153101042,uttarakhand,2,RT42,17.524180915310104,1716.3836278788922,0.3736704618132415,936,2838.51511872585,2.839206455953601e-11,1786.1188191141387,70.4963488414179,8.864325923665698,8.868925580176244,0.0014863590101361595,0.48170969465035074,71.34701375218049,71.30362093214485,1373,0.0,242,8784,0.296297191579614,0.0,1.0
70,2,RT42,True,1.0344603443590579,0.9982438690025235,0.3797010880118183,0.885140427616,0.26355059023789784,0.4325776248153903,uttarakhand,2,RT42,17.442577624815392,1594.9997146958547,0.42350585718497624,1248,2121.0756259703808,2.8156996631950902e-11,1675.2479162750121,80.9871789517577,9.896167853793337,9.900729571532581,0.0007475094733886091,0.48170969465035074,74.07814981866763,74.03486633808166,3162,0.0,271,8784,0.340767926953703,0.0,1.0
