regime_id,pcm_id,capsule_diameter_m,n_capsule,flow_rate_kg_s,valid,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,pred_useful_energy_kWh,pred_solar_fraction,pred_unmet_energy_kWh,pred_pump_energy_kWh,pred_pcm_mass_kg,predicted_feasible_proba
0,RT42,0.052643172278464115,34,0.026658023003444574,True,0.026321586139232057,0.051943796804340636,0.9480562031956594,2.9952768652426577e-05,1.3308026595887356e-09,27.309495640301844,1539.3194697182046,0.39165583072839827,2281.0018552293805,5.5582314040581996e-09,2.3246021447779115,0.9866666666666667
0,RT42,0.048403502910288165,35,0.02636654911660121,True,0.024201751455144083,0.041564928614960785,0.9584350713850393,2.241648370142703e-05,9.85075530891944e-10,24.83554952915627,1539.1811012816624,0.39148634965177287,2281.7046898868816,5.518327825011049e-09,1.7919674209203398,0.9866666666666667
0,RT42,0.04284254982229632,33,0.038093767580997064,True,0.02142127491114816,0.027174933450668938,0.9728250665493311,1.3834437661680316e-05,8.783430881630708e-10,31.75944667308548,1539.142411965331,0.3914573103495186,2281.873933016982,5.825511076552548e-09,1.1926514603301974,0.95
0,RT42,0.05225596516907925,36,0.022371885371630526,True,0.026127982584539626,0.053794607047946676,0.9462053929520533,2.2733639320544103e-05,8.476572882653419e-10,22.750039140845054,1539.1330663080773,0.3916609518823446,2280.97080154402,5.518327825011049e-09,2.3729741232421286,0.99
0,RT42,0.05452956742829777,28,0.027661382672635057,True,0.027264783714148887,0.04754258667362446,0.9524574133263756,2.8451182288443613e-05,1.311665067949226e-09,29.35280615498371,1539.1116123541683,0.3916309828097873,2281.1513247310477,5.5582314040581996e-09,2.0953305328343945,0.9633333333333334
0,RT42,0.04179541579138911,32,0.03904339187837097,True,0.020897707895694555,0.024466088732182565,0.9755339112678174,1.2908283149188197e-05,8.399719291178789e-10,31.755567547105095,1539.110416883225,0.39145568530147073,2281.8763032031156,6.005443337954108e-09,1.1511267860242422,0.9466666666666667
0,RT42,0.04200576262363581,29,0.03727292063680192,True,0.021002881311817906,0.02250884638908168,0.9774911536109183,1.072714359473299e-05,6.66386619776768e-10,30.468143163787676,1539.0950595230327,0.3914692205243442,2281.8729645013923,5.801568973350821e-09,1.0690289097580128,0.96
0,RT42,0.042702231808096555,30,0.031053777650308256,True,0.021351115904048278,0.02446254254675152,0.9755374574532485,8.26935056522697e-06,4.279909562750155e-10,25.805287502752797,1539.0947475973505,0.39140376668443183,2282.018934452688,5.482210509596568e-09,1.133303432029957,0.9766666666666667
0,RT42,0.046516155500565155,36,0.03753789773004903,True,0.023258077750282578,0.03794395178122269,0.9620560482187773,1.969608959915067e-05,1.2322496617580002e-09,33.979536425794414,1539.0927432941132,0.3915205084184931,2281.6650292703216,5.864830009189079e-09,1.6622664305260588,0.9733333333333334
0,RT42,0.05272405835831227,35,0.021122486396885996,True,0.026362029179156136,0.053718411103389034,0.946281588896611,2.03864585862156e-05,7.176878236133645e-10,21.671928555982223,1539.0915386741558,0.39165544183854595,2280.9539277197914,5.518327825011049e-09,2.3713395644327537,0.98
0,RT42,0.04940907965078434,35,0.02011422034322554,True,0.02470453982539217,0.04420963763748693,0.955790362362513,1.4616103606036252e-05,4.899858808187109e-10,19.33987473493677,1539.0364153574415,0.39146502082406603,2281.763683846227,5.482210509596568e-09,1.9054326008824716,0.9866666666666667
0,RT42,0.04777003190847479,21,0.03189924871934356,True,0.023885015954237396,0.023972565108807138,0.9760274348911928,8.3848635550126e-06,4.4578474669851036e-10,29.65375365299073,1539.0325007772915,0.3913971703184948,2282.095727938948,5.501398146986167e-09,1.0755537658317664,0.9866666666666667
0,RT42,0.053477027478025435,25,0.026527417189017147,True,0.026738513739012718,0.04003781823536667,0.9599621817646333,1.0635257603104347e-05,4.70209858917026e-10,27.606154589425568,1539.0176795504397,0.3914083603455392,2281.910551710539,5.482210509596568e-09,1.7027303841569927,0.9933333333333333
0,RT42,0.04148356503938646,26,0.03776207557295705,True,0.02074178251969323,0.019437042393134533,0.9805629576068655,9.349886654980812e-06,5.884518774399467e-10,30.484257272116963,1539.0167516974911,0.39144793204505857,2281.8808334583277,5.825511076552548e-09,0.956334896586089,0.95
