case_id,regime_id,pcm_id,arrangement,sampling_method,seed,capsule_diameter_m,n_capsule,flow_rate_kg_s,simulator_version,runtime_s,valid,reason,geom_pcm_thickness_m,geom_pcm_volume_fraction,geom_void_fraction,geom_pressure_drop_pa,geom_pump_power_w,geom_reynolds_number_particle,geom_hydraulic_diameter_m,geom_below_min_pcm_fraction,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,split
c0_PureTemp_58_staggered_lhs_001,0,PureTemp 58,staggered,lhs,20261623,0.06205392515541931,31,0.0420711035448904,sim_v2_tamilnadu,11.82241702079773,True,,0.031026962577709656,0.07757076678129231,0.475246618120195,0.009619415945898222,6.744990738354232e-07,50.803876383582306,0.03746638464155292,True,tamilnadu,0.0,PureTemp 58,28.463,1752.4405602445242,0.56189419910995,,924.9852200620137,2.6100491105522134e-06,1841.676566281,89.36991478665814,64.17689215116427,64.23237108574968,5.801189034343709e-05,3.451899121767508,70.75750203178325,70.03212909572436,686.0,0.0,111.0,8784.0,train
c0_PureTemp_58_staggered_lhs_002,0,PureTemp 58,staggered,lhs,20261623,0.04643014749815592,30,0.017705006291313496,sim_v2_tamilnadu,13.155694723129272,True,,0.02321507374907796,0.03144488875768995,0.4989368533390167,0.001395106340732818,4.116727756620982e-08,15.997047630858345,0.03082207881005217,True,tamilnadu,0.0,PureTemp 58,28.463,1755.2117168399138,0.5608615678429815,,927.165443783725,1.593293713035161e-07,1844.138373193597,89.03084083305109,28.75921580526536,28.781703712503315,4.796658789536625e-05,1.3992975497172029,71.53010116511717,71.46353477810686,2438.0,0.0,144.0,8784.0,holdout
c0_PureTemp_58_staggered_lhs_003,0,PureTemp 58,staggered,lhs,20261623,0.02636495765098804,16,0.034670659773745095,sim_v2_tamilnadu,2.7179718017578125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_PureTemp_58_staggered_bnd_dmin_fmin,0,PureTemp 58,staggered,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,1.2159347534179688e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_staggered_bnd_dmin_fmax,0,PureTemp 58,staggered,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,9.5367431640625e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_staggered_bnd_dmax_fmin,0,PureTemp 58,staggered,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,12.126404523849487,True,,0.04,0.11795633216678478,0.4586181716338895,0.001303734819384173,2.1728913656402883e-08,15.568030585685188,0.04518000889371047,False,tamilnadu,0.0,PureTemp 58,28.463,1748.645791218603,0.5600400630805192,,928.8999101202683,8.410477821154788e-08,1837.7835885743857,89.2979898012129,79.18666224411375,79.2709765124647,6.981375808923836e-05,5.249056781421923,71.9218109924793,64.70708384592018,0.0,0.0,34.0,8784.0,train
c0_PureTemp_58_staggered_bnd_dmax_fmax,0,PureTemp 58,staggered,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,12.401986122131348,True,,0.04,0.11795633216678478,0.4586181716338895,0.013068897488143643,1.089074790678637e-06,77.84015292842594,0.04518000889371047,False,tamilnadu,0.0,PureTemp 58,28.463,1749.3824229395063,0.5609408644491574,,926.998022607003,4.21502196068826e-06,1838.5948245460256,89.37303792090917,83.85522179116909,83.93958288692174,7.534333982578321e-05,5.249056781421923,71.66350512411886,65.40461058923027,10.0,0.0,46.0,8784.0,train
c0_PureTemp_58_radial_lhs_000,0,PureTemp 58,radial,lhs,20261624,0.06344868940101639,23,0.03878673116902741,sim_v2_tamilnadu,12.063345193862915,True,,0.031724344700508195,0.06152114661607766,0.564709977305453,0.0038108003234142303,2.4634747947185076e-07,47.890516944683974,0.054875456337381626,True,tamilnadu,0.0,PureTemp 58,28.463,1752.957151904174,0.5615362528998473,,925.7409620614338,9.533852745142878e-07,1842.0889873839983,89.25471823322589,50.339788499296525,50.38376231300811,4.850732144155326e-05,2.7376910244154558,70.96673145406311,70.2550388828772,690.0,0.0,108.0,8784.0,train
c0_PureTemp_58_radial_lhs_001,0,PureTemp 58,radial,lhs,20261624,0.06846185096150395,13,0.041528724381289926,sim_v2_tamilnadu,11.675078392028809,True,,0.034230925480751975,0.04368354555415254,0.5603641172836096,0.004252892798513804,2.943620214210876e-07,55.327483480066356,0.05817475504896943,True,tamilnadu,0.0,PureTemp 58,28.463,1753.4719206839914,0.561023422601659,,926.8237152348921,1.1392954970218195e-06,1842.4676252053491,89.10631353033891,34.436385781034524,34.46758417496968,3.9514097174314624e-05,1.9439177771597882,71.13624511441675,69.79780014369484,517.0,0.0,95.0,8784.0,holdout
c0_PureTemp_58_radial_lhs_002,0,PureTemp 58,radial,lhs,20261624,0.026690803220212438,22,0.02644391969340703,sim_v2_tamilnadu,2.8133392333984375e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_radial_lhs_003,0,PureTemp 58,radial,lhs,20261624,0.03739974180445249,33,0.015520143998192185,sim_v2_tamilnadu,1.2159347534179688e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_radial_bnd_dmin_fmin,0,PureTemp 58,radial,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,1.0013580322265625e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_radial_bnd_dmin_fmax,0,PureTemp 58,radial,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,9.059906005859375e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c0_PureTemp_58_radial_bnd_dmax_fmin,0,PureTemp 58,radial,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,6.604194641113281e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c0_PureTemp_58_radial_bnd_dmax_fmax,0,PureTemp 58,radial,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,4.124641418457031e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_baseline_noPCM,1,NONE_plain_tank,staggered,baseline,0,0.08,8,0.030000000000000002,sim_v2_tamilnadu,5.8801634311676025,True,,0.04,0.04289321169701264,0.4586181716338895,0.002938135737759676,1.469067868879838e-07,46.70409175705556,0.04518000889371047,True,tamilnadu,1.0,,23.969,1623.961441665082,0.5102149432479239,,1315.117380718936,5.793758830215379e-07,1697.169728263194,73.54511046544222,0.0,0.0,1.2260447860593522e-08,0.0,65.33297883771696,65.33297883771696,0.0,0.0,0.0,8784.0,train
c1_RT57HC_single-layer_lhs_000,1,RT57HC,single-layer,lhs,20261910,0.033695654581050796,28,0.01501814583331751,sim_v2_tamilnadu,2.7418136596679688e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_single-layer_lhs_001,1,RT57HC,single-layer,lhs,20261910,0.0686776530971236,12,0.02766622316598094,sim_v2_tamilnadu,10.140898942947388,True,,0.0343388265485618,0.04070579125685755,0.5394321397092428,0.0013629847787334913,6.284773510045987e-08,36.97507049534517,0.05362500882715047,True,tamilnadu,1.0,RT57HC,23.969,1620.573687593757,0.5073395478169964,,1322.8380787180313,2.478819418589142e-07,1693.8907604918409,73.66959349311078,15.793018078812832,15.819810174107769,4.364459569325376e-08,1.8317606065585896,65.05119166409243,60.130447335154514,0.0,0.0,7.0,8784.0,train
c1_RT57HC_single-layer_lhs_002,1,RT57HC,single-layer,lhs,20261910,0.03730814445503043,18,0.03255252189698456,sim_v2_tamilnadu,3.0517578125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_single-layer_lhs_003,1,RT57HC,single-layer,lhs,20261910,0.05653342534520954,35,0.04859486364698535,sim_v2_tamilnadu,12.325891017913818,True,,0.02826671267260477,0.06622356593389005,0.5516347876746714,0.006421588885192737,5.200937271215628e-07,53.46128054357652,0.04636964574048845,True,tamilnadu,1.0,RT57HC,23.969,1619.6227774701974,0.5058376449367352,,1326.870824418934,2.0518564357810248e-06,1692.9572130915217,73.69833446063076,28.72382833870814,28.767516716187433,5.095967515426363e-07,2.980060467025053,64.29447697110028,61.790389169970354,0.0,0.0,11.0,8784.0,holdout
c1_RT57HC_single-layer_bnd_dmin_fmin,1,RT57HC,single-layer,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,2.7179718017578125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_RT57HC_single-layer_bnd_dmin_fmax,1,RT57HC,single-layer,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,1.1920928955078125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_single-layer_bnd_dmax_fmin,1,RT57HC,single-layer,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,10.465105533599854,True,,0.04,0.11795633216678478,0.5311495834876816,0.0006539006374645021,1.0898343957741703e-08,15.568030585685188,0.060420075973773614,False,tamilnadu,1.0,RT57HC,23.969,1613.0126698673853,0.5014287600815241,,1338.7090808596804,4.300758984327264e-08,1686.626927597148,73.99547796003789,42.36830179154699,42.446128996827966,9.139714355403602e-07,5.308034947505315,65.34964157778319,57.127922286295515,0.0,0.0,0.0,8784.0,train
c1_RT57HC_single-layer_bnd_dmax_fmax,1,RT57HC,single-layer,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,10.296764373779297,True,,0.04,0.11795633216678478,0.5311495834876816,0.006921160236182528,5.767633530152108e-07,77.84015292842594,0.060420075973773614,False,tamilnadu,1.0,RT57HC,23.969,1613.2598486468912,0.501609114783155,,1338.2248120982324,2.2760523818378613e-06,1686.8625388859448,73.98413656406834,43.90458409106133,43.98243726654462,9.905764982478069e-07,5.308034947505315,65.20757178537009,57.298013224187976,0.0,0.0,0.0,8784.0,train
c1_RT57HC_staggered_lhs_000,1,RT57HC,staggered,lhs,20261911,0.05457167014238373,16,0.04466220330008808,sim_v2_tamilnadu,12.569642066955566,True,,0.027285835071191866,0.027230169002655014,0.48507587288490406,0.005154398470927217,3.8367798733035747e-07,47.429776555044604,0.034272234341801,True,tamilnadu,1.0,RT57HC,23.969,1622.9712398683532,0.5084420611025071,,1319.8777303687707,1.5131940088676424e-06,1696.1706798558696,73.54851057547562,11.932632230819204,11.950567506499688,8.252696175946904e-08,1.2253576051194757,64.68716050752153,63.4320109818255,0.0,0.0,15.0,8784.0,train
c1_RT57HC_staggered_lhs_001,1,RT57HC,staggered,lhs,20261911,0.024898439144032312,24,0.03258515919463606,sim_v2_tamilnadu,2.574920654296875e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_staggered_lhs_002,1,RT57HC,staggered,lhs,20261911,0.06700491240003122,14,0.01706814648220163,sim_v2_tamilnadu,10.051299810409546,True,,0.03350245620001561,0.044103858376063884,0.46984559730517317,0.0013308345694040945,3.785813229027803e-08,22.255466105221757,0.03958842044122437,True,tamilnadu,1.0,RT57HC,23.969,1620.2724139423078,0.5071036259407505,,1323.4715503923212,1.4932193828601016e-07,1693.6004153678323,73.68182056767229,17.092023062487144,17.121055840412772,5.753572100308477e-08,1.984673626922875,65.02507097619502,59.97201581620591,0.0,0.0,6.0,8784.0,train
c1_RT57HC_staggered_lhs_003,1,RT57HC,staggered,lhs,20261911,0.0473145749499541,33,0.023599394431792223,sim_v2_tamilnadu,11.954386472702026,True,,0.02365728747497705,0.036603902236477505,0.4972276391952991,0.0020321653656258792,7.992978669005398e-08,21.728987551149352,0.031195183925438973,True,tamilnadu,1.0,RT57HC,23.969,1622.2171750469076,0.507872083922821,,1321.4081708860645,3.152497395213506e-07,1695.4567426990943,73.59225862024827,16.915672545218467,16.93979434608316,1.4865644477333348e-07,1.6471756006414877,64.43445138802042,64.32249900647905,0.0,0.0,16.0,8784.0,train
c1_RT57HC_staggered_bnd_dmin_fmin,1,RT57HC,staggered,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,2.5272369384765625e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_RT57HC_staggered_bnd_dmin_fmax,1,RT57HC,staggered,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,1.1444091796875e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_staggered_bnd_dmax_fmin,1,RT57HC,staggered,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,10.284534215927124,True,,0.04,0.11795633216678478,0.4586181716338895,0.001303734819384173,2.1728913656402883e-08,15.568030585685188,0.04518000889371047,False,tamilnadu,1.0,RT57HC,23.969,1613.0126698673853,0.5014287600815241,,1338.7090808596804,8.574772551652681e-08,1686.626927597148,73.99547796003789,42.36830179154699,42.446128996827966,9.139714355403602e-07,5.308034947505315,65.34964157778319,57.127922286295515,0.0,0.0,0.0,8784.0,holdout
c1_RT57HC_staggered_bnd_dmax_fmax,1,RT57HC,staggered,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,10.216898679733276,True,,0.04,0.11795633216678478,0.4586181716338895,0.013068897488143643,1.089074790678637e-06,77.84015292842594,0.04518000889371047,False,tamilnadu,1.0,RT57HC,23.969,1613.2598486468912,0.501609114783155,,1338.2248120982324,4.297761392707651e-06,1686.8625388859448,73.98413656406834,43.90458409106133,43.98243726654462,9.905764982478069e-07,5.308034947505315,65.20757178537009,57.298013224187976,0.0,0.0,0.0,8784.0,train
c1_RT57HC_radial_lhs_000,1,RT57HC,radial,lhs,20261912,0.039316068728200884,32,0.046604209848258055,sim_v2_tamilnadu,2.7179718017578125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_radial_lhs_001,1,RT57HC,radial,lhs,20261912,0.07308490497826355,14,0.018188567099579528,sim_v2_tamilnadu,9.741438865661621,True,,0.03654245248913177,0.05723210421210703,0.5568430582882402,0.0012272371690425724,3.720280932704809e-08,25.868417548572427,0.06122258756398152,True,tamilnadu,1.0,RT57HC,23.969,1619.006072265411,0.5060935079132185,,1326.1838090785989,1.4674028092225446e-07,1692.3779790281349,73.73065132735273,21.429867211756537,21.4675556455325,1.224886300776541e-07,2.575444689544817,65.09804036086503,59.01974784606634,0.0,0.0,3.0,8784.0,train
c1_RT57HC_radial_lhs_002,1,RT57HC,radial,lhs,20261912,0.02909365730890005,29,0.02497231813038701,sim_v2_tamilnadu,2.6226043701171875e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_radial_lhs_003,1,RT57HC,radial,lhs,20261912,0.06095566747232986,19,0.031011365732655144,sim_v2_tamilnadu,12.453542232513428,True,,0.03047783373616493,0.04506345569319996,0.5671123752146047,0.0027056495025435086,1.3984314377958867e-07,36.78567023147895,0.05323739370028899,True,tamilnadu,1.0,RT57HC,23.969,1621.3875685039957,0.5071982771365033,,1323.2174033314332,5.515938002449057e-07,1694.6393310866933,73.60758608062318,18.597993334206045,18.627691842790323,2.1572913404705487e-07,2.027855506193998,64.68239486295354,60.66790448151995,0.0,0.0,9.0,8784.0,holdout
c1_RT57HC_radial_bnd_dmin_fmin,1,RT57HC,radial,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,2.5987625122070312e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_radial_bnd_dmin_fmax,1,RT57HC,radial,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,1.2159347534179688e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_RT57HC_radial_bnd_dmax_fmin,1,RT57HC,radial,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,6.604194641113281e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_RT57HC_radial_bnd_dmax_fmax,1,RT57HC,radial,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,4.2438507080078125e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__single-layer_lhs_000,1,n-Hexacosane (C26),single-layer,lhs,20262104,0.05310790621333478,10,0.046459252778295636,sim_v2_tamilnadu,12.273573160171509,True,,0.02655395310666739,0.01568578134852604,0.5559785261175512,0.002970250960871265,2.2999273367682268e-07,48.01479615273651,0.044332473627909874,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1623.864065024657,0.5091061508323232,,1318.0945891030292,9.07062592527903e-07,1697.0311365971772,73.51115888788402,6.644964777038094,6.654683916712483,4.226948196411846e-08,0.6039025819182526,65.04522884885263,64.79535078465204,0.0,0.0,21.0,8784.0,train
c1_n_Hexacosane__C26__single-layer_lhs_001,1,n-Hexacosane (C26),single-layer,lhs,20262104,0.07576399565670947,33,0.012972680134739567,sim_v2_tamilnadu,9.982170581817627,True,,0.03788199782835473,0.15029037544522292,0.5339805798552111,0.0013953069191758446,3.016811725376191e-08,19.126533680626036,0.057875273839228795,False,tamilnadu,1.0,n-Hexacosane (C26),23.969,1609.5033335588098,0.49857726485345943,,1346.3656046424453,1.1909869889840445e-07,1683.2772392803333,74.16193404021514,53.95826937686237,54.05177124377708,2.286668090899464e-06,5.786179454641083,65.57144194911695,57.308198104645456,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__single-layer_lhs_002,1,n-Hexacosane (C26),single-layer,lhs,20262104,0.030379222139230208,16,0.025061844343973242,sim_v2_tamilnadu,1.9073486328125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__single-layer_lhs_003,1,n-Hexacosane (C26),single-layer,lhs,20262104,0.03654796828086963,27,0.030202295517868197,sim_v2_tamilnadu,6.198883056640625e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__single-layer_bnd_dmin_fmin,1,n-Hexacosane (C26),single-layer,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,3.814697265625e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_n_Hexacosane__C26__single-layer_bnd_dmin_fmax,1,n-Hexacosane (C26),single-layer,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,3.5762786865234375e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__single-layer_bnd_dmax_fmin,1,n-Hexacosane (C26),single-layer,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,10.304377317428589,True,,0.04,0.11795633216678478,0.5311495834876816,0.0006539006374645021,1.0898343957741703e-08,15.568030585685188,0.060420075973773614,False,tamilnadu,1.0,n-Hexacosane (C26),23.969,1612.5844180074466,0.5009496781057994,,1339.995459495327,4.301213081992205e-08,1686.2198620131107,74.01253847491785,40.6251703244415,40.69844274240854,1.0888936431469803e-06,4.541318788421214,65.40516234826455,57.26588096756531,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__single-layer_bnd_dmax_fmax,1,n-Hexacosane (C26),single-layer,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,10.294651985168457,True,,0.04,0.11795633216678478,0.5311495834876816,0.006921160236182528,5.767633530152108e-07,77.84015292842594,0.060420075973773614,False,tamilnadu,1.0,n-Hexacosane (C26),23.969,1612.8092396921159,0.5011217724724549,,1339.5333704838465,2.2762446362888933e-06,1686.4361434112113,74.00419249915011,42.15883168304767,42.232126157482554,1.155760171707618e-06,4.541318788421214,65.25480396605258,57.446302794532215,0.0,0.0,0.0,8784.0,holdout
c1_n_Hexacosane__C26__staggered_lhs_000,1,n-Hexacosane (C26),staggered,lhs,20262105,0.030472372206814452,35,0.03490878964813599,sim_v2_tamilnadu,1.8835067749023438e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_n_Hexacosane__C26__staggered_lhs_001,1,n-Hexacosane (C26),staggered,lhs,20262105,0.05468408895403319,20,0.021888490429619323,sim_v2_tamilnadu,11.298584222793579,True,,0.027342044477016596,0.034248500134186045,0.48491035383464764,0.0018590942969119362,6.78212795428613e-08,23.29273475128818,0.03432008534337499,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1622.2093241414968,0.5077956910624617,,1321.6132926574135,2.6748995240350337e-07,1695.4412594542887,73.58246929310154,14.045623480244418,14.06686070003255,1.3963526949856641e-07,1.318567255166163,64.62347629675452,63.2650836037423,0.0,0.0,15.0,8784.0,train
c1_n_Hexacosane__C26__staggered_lhs_002,1,n-Hexacosane (C26),staggered,lhs,20262105,0.04002838798386638,15,0.019163609140457446,sim_v2_tamilnadu,14.27648401260376,True,,0.02001419399193319,0.010074515721091864,0.513248762221746,0.0015167953311164557,4.8445454785977476e-08,14.927569238116158,0.028138289118996972,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1624.739935865299,0.5095173827806656,,1316.9903939559615,1.9105945372613926e-07,1697.8600044153068,73.46277138956532,4.745163421088685,4.751407156915454,4.775692288197256e-08,0.38786885526203685,65.2300774710173,65.19486526728313,10.0,0.0,33.0,8784.0,holdout
c1_n_Hexacosane__C26__staggered_lhs_003,1,n-Hexacosane (C26),staggered,lhs,20262105,0.06629128527384989,23,0.0481413947253179,sim_v2_tamilnadu,10.632102489471436,True,,0.033145642636924946,0.070165846973427,0.4705786424079873,0.011980442893025947,9.612587171621529e-07,62.10388897370558,0.03928221202299744,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1617.751794514125,0.5050412857758593,,1329.0091211254685,3.792085534313808e-06,1691.1899170021627,73.79944612370167,26.95609762068795,26.999629016996085,3.0295768571395293e-07,2.701385108476939,64.63883832825056,60.24074506862517,0.0,0.0,8.0,8784.0,train
c1_n_Hexacosane__C26__staggered_bnd_dmin_fmin,1,n-Hexacosane (C26),staggered,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,2.9325485229492188e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__staggered_bnd_dmin_fmax,1,n-Hexacosane (C26),staggered,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,1.239776611328125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__staggered_bnd_dmax_fmin,1,n-Hexacosane (C26),staggered,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,8.945266723632812,True,,0.04,0.11795633216678478,0.4586181716338895,0.001303734819384173,2.1728913656402883e-08,15.568030585685188,0.04518000889371047,False,tamilnadu,1.0,n-Hexacosane (C26),23.969,1612.5844180074466,0.5009496781057994,,1339.995459495327,8.575677923054942e-08,1686.2198620131107,74.01253847491785,40.6251703244415,40.69844274240854,1.0888936431469803e-06,4.541318788421214,65.40516234826455,57.26588096756531,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__staggered_bnd_dmax_fmax,1,n-Hexacosane (C26),staggered,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,3.424299478530884,True,,0.04,0.11795633216678478,0.4586181716338895,0.013068897488143643,1.089074790678637e-06,77.84015292842594,0.04518000889371047,False,tamilnadu,1.0,n-Hexacosane (C26),23.969,1612.8092396921159,0.5011217724724549,,1339.5333704838465,4.298124417637844e-06,1686.4361434112113,74.00419249915011,42.15883168304767,42.232126157482554,1.155760171707618e-06,4.541318788421214,65.25480396605258,57.446302794532215,0.0,0.0,0.0,8784.0,train
c1_n_Hexacosane__C26__radial_lhs_000,1,n-Hexacosane (C26),radial,lhs,20262106,0.04856132647930757,30,0.026616482964860487,sim_v2_tamilnadu,4.250377893447876,True,,0.024280663239653784,0.03597671421795542,0.5822952795457248,0.002169171909302225,9.62262119529943e-08,25.152716667707427,0.045130814173589565,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1622.089362184706,0.5077112751756254,,1321.8399569838496,3.795241987929595e-07,1695.3365173345169,73.59832366922572,15.744542611325455,15.766856209127527,1.5862995203998014e-07,1.3851034973912837,64.59996863042204,64.52596544990672,0.0,0.0,19.0,8784.0,train
c1_n_Hexacosane__C26__radial_lhs_001,1,n-Hexacosane (C26),radial,lhs,20262106,0.025009528998828072,15,0.044867811219399624,sim_v2_tamilnadu,1.239776611328125e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holdout
c1_n_Hexacosane__C26__radial_lhs_002,1,n-Hexacosane (C26),radial,lhs,20262106,0.0674336623463244,21,0.017380145552077807,sim_v2_tamilnadu,2.7147209644317627,True,,0.0337168311731622,0.06743388077055673,0.5612072611475937,0.001167028047220469,3.3805195540081465e-08,22.807298434055113,0.05749754968371942,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1617.925012759361,0.5051712728791166,,1328.6600939422046,1.3335586220628026e-07,1691.3487766149835,73.78408984182991,25.05091159591165,25.092737458448692,2.599389095541876e-07,2.5962044096664343,64.83658154155601,59.79336272654392,0.0,0.0,6.0,8784.0,holdout
c1_n_Hexacosane__C26__radial_lhs_003,1,n-Hexacosane (C26),radial,lhs,20262106,0.057907576025014534,25,0.03252391451122739,sim_v2_tamilnadu,6.5947487354278564,True,,0.028953788012507267,0.05083639958643028,0.5703031059821938,0.004359774247821357,2.3632820820732083e-07,36.65066728124182,0.05123746673020679,True,tamilnadu,1.0,n-Hexacosane (C26),23.969,1620.6971784682064,0.5065957687410765,,1324.8351931188747,9.322360053059947e-07,1693.9886093555574,73.6476757582645,20.60525816791682,20.63680312099998,3.1750066627387075e-07,1.9572013840775657,64.48587703257454,62.39381835216973,0.0,0.0,14.0,8784.0,train
c1_n_Hexacosane__C26__radial_bnd_dmin_fmin,1,n-Hexacosane (C26),radial,boundary,0,0.02,22,0.01,sim_v2_tamilnadu,1.7881393432617188e-05,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__radial_bnd_dmin_fmax,1,n-Hexacosane (C26),radial,boundary,0,0.02,22,0.05,sim_v2_tamilnadu,5.0067901611328125e-06,False,bounds_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__radial_bnd_dmax_fmin,1,n-Hexacosane (C26),radial,boundary,0,0.08,22,0.01,sim_v2_tamilnadu,3.9577484130859375e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
c1_n_Hexacosane__C26__radial_bnd_dmax_fmax,1,n-Hexacosane (C26),radial,boundary,0,0.08,22,0.05,sim_v2_tamilnadu,1.5974044799804688e-05,False,passage_blocked,0.04,0.11795633216678478,0.5522808318482232,,,,,,,,,,,,,,,,,,,,,,,,,,,train
