draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,arrangement,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,mean_f_melt,min_f_melt,max_f_melt
22,0,RT57HC,True,1.0486741266636168,0.9745041125809664,-0.12114878595563386,1.1583070550667907,-0.3983869723018263,-1.2857153921247821,tamilnadu,0,RT57HC,radial,27.17728460787522,1783.7529517171904,0.5065661540881765,3962,1300.5455650854328,2.0195073319516083e-07,1857.6121745624457,74.0436382194294,13.60795027582522,13.617052604120085,0.0005143096967377717,0.7004494786278685,68.65429297670572,68.59779322210943,1395,0.0,118,8784,0.09233813972548575,0.0,1.0
23,0,RT57HC,True,0.9500374378323783,0.9972597469303763,0.15376460432010386,0.9125197518110296,0.4206813888283951,-1.4729110636301654,tamilnadu,0,RT57HC,radial,26.990088936369837,1758.3830692404601,0.6170332530360889,4519,803.5519715870611,1.937931033671718e-07,1847.786070713526,89.55441804994791,16.27585303577683,16.28479698624564,3.9999777170470125e-08,0.7004494786278685,76.30340072791851,76.29257955927062,30954,0.0,231,8784,0.23631490544626751,0.0,1.0
24,0,RT57HC,True,0.9348695932165391,0.991386029567147,0.3397687109842089,1.1267668799209867,-0.40280177888833446,0.7078209081858806,tamilnadu,0,RT57HC,radial,29.17082090818588,1767.1716480399077,0.5299687609953709,4413,1070.331363965743,1.9938503850281672e-07,1850.3023030424727,83.20725277112098,14.740803347344636,14.749144744174396,0.0007757095890393617,0.7004494786278685,70.53211548937118,70.52560524037874,5528,0.0,173,8784,0.15940734056644756,0.0,1.0
25,0,RT57HC,True,0.997326367188861,1.0432425072138665,0.7231889884950754,0.8118393767823371,0.10420024947956252,-0.3781203289234796,tamilnadu,0,RT57HC,radial,28.08487967107652,1787.4000208418206,0.6777632247422267,4751,564.9621719377174,1.9096835168978297e-07,1890.9363593409669,103.59312839830068,19.6283795391168,19.636684222948304,3.913255953941496e-10,0.7004494786278685,82.75769959674085,82.73993690562266,64607,0.0,292,8784,0.3395345217096124,0.0,1.0
26,0,RT57HC,True,0.9512205890117458,1.000364563872194,0.47005796073020883,0.9627804889242642,0.04035406061015989,-1.9924343980977395,tamilnadu,0,RT57HC,radial,26.470565601902262,1803.8769381582083,0.597852454177076,4432,915.9545608539574,1.9591957387121742e-07,1887.1186962764946,83.42926408298644,15.737180990568527,15.746368963543764,3.4005680444997015e-07,0.7004494786278685,75.41164620173082,75.40398118714458,24732,0.0,219,8784,0.21222276399136442,0.0,1.0
27,0,RT57HC,True,0.9623044969764534,0.9895629428281825,-0.08878562116106052,1.1859728646547998,-0.3390731319055308,-0.4152730553985515,tamilnadu,0,RT57HC,radial,28.04772694460145,1796.7692649682454,0.5077241072502278,4093,1263.6020541981538,2.010623347559801e-07,1874.1658981428577,77.54671621383169,13.884194096479296,13.892978344999912,0.0011907715844102923,0.7004494786278685,69.60676953447208,69.51458301854221,2512,0.0,141,8784,0.10982422491105398,0.0,1.0
28,0,RT57HC,True,0.9023838588971405,1.0009092434673181,-0.19849108160863105,0.8760116683510079,-0.2525409370268821,0.8409996331129079,tamilnadu,0,RT57HC,radial,29.30399963311291,1693.24960073744,0.6100094215960792,4875,684.623921403518,1.9562036127678468e-07,1794.187262237769,100.96402044790017,16.71848861783416,16.72658548625418,1.3969933497284312e-05,0.7004494786278685,75.76660928777567,75.72105980230195,23776,0.0,245,8784,0.287867297499728,0.0,1.0
29,0,RT57HC,True,1.021731801394452,0.9772788446901278,-0.787736195835638,1.1654087260592667,-0.45857052557926303,1.771110756933738,tamilnadu,0,RT57HC,radial,30.234110756933738,1703.717124680136,0.5220747365116398,4382,1050.018434323033,1.9746467643668047e-07,1793.638388223802,90.00022806296762,14.711922678932883,14.719888282110967,0.00403263549309751,0.7004494786278685,70.8141273457796,70.76567526336873,4126,0.0,160,8784,0.14399595261491277,0.0,1.0
30,0,RT57HC,True,0.907318857724594,0.9680139487912816,-0.8118498523232243,1.0561004261704616,-0.2525879389970612,-1.3604517337307875,tamilnadu,0,RT57HC,radial,27.102548266269213,1731.2117190348083,0.5277353017042192,4103,1139.6748498718923,1.9926848062757929e-07,1811.9753211739746,80.93914169740658,13.029524716641415,13.038616545376074,0.00012249102269608488,0.7004494786278685,70.5580738019746,70.51745333741859,2251,0.0,141,8784,0.12158032850871363,0.0,1.0
31,0,RT57HC,True,1.026722435725286,1.0147107380389486,-0.03214216551481147,1.0343430893162346,0.2739382868546174,1.6730440663845614,tamilnadu,0,RT57HC,radial,30.136044066384564,1757.9269343130936,0.604936758299009,4651,775.469484694344,1.9201026537942324e-07,1856.430207845367,98.50684031001903,17.466426455832124,17.474351957304236,0.0001539394179990411,0.7004494786278685,76.69408627597515,76.67958427760794,33140,0.0,244,8784,0.25549225212163884,0.0,1.0
